{{0.0477903525,0.0477903525,0.0477903525, 0.0477903525, 0.0477903525, 0.0477903525, 0.0477903525},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.1108649019,0.1108649019,0.1108649019, 0.1108649019, 0.1108649019, 0.1108649019, 0.1108649019},
{0.1108649018,0.1108649018,0.1108649018, 0.1108649018, 0.1108649018, 0.1108649018, 0.1108649018},
{0.1108649018,0.1108649018,0.1108649018, 0.1108649018, 0.1108649018, 0.1108649018, 0.1108649018},
{0.1108649017,0.1108649017,0.1108649017, 0.1108649017, 0.1108649017, 0.1108649017, 0.1108649017},
{0.1108649016,0.1108649016,0.1108649016, 0.1108649016, 0.1108649016, 0.1108649016, 0.1108649016},
{0.1108649015,0.1108649015,0.1108649015, 0.1108649015, 0.1108649015, 0.1108649015, 0.1108649015},
{0.1108649014,0.1108649014,0.1108649014, 0.1108649014, 0.1108649014, 0.1108649014, 0.1108649014},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.2107860859,0.2107860859,0.2107860858, 0.2107860858, 0.2107860857, 0.2107860857, 0.2107860856},
{0.2107860861,0.2107860860,0.2107860860, 0.2107860859, 0.2107860859, 0.2107860858, 0.2107860858},
{0.2107860862,0.2107860862,0.2107860861, 0.2107860861, 0.2107860860, 0.2107860860, 0.2107860859},
{0.2107860863,0.2107860863,0.2107860863, 0.2107860863, 0.2107860862, 0.2107860861, 0.2107860861},
{0.2107860862,0.2107860862,0.2107860862, 0.2107860862, 0.2107860862, 0.2107860862, 0.2107860862},
{0.2107860861,0.2107860861,0.2107860861, 0.2107860861, 0.2107860861, 0.2107860861, 0.2107860861},
{0.2107860860,0.2107860860,0.2107860860, 0.2107860860, 0.2107860860, 0.2107860860, 0.2107860860},
{0.0000000006,0.0000000007,0.0000000007, 0.0000000008, 0.0000000008, 0.0000000009, 0.0000000009},
{0.0000000004,0.0000000004,0.0000000005, 0.0000000005, 0.0000000006, 0.0000000006, 0.0000000007},
{0.0000000001,0.0000000002,0.0000000002, 0.0000000003, 0.0000000003, 0.0000000004, 0.0000000004},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000001, 0.0000000001, 0.0000000002},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000002,0.0000000001,0.0000000001, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000004,0.0000000004,0.0000000003, 0.0000000003, 0.0000000002, 0.0000000002, 0.0000000001},
{0.0000000007,0.0000000006,0.0000000006, 0.0000000005, 0.0000000005, 0.0000000004, 0.0000000004},
{0.0000000009,0.0000000009,0.0000000008, 0.0000000008, 0.0000000007, 0.0000000007, 0.0000000006},
{0.0512989498,0.0512989497,0.0512989497, 0.0512989496, 0.0512989496, 0.0512989495, 0.0512989495},
{0.0512989500,0.0512989500,0.0512989499, 0.0512989499, 0.0512989498, 0.0512989498, 0.0512989497},
{0.0512989503,0.0512989502,0.0512989502, 0.0512989501, 0.0512989501, 0.0512989500, 0.0512989500},
{0.0512989504,0.0512989504,0.0512989504, 0.0512989504, 0.0512989503, 0.0512989503, 0.0512989502},
{0.0512989504,0.0512989504,0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504},
{0.0512989504,0.0512989504,0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504},
{0.0512989504,0.0512989504,0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0531529286,0.0531529286,0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286},
{0.0531529286,0.0531529286,0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286},
{0.0531529286,0.0531529286,0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286},
{0.0531529286,0.0531529286,0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286},
{0.0531529286,0.0531529286,0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286},
{0.0531529286,0.0531529286,0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286},
{0.0531529286,0.0531529286,0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286, 0.0531529286},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0526832451,0.0526832451,0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451, 0.0526832451},
{0.0512989504,0.0512989504,0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504},
{0.0512989504,0.0512989504,0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504},
{0.0512989504,0.0512989504,0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504},
{0.0512989502,0.0512989503,0.0512989503, 0.0512989504, 0.0512989504, 0.0512989504, 0.0512989504},
{0.0512989500,0.0512989500,0.0512989501, 0.0512989501, 0.0512989502, 0.0512989502, 0.0512989503},
{0.0512989497,0.0512989498,0.0512989498, 0.0512989499, 0.0512989499, 0.0512989500, 0.0512989500},
{0.0512989495,0.0512989495,0.0512989496, 0.0512989496, 0.0512989497, 0.0512989497, 0.0512989498},
{0.0000000006,0.0000000007,0.0000000007, 0.0000000008, 0.0000000008, 0.0000000009, 0.0000000009},
{0.0000000004,0.0000000004,0.0000000005, 0.0000000005, 0.0000000006, 0.0000000006, 0.0000000007},
{0.0000000001,0.0000000002,0.0000000002, 0.0000000003, 0.0000000003, 0.0000000004, 0.0000000004},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000001, 0.0000000001, 0.0000000002},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000002,0.0000000001,0.0000000001, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000004,0.0000000004,0.0000000003, 0.0000000003, 0.0000000002, 0.0000000002, 0.0000000001},
{0.0000000007,0.0000000006,0.0000000006, 0.0000000005, 0.0000000005, 0.0000000004, 0.0000000004},
{0.0000000009,0.0000000009,0.0000000008, 0.0000000008, 0.0000000007, 0.0000000007, 0.0000000006},
{0.2107860860,0.2107860860,0.2107860860, 0.2107860860, 0.2107860860, 0.2107860860, 0.2107860860},
{0.2107860861,0.2107860861,0.2107860861, 0.2107860861, 0.2107860861, 0.2107860861, 0.2107860861},
{0.2107860862,0.2107860862,0.2107860862, 0.2107860862, 0.2107860862, 0.2107860862, 0.2107860862},
{0.2107860861,0.2107860861,0.2107860862, 0.2107860863, 0.2107860863, 0.2107860863, 0.2107860863},
{0.2107860859,0.2107860860,0.2107860860, 0.2107860861, 0.2107860861, 0.2107860862, 0.2107860862},
{0.2107860858,0.2107860858,0.2107860859, 0.2107860859, 0.2107860860, 0.2107860860, 0.2107860861},
{0.2107860856,0.2107860857,0.2107860857, 0.2107860858, 0.2107860858, 0.2107860859, 0.2107860859},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
{0.0000000000,0.0000000000,0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000},
