gridnumber,capital,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],
56,1.44971,0.967957,1.09287,1.24937,1.44427,1.6859,1.98434,2.35182,
57,1.48504,1.00137,1.12674,1.28356,1.47875,1.7206,2.01924,2.38686,
58,1.52078,1.03527,1.16105,1.31822,1.51369,1.75575,2.05456,2.42232,
59,1.55694,1.06966,1.19582,1.35331,1.54907,1.79133,2.0903,2.45821,
60,1.59351,1.10453,1.23104,1.38885,1.58488,1.82735,2.12648,2.49451,
61,1.63051,1.13986,1.26671,1.42484,1.62113,1.8638,2.16309,2.53123,
62,1.66794,1.17567,1.30287,1.46127,1.6578,1.90069,2.20012,2.56839,
63,1.7058,1.21197,1.33949,1.49817,1.69491,1.93802,2.23758,2.60598,
64,1.7441,1.24875,1.37657,1.53556,1.7325,1.9758,2.27548,2.64402,
65,1.78284,1.28603,1.41415,1.57341,1.77056,2.01402,2.31383,2.6825,
66,1.82203,1.32381,1.4522,1.61172,1.80908,2.05271,2.35264,2.72142,
67,1.86167,1.36207,1.49074,1.6505,1.84807,2.09187,2.39194,2.76081,
68,1.90178,1.40082,1.5298,1.68975,1.88754,2.1315,2.4317,2.80067,
69,1.94235,1.44009,1.56935,1.7295,1.9275,2.17161,2.47194,2.841,
70,1.98339,1.47987,1.60939,1.76975,1.96793,2.21218,2.51264,2.8818,
71,2.0249,1.52019,1.64993,1.81049,2.00884,2.25323,2.55383,2.92309,
72,2.0669,1.56103,1.69096,1.85174,2.05025,2.29476,2.59551,2.96486,
73,2.10938,1.60239,1.73252,1.8935,2.09217,2.33679,2.63768,3.00712,
74,2.15235,1.64427,1.7746,1.93577,2.1346,2.37934,2.68034,3.04987,
75,2.19582,1.68667,1.81719,1.97855,2.17754,2.42241,2.7235,3.09311,
76,2.2398,1.72961,1.86033,2.02185,2.22098,2.46599,2.76717,3.13685,
77,2.28428,1.77309,1.904,2.06568,2.26493,2.51008,2.81137,3.18111,
78,2.32928,1.81711,1.94822,2.11005,2.3094,2.5547,2.85608,3.22588,
79,2.37481,1.86169,1.99297,2.15496,2.35442,2.59985,2.90132,3.2712,
80,2.42085,1.90683,2.03827,2.2004,2.39999,2.64554,2.9471,3.31705,
81,2.46744,1.95255,2.08413,2.24638,2.44611,2.69176,2.99342,3.36345,
82,2.51456,1.99882,2.13055,2.2929,2.49278,2.73853,3.04028,3.41038,
83,2.56223,2.04566,2.17754,2.33999,2.54001,2.78585,3.08768,3.45787,
84,2.61045,2.09308,2.22509,2.38767,2.5878,2.83374,3.13563,3.50591,
85,2.65923,2.14109,2.2732,2.43592,2.63616,2.88219,3.18414,3.5545,
86,2.70857,2.18969,2.32189,2.48476,2.6851,2.93122,3.23323,3.60367,
87,2.75849,2.23887,2.37118,2.53417,2.73461,2.98083,3.28291,3.65341,
88,2.80898,2.28862,2.42108,2.58418,2.78472,3.03102,3.33318,3.70374,
89,2.86006,2.33899,2.47159,2.63479,2.83541,3.08179,3.38404,3.75465,
90,2.91173,2.38999,2.5227,2.68601,2.88671,3.13315,3.43549,3.80615,
91,2.964,2.44162,2.57443,2.73783,2.93863,3.18513,3.48755,3.85824,
92,3.01688,2.49388,2.62678,2.79027,2.99116,3.23772,3.5402,3.91095,
93,3.07036,2.54676,2.67977,2.84333,3.0443,3.29094,3.59348,3.96429,
94,3.12447,2.60028,2.73338,2.89702,3.09806,3.34478,3.64739,4.01824,
95,3.1792,2.65446,2.78762,2.95136,3.15246,3.39926,3.70193,4.07283,
96,3.23457,2.70928,2.84252,3.00635,3.20751,3.45439,3.7571,4.12806,
97,3.29058,2.76475,2.89807,3.06198,3.26321,3.51014,3.81291,4.18393,
98,3.34724,2.82087,2.9543,3.11826,3.31957,3.56655,3.86938,4.24046,
99,3.40456,2.87768,3.01119,3.17522,3.3766,3.62364,3.92651,4.29764,
100,3.46253,2.93518,3.06876,3.23285,3.4343,3.68139,3.98431,4.35548,
101,3.52119,2.99337,3.127,3.29116,3.49267,3.73982,4.0428,4.41399,
102,3.58052,3.05225,3.18595,3.35017,3.55171,3.79893,4.10196,4.47318,
103,3.64053,3.11183,3.24559,3.40988,3.61146,3.85873,4.16182,4.53305,
104,3.70125,3.17212,3.30594,3.47028,3.67192,3.91924,4.22237,4.59361,
105,3.76266,3.23312,3.367,3.53137,3.73309,3.98046,4.28364,4.65488,
106,3.82479,3.29485,3.42879,3.59319,3.79498,4.0424,4.34561,4.71689,
107,3.88764,3.35732,3.49129,3.65576,3.85759,4.10506,4.4083,4.77962,
108,3.95121,3.42052,3.55451,3.71907,3.92094,4.16845,4.47172,4.84309,
109,4.01552,3.48445,3.61851,3.78311,3.98503,4.23259,4.53587,4.90729,
110,4.08058,3.54913,3.68326,3.8479,4.04988,4.29748,4.60076,4.97224,
111,4.14639,3.61459,3.74878,3.91347,4.11548,4.36311,4.66641,5.03794,
112,4.21297,3.68085,3.81506,3.9798,4.18186,4.42951,4.73285,5.1044,
113,4.28031,3.74787,3.88213,4.04691,4.24901,4.49669,4.80007,5.17165,
114,4.34843,3.81568,3.94999,4.11481,4.31695,4.56463,4.86807,5.23967,
115,4.41735,3.8843,4.01865,4.18351,4.38567,4.63337,4.93686,5.30849,
116,4.48706,3.95372,4.08812,4.25302,4.45519,4.70292,5.00645,5.3781,
117,4.55758,4.02397,4.1584,4.32333,4.52552,4.7733,5.07685,5.44852,
118,4.62892,4.09504,4.22951,4.39445,4.59667,4.84449,5.14807,5.51976,
119,4.70108,4.16695,4.30145,4.46641,4.66866,4.91652,5.22012,5.59182,
120,4.77408,4.23971,4.37422,4.53921,4.74149,4.98939,5.29301,5.6647,
121,4.84793,4.31331,4.44784,4.61286,4.81518,5.0631,5.36674,5.73843,
122,4.92263,4.38777,4.52233,4.68738,4.88973,5.13767,5.44132,5.81305,
123,4.99819,4.46309,4.59769,4.76277,4.96515,5.21311,5.51678,5.88853,
124,5.07463,4.53931,4.67393,4.83904,5.04144,5.28943,5.59311,5.96489,
125,5.15196,4.61642,4.75107,4.9162,5.11863,5.36663,5.67031,6.04214,
126,5.23019,4.69444,4.82911,4.99427,5.19672,5.44472,5.74842,6.12029,
127,5.30931,4.77337,4.90806,5.07324,5.27571,5.52373,5.82746,6.19935,
128,5.38936,4.85322,4.98794,5.15314,5.35562,5.60365,5.90741,6.27932,
129,5.47033,4.93401,5.06875,5.23397,5.43645,5.6845,5.98829,6.36022,
130,5.55225,5.01574,5.1505,5.31573,5.51823,5.76629,6.07012,6.44206,
131,5.63511,5.09843,5.23321,5.39844,5.60095,5.84905,6.1529,6.52484,
132,5.71893,5.18209,5.31687,5.48211,5.68464,5.93277,6.23663,6.60858,
133,5.80372,5.26672,5.40149,5.56676,5.76931,6.01746,6.32135,6.6933,
134,5.88949,5.35232,5.48711,5.65239,5.85496,6.10314,6.40704,6.779,
135,5.97626,5.43891,5.57372,5.73902,5.94162,6.18982,6.49373,6.86569,
136,6.06403,5.52652,5.66134,5.82666,6.02929,6.2775,6.58142,6.95339,
137,6.15282,5.61514,5.74999,5.91533,6.11797,6.3662,6.67012,7.04209,
138,6.24264,5.7048,5.83967,6.00503,6.20769,6.45593,6.75986,7.13181,
139,6.3335,5.79552,5.9304,6.09578,6.29846,6.54671,6.85064,7.22258,
140,6.42541,5.88729,6.02219,6.18759,6.39028,6.63853,6.94248,7.31441,
141,6.51839,5.98013,6.11505,6.28046,6.48316,6.73143,7.03536,7.4073,
142,6.61244,6.07406,6.20899,6.37441,6.57712,6.8254,7.12932,7.50126,
143,6.70758,6.16908,6.30402,6.46946,6.67218,6.92046,7.22437,7.5963,
144,6.80383,6.26521,6.40016,6.56561,6.76834,7.01661,7.32053,7.69246,
145,6.90119,6.36246,6.49742,6.66288,6.86561,7.11388,7.4178,7.78975,
146,6.99968,6.46083,6.59581,6.76127,6.96401,7.21227,7.51618,7.88817,
147,7.0993,6.56036,6.69534,6.86081,7.06355,7.31181,7.61571,7.98773,
148,7.20009,6.66104,6.79603,6.96151,7.16424,7.4125,7.71641,8.08844,
149,7.30204,6.76289,6.89789,7.06337,7.26609,7.51434,7.81828,8.19032,
150,7.40517,6.86593,7.00093,7.1664,7.36913,7.61737,7.92134,8.29338,
151,7.5095,6.97016,7.10516,7.27064,7.47335,7.72161,8.02559,8.39764,
152,7.61503,7.07561,7.21061,7.37607,7.57878,7.82706,8.13105,8.5031,
153,7.72179,7.18227,7.31726,7.48272,7.68544,7.93374,8.23773,8.60978,
154,7.82979,7.29017,7.42515,7.59061,7.79334,8.04165,8.34565,8.7177,
155,7.93903,7.3993,7.53428,7.69975,7.9025,8.15082,8.45482,8.82686,
156,8.04955,7.5097,7.64469,7.81017,8.01293,8.26125,8.56525,8.93728,
157,8.16134,7.62139,7.75639,7.92187,8.12464,8.37296,8.67697,9.04898,
158,8.27443,7.73437,7.86938,8.03487,8.23764,8.48597,8.78997,9.16197,
159,8.38882,7.84867,7.98368,8.14918,8.35196,8.60029,8.90427,9.27628,
160,8.50455,7.96429,8.09931,8.26482,8.4676,8.71592,9.0199,9.3919,
161,8.62161,8.08126,8.21628,8.3818,8.58458,8.8329,9.13686,9.50888,
162,8.74003,8.19958,8.33461,8.50013,8.70291,8.95122,9.25519,9.62722,
163,8.85982,8.31928,8.45432,8.61984,8.82261,9.07091,9.37488,9.74694,
164,8.981,8.44038,8.57541,8.74093,8.94369,9.19199,9.49597,9.86805,
165,9.10358,8.56287,8.69791,8.86342,9.06616,9.31447,9.61847,9.99056,
166,9.22759,8.68679,8.82182,8.98731,9.19006,9.43838,9.7424,10.1145,
167,9.35303,8.81214,8.94715,9.11264,9.3154,9.56373,9.86776,10.2399,
168,9.47992,8.93892,9.07393,9.23943,9.4422,9.69054,9.99458,10.3667,
169,9.60828,9.06717,9.20219,9.36769,9.57047,9.81882,10.1229,10.495,
170,9.73813,9.19692,9.33194,9.49744,9.70023,9.94859,10.2526,10.6248,
171,9.86949,9.32817,9.46319,9.6287,9.8315,10.0799,10.3839,10.756,
172,10.0024,9.46094,9.59597,9.76149,9.96429,10.2127,10.5167,10.8888,
173,10.1368,9.59526,9.73029,9.89582,10.0986,10.347,10.6511,11.0232,
174,10.2728,9.73113,9.86617,10.0317,10.2345,10.4829,10.787,11.1591,
175,10.4103,9.86859,10.0036,10.1692,10.372,10.6204,10.9244,11.2966,
176,10.5494,10.0076,10.1427,10.3082,10.511,10.7594,11.0635,11.4357,
177,10.6902,10.1483,10.2834,10.4489,10.6517,10.9001,11.2042,11.5764,
178,10.8326,10.2906,10.4256,10.5912,10.794,11.0424,11.3465,11.7187,
179,10.9766,10.4345,10.5696,10.7351,10.938,11.1864,11.4905,11.8626,
180,11.1223,10.5801,10.7152,10.8807,11.0836,11.332,11.6361,12.0083,
181,11.2697,10.7274,10.8625,11.0281,11.2309,11.4793,11.7834,12.1556,
182,11.4188,10.8764,11.0115,11.1771,11.3799,11.6283,11.9325,12.3046,
183,11.5696,11.0272,11.1622,11.3278,11.5307,11.7791,12.0832,12.4554,
184,11.7222,11.1796,11.3147,11.4803,11.6832,11.9316,12.2357,12.6079,
185,11.8766,11.3339,11.469,11.6346,11.8374,12.0859,12.39,12.7621,
186,12.0327,11.49,11.6251,11.7906,11.9935,12.2419,12.546,12.9182,
187,12.1906,11.6478,11.7829,11.9485,12.1514,12.3998,12.7039,13.076,
188,12.3504,11.8075,11.9426,12.1082,12.3111,12.5595,12.8636,13.2357,
189,12.512,11.9691,12.1042,12.2697,12.4726,12.721,13.0251,13.3972,
190,12.6755,12.1325,12.2676,12.4332,12.636,12.8844,13.1885,13.5606,
191,12.8409,12.2978,12.4329,12.5985,12.8013,13.0497,13.3538,13.7259,
192,13.0082,12.465,12.6001,12.7657,12.9685,13.2169,13.521,13.8932,
193,13.1774,12.6342,12.7693,12.9348,13.1377,13.3861,13.6902,14.0623,
194,13.3486,12.8053,12.9404,13.1059,13.3088,13.5572,13.8613,14.2335,
195,13.5218,12.9784,13.1135,13.279,13.4819,13.7303,14.0344,14.4066,
196,13.697,13.1535,13.2886,13.4541,13.657,13.9054,14.2095,14.5817,
197,13.8742,13.3306,13.4657,13.6313,13.8341,14.0826,14.3867,14.7588,
198,14.0535,13.5098,13.6449,13.8105,14.0133,14.2617,14.5658,14.938,
199,14.2348,13.6911,13.8262,13.9917,14.1946,14.443,14.7471,15.1193,
200,14.4183,13.8744,14.0095,14.1751,14.378,14.6264,14.9305,15.3026,
201,14.6039,14.0599,14.195,14.3606,14.5634,14.8119,15.116,15.4881,
202,14.7916,14.2476,14.3827,14.5482,14.7511,14.9995,15.3036,15.6757,
203,14.9815,14.4374,14.5725,14.738,14.9409,15.1893,15.4934,15.8655,
204,15.1736,14.6294,14.7645,14.9301,15.1329,15.3813,15.6854,16.0574,
205,15.3679,14.8236,14.9587,15.1243,15.3271,15.5755,15.8796,16.2516,
206,15.5645,15.0201,15.1552,15.3208,15.5236,15.772,16.076,16.448,
207,15.7633,15.2189,15.354,15.5195,15.7224,15.9707,16.2747,16.6468,
208,15.9645,15.4199,15.555,15.7206,15.9234,16.1717,16.4757,16.8478,
