gridnumber,capital,Portfolio[0 0 00],Portfolio[0 0 01],Portfolio[0 0 02],Portfolio[0 0 10],Portfolio[0 0 11],Portfolio[0 0 12],Portfolio[0 0 20],Portfolio[0 0 21],Portfolio[0 0 22],Portfolio[0 1 00],Portfolio[0 1 01],Portfolio[0 1 02],Portfolio[0 1 10],Portfolio[0 1 11],Portfolio[0 1 12],Portfolio[0 1 20],Portfolio[0 1 21],Portfolio[0 1 22],Portfolio[0 2 00],Portfolio[0 2 01],Portfolio[0 2 02],Portfolio[0 2 10],Portfolio[0 2 11],Portfolio[0 2 12],Portfolio[0 2 20],Portfolio[0 2 21],Portfolio[0 2 22],Portfolio[1 0 00],Portfolio[1 0 01],Portfolio[1 0 02],Portfolio[1 0 10],Portfolio[1 0 11],Portfolio[1 0 12],Portfolio[1 0 20],Portfolio[1 0 21],Portfolio[1 0 22],Portfolio[1 1 00],Portfolio[1 1 01],Portfolio[1 1 02],Portfolio[1 1 10],Portfolio[1 1 11],Portfolio[1 1 12],Portfolio[1 1 20],Portfolio[1 1 21],Portfolio[1 1 22],Portfolio[1 2 00],Portfolio[1 2 01],Portfolio[1 2 02],Portfolio[1 2 10],Portfolio[1 2 11],Portfolio[1 2 12],Portfolio[1 2 20],Portfolio[1 2 21],Portfolio[1 2 22],Portfolio[2 0 00],Portfolio[2 0 01],Portfolio[2 0 02],Portfolio[2 0 10],Portfolio[2 0 11],Portfolio[2 0 12],Portfolio[2 0 20],Portfolio[2 0 21],Portfolio[2 0 22],Portfolio[2 1 00],Portfolio[2 1 01],Portfolio[2 1 02],Portfolio[2 1 10],Portfolio[2 1 11],Portfolio[2 1 12],Portfolio[2 1 20],Portfolio[2 1 21],Portfolio[2 1 22],Portfolio[2 2 00],Portfolio[2 2 01],Portfolio[2 2 02],Portfolio[2 2 10],Portfolio[2 2 11],Portfolio[2 2 12],Portfolio[2 2 20],Portfolio[2 2 21],Portfolio[2 2 22]
10,0.674183,0,0,0,0,0,0,0.28,0.27,0,0,0,0,0,0,0,0.28,0.27,0,0,0,0,0,0,0,0.28,0.27,0,0,0,0,0,0,0,0.28,0.27,0,0,0,0,0,0,0,0.28,0.27,0,0,0,0,0,0,0,0.28,0.27,0,0,0,0,0,0,0,0.28,0.27,0,0,0,0,0,0,0,0.28,0.27,0,0,0,0,0,0,0,0.28,0.27,0
11,0.75557,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0.28,0
12,0.839869,0,0,0,0,0,0,0.3,0.29,0,0,0,0,0,0,0,0.3,0.29,0,0,0,0,0,0,0,0.3,0.29,0,0,0,0,0,0,0,0.3,0.29,0,0,0,0,0,0,0,0.3,0.29,0,0,0,0,0,0,0,0.3,0.29,0,0,0,0,0,0,0,0.3,0.29,0,0,0,0,0,0,0,0.3,0.29,0,0,0,0,0,0,0,0.3,0.29,0
13,0.927185,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0
14,1.01763,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0
15,1.1113,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0
16,1.20833,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0
17,1.30884,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0
18,1.41294,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0
19,1.52076,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0
20,1.63244,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0.31,0.31,0
21,1.74812,0,0,0,0,0,0,0.31,0.3,0,0,0,0,0,0,0,0.31,0.3,0,0,0,0,0,0,0,0.31,0.3,0,0,0,0,0,0,0,0.31,0.3,0,0,0,0,0,0,0,0.31,0.3,0,0,0,0,0,0,0,0.31,0.3,0,0,0,0,0,0,0,0.31,0.3,0,0,0,0,0,0,0,0.31,0.3,0,0,0,0,0,0,0,0.31,0.3,0
22,1.86794,0,0,0,0,0,0,0.3,0.3,0.13,0,0,0,0,0,0,0.3,0.3,0.13,0,0,0,0,0,0,0.3,0.3,0.13,0,0,0,0,0,0,0.3,0.3,0.13,0,0,0,0,0,0,0.3,0.3,0.13,0,0,0,0,0,0,0.3,0.3,0.13,0,0,0,0,0,0,0.3,0.3,0.13,0,0,0,0,0,0,0.3,0.3,0.13,0,0,0,0,0,0,0.3,0.3,0.13
23,1.99205,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13
24,2.1206,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13
25,2.25375,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13,0,0,0,0.14,0,0,0.3,0.3,0.13
26,2.39167,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13
27,2.53452,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13
28,2.68248,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13,0,0,0,0.14,0,0,0.29,0.29,0.13
29,2.83574,0,0,0,0.14,0,0,0.29,0.29,0.12,0,0,0,0.14,0,0,0.29,0.29,0.12,0,0,0,0.14,0,0,0.29,0.29,0.12,0,0,0,0.14,0,0,0.29,0.29,0.12,0,0,0,0.14,0,0,0.29,0.29,0.12,0,0,0,0.14,0,0,0.29,0.29,0.12,0,0,0,0.14,0,0,0.29,0.29,0.12,0,0,0,0.14,0,0,0.29,0.29,0.12,0,0,0,0.14,0,0,0.29,0.29,0.12
30,2.99448,0,0,0,0.14,0,0,0.29,0.28,0.12,0,0,0,0.14,0,0,0.29,0.28,0.12,0,0,0,0.14,0,0,0.29,0.28,0.12,0,0,0,0.14,0,0,0.29,0.28,0.12,0,0,0,0.14,0,0,0.29,0.28,0.12,0,0,0,0.14,0,0,0.29,0.28,0.12,0,0,0,0.14,0,0,0.29,0.28,0.12,0,0,0,0.14,0,0,0.29,0.28,0.12,0,0,0,0.14,0,0,0.29,0.28,0.12
31,3.1589,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12
32,3.32921,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12,0,0,0,0.13,0,0,0.28,0.28,0.12
33,3.50561,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12
34,3.68833,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12
35,3.87758,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12
36,4.07361,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12,0,0,0,0.12,0,0,0.28,0.28,0.12
37,4.27665,0,0,0,0.12,0.01,0,0.28,0.28,0.12,0,0,0,0.12,0.01,0,0.28,0.28,0.12,0,0,0,0.12,0.01,0,0.28,0.28,0.12,0,0,0,0.12,0.01,0,0.28,0.28,0.12,0,0,0,0.12,0.01,0,0.28,0.28,0.12,0,0,0,0.12,0.01,0,0.28,0.28,0.12,0,0,0,0.12,0.01,0,0.28,0.28,0.12,0,0,0,0.12,0.01,0,0.28,0.28,0.12,0,0,0,0.12,0.01,0,0.28,0.28,0.12
38,4.48696,0,0,0,0.12,0.02,0,0.28,0.28,0.11,0,0,0,0.12,0.02,0,0.28,0.28,0.11,0,0,0,0.12,0.02,0,0.28,0.28,0.11,0,0,0,0.12,0.02,0,0.28,0.28,0.11,0,0,0,0.12,0.02,0,0.28,0.28,0.11,0,0,0,0.12,0.02,0,0.28,0.28,0.11,0,0,0,0.12,0.02,0,0.28,0.28,0.11,0,0,0,0.12,0.02,0,0.28,0.28,0.11,0,0,0,0.12,0.02,0,0.28,0.28,0.11
39,4.7048,0,0,0,0.12,0.02,0,0.27,0.27,0.11,0,0,0,0.12,0.02,0,0.27,0.27,0.11,0,0,0,0.12,0.02,0,0.27,0.27,0.11,0,0,0,0.12,0.02,0,0.27,0.27,0.11,0,0,0,0.12,0.02,0,0.27,0.27,0.11,0,0,0,0.12,0.02,0,0.27,0.27,0.11,0,0,0,0.12,0.02,0,0.27,0.27,0.11,0,0,0,0.12,0.02,0,0.27,0.27,0.11,0,0,0,0.12,0.02,0,0.27,0.27,0.11
40,4.93043,0,0,0,0.11,0.02,0,0.27,0.27,0.11,0,0,0,0.11,0.02,0,0.27,0.27,0.11,0,0,0,0.11,0.02,0,0.27,0.27,0.11,0,0,0,0.11,0.02,0,0.27,0.27,0.11,0,0,0,0.11,0.02,0,0.27,0.27,0.11,0,0,0,0.11,0.02,0,0.27,0.27,0.11,0,0,0,0.11,0.02,0,0.27,0.27,0.11,0,0,0,0.11,0.02,0,0.27,0.27,0.11,0,0,0,0.11,0.02,0,0.27,0.27,0.11
41,5.16414,0,0,0,0.11,0.03,0,0.27,0.27,0.05,0,0,0,0.11,0.03,0,0.27,0.27,0.05,0,0,0,0.11,0.03,0,0.27,0.27,0.05,0,0,0,0.11,0.03,0,0.27,0.27,0.05,0,0,0,0.11,0.03,0,0.27,0.27,0.05,0,0,0,0.11,0.03,0,0.27,0.27,0.05,0,0,0,0.11,0.03,0,0.27,0.27,0.05,0,0,0,0.11,0.03,0,0.27,0.27,0.05,0,0,0,0.11,0.03,0,0.27,0.27,0.05
42,5.40621,0,0,0,0.05,0.03,0,0.27,0.27,0.05,0,0,0,0.05,0.03,0,0.27,0.27,0.05,0,0,0,0.05,0.03,0,0.27,0.27,0.05,0,0,0,0.05,0.03,0,0.27,0.27,0.05,0,0,0,0.05,0.03,0,0.27,0.27,0.05,0,0,0,0.05,0.03,0,0.27,0.27,0.05,0,0,0,0.05,0.03,0,0.27,0.27,0.05,0,0,0,0.05,0.03,0,0.27,0.27,0.05,0,0,0,0.05,0.03,0,0.27,0.27,0.05
43,5.65694,0,0,0,0.05,0.03,0,0.26,0.26,0.05,0,0,0,0.05,0.03,0,0.26,0.26,0.05,0,0,0,0.05,0.03,0,0.26,0.26,0.05,0,0,0,0.05,0.03,0,0.26,0.26,0.05,0,0,0,0.05,0.03,0,0.26,0.26,0.05,0,0,0,0.05,0.03,0,0.26,0.26,0.05,0,0,0,0.05,0.03,0,0.26,0.26,0.05,0,0,0,0.05,0.03,0,0.26,0.26,0.05,0,0,0,0.05,0.03,0,0.26,0.26,0.05
44,5.91664,0,0,0,0.06,0.04,0,0.26,0.26,0.05,0,0,0,0.06,0.04,0,0.26,0.26,0.05,0,0,0,0.06,0.04,0,0.26,0.26,0.05,0,0,0,0.06,0.04,0,0.26,0.26,0.05,0,0,0,0.06,0.04,0,0.26,0.26,0.05,0,0,0,0.06,0.04,0,0.26,0.26,0.05,0,0,0,0.06,0.04,0,0.26,0.26,0.05,0,0,0,0.06,0.04,0,0.26,0.26,0.05,0,0,0,0.06,0.04,0,0.26,0.26,0.05
45,6.18564,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06
46,6.46427,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06,0,0,0,0.06,0.04,0,0.26,0.26,0.06
47,6.75287,0,0,0,0.06,0.04,0,0.26,0.25,0.06,0,0,0,0.06,0.04,0,0.26,0.25,0.06,0,0,0,0.06,0.04,0,0.26,0.25,0.06,0,0,0,0.06,0.04,0,0.26,0.25,0.06,0,0,0,0.06,0.04,0,0.26,0.25,0.06,0,0,0,0.06,0.04,0,0.26,0.25,0.06,0,0,0,0.06,0.04,0,0.26,0.25,0.06,0,0,0,0.06,0.04,0,0.26,0.25,0.06,0,0,0,0.06,0.04,0,0.26,0.25,0.06
48,7.05179,0,0,0,0.07,0.04,0,0.25,0.25,0.06,0,0,0,0.07,0.04,0,0.25,0.25,0.06,0,0,0,0.07,0.04,0,0.25,0.25,0.06,0,0,0,0.07,0.04,0,0.25,0.25,0.06,0,0,0,0.07,0.04,0,0.25,0.25,0.06,0,0,0,0.07,0.04,0,0.25,0.25,0.06,0,0,0,0.07,0.04,0,0.25,0.25,0.06,0,0,0,0.07,0.04,0,0.25,0.25,0.06,0,0,0,0.07,0.04,0,0.25,0.25,0.06
49,7.36142,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07
50,7.68212,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07,0,0,0,0.07,0.04,0,0.25,0.25,0.07
51,8.0143,0,0,0,0.07,0.04,0.01,0.25,0.13,0.07,0,0,0,0.07,0.04,0.01,0.25,0.13,0.07,0,0,0,0.07,0.04,0.01,0.25,0.13,0.07,0,0,0,0.07,0.04,0.01,0.25,0.13,0.07,0,0,0,0.07,0.04,0.01,0.25,0.13,0.07,0,0,0,0.07,0.04,0.01,0.25,0.13,0.07,0,0,0,0.07,0.04,0.01,0.25,0.13,0.07,0,0,0,0.07,0.04,0.01,0.25,0.13,0.07,0,0,0,0.07,0.04,0.01,0.25,0.13,0.07
52,8.35837,0.01,0,0,0.07,0.04,0.02,0.13,0.12,0.07,0.01,0,0,0.07,0.04,0.02,0.13,0.12,0.07,0.01,0,0,0.07,0.04,0.02,0.13,0.12,0.07,0.01,0,0,0.07,0.04,0.02,0.13,0.12,0.07,0.01,0,0,0.07,0.04,0.02,0.13,0.12,0.07,0.01,0,0,0.07,0.04,0.02,0.13,0.12,0.07,0.01,0,0,0.07,0.04,0.02,0.13,0.12,0.07,0.01,0,0,0.07,0.04,0.02,0.13,0.12,0.07,0.01,0,0,0.07,0.04,0.02,0.13,0.12,0.07
