gridnumber,capital,Portfolio[0 0 00],Portfolio[0 0 01],Portfolio[0 0 02],Portfolio[0 0 10],Portfolio[0 0 11],Portfolio[0 0 12],Portfolio[0 0 20],Portfolio[0 0 21],Portfolio[0 0 22],Portfolio[0 1 00],Portfolio[0 1 01],Portfolio[0 1 02],Portfolio[0 1 10],Portfolio[0 1 11],Portfolio[0 1 12],Portfolio[0 1 20],Portfolio[0 1 21],Portfolio[0 1 22],Portfolio[0 2 00],Portfolio[0 2 01],Portfolio[0 2 02],Portfolio[0 2 10],Portfolio[0 2 11],Portfolio[0 2 12],Portfolio[0 2 20],Portfolio[0 2 21],Portfolio[0 2 22],Portfolio[1 0 00],Portfolio[1 0 01],Portfolio[1 0 02],Portfolio[1 0 10],Portfolio[1 0 11],Portfolio[1 0 12],Portfolio[1 0 20],Portfolio[1 0 21],Portfolio[1 0 22],Portfolio[1 1 00],Portfolio[1 1 01],Portfolio[1 1 02],Portfolio[1 1 10],Portfolio[1 1 11],Portfolio[1 1 12],Portfolio[1 1 20],Portfolio[1 1 21],Portfolio[1 1 22],Portfolio[1 2 00],Portfolio[1 2 01],Portfolio[1 2 02],Portfolio[1 2 10],Portfolio[1 2 11],Portfolio[1 2 12],Portfolio[1 2 20],Portfolio[1 2 21],Portfolio[1 2 22],Portfolio[2 0 00],Portfolio[2 0 01],Portfolio[2 0 02],Portfolio[2 0 10],Portfolio[2 0 11],Portfolio[2 0 12],Portfolio[2 0 20],Portfolio[2 0 21],Portfolio[2 0 22],Portfolio[2 1 00],Portfolio[2 1 01],Portfolio[2 1 02],Portfolio[2 1 10],Portfolio[2 1 11],Portfolio[2 1 12],Portfolio[2 1 20],Portfolio[2 1 21],Portfolio[2 1 22],Portfolio[2 2 00],Portfolio[2 2 01],Portfolio[2 2 02],Portfolio[2 2 10],Portfolio[2 2 11],Portfolio[2 2 12],Portfolio[2 2 20],Portfolio[2 2 21],Portfolio[2 2 22]
14,1.27778,0,0,0,1,0.04,0,1,1,1,0,0,0,1,0.04,0,1,1,1,0,0,0,1,0.04,0,1,1,1,0,0,0,1,0.04,0,1,1,1,0,0,0,1,0.04,0,1,1,1,0,0,0,1,0.04,0,1,1,1,0,0,0,1,0.04,0,1,1,1,0,0,0,1,0.04,0,1,1,1,0,0,0,1,0.04,0,1,1,1
15,1.40101,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1
16,1.52952,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1
17,1.66353,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1,0,0,0,1,0.16,0,1,1,1
18,1.80327,0,0,0,1,0.17,0,1,1,1,0,0,0,1,0.17,0,1,1,1,0,0,0,1,0.17,0,1,1,1,0,0,0,1,0.17,0,1,1,1,0,0,0,1,0.17,0,1,1,1,0,0,0,1,0.17,0,1,1,1,0,0,0,1,0.17,0,1,1,1,0,0,0,1,0.17,0,1,1,1,0,0,0,1,0.17,0,1,1,1
19,1.94901,0,0,0,1,0.18,0,1,1,1,0,0,0,1,0.18,0,1,1,1,0,0,0,1,0.18,0,1,1,1,0,0,0,1,0.18,0,1,1,1,0,0,0,1,0.18,0,1,1,1,0,0,0,1,0.18,0,1,1,1,0,0,0,1,0.18,0,1,1,1,0,0,0,1,0.18,0,1,1,1,0,0,0,1,0.18,0,1,1,1
20,2.10098,0,0,0,1,0.19,0,1,1,1,0,0,0,1,0.19,0,1,1,1,0,0,0,1,0.19,0,1,1,1,0,0,0,1,0.19,0,1,1,1,0,0,0,1,0.19,0,1,1,1,0,0,0,1,0.19,0,1,1,1,0,0,0,1,0.19,0,1,1,1,0,0,0,1,0.19,0,1,1,1,0,0,0,1,0.19,0,1,1,1
21,2.25946,0,0,0,1,0.22,0,1,1,1,0,0,0,1,0.22,0,1,1,1,0,0,0,1,0.22,0,1,1,1,0,0,0,1,0.22,0,1,1,1,0,0,0,1,0.22,0,1,1,1,0,0,0,1,0.22,0,1,1,1,0,0,0,1,0.22,0,1,1,1,0,0,0,1,0.22,0,1,1,1,0,0,0,1,0.22,0,1,1,1
22,2.42473,0,0,0,1,0.24,0,1,1,1,0,0,0,1,0.24,0,1,1,1,0,0,0,1,0.24,0,1,1,1,0,0,0,1,0.24,0,1,1,1,0,0,0,1,0.24,0,1,1,1,0,0,0,1,0.24,0,1,1,1,0,0,0,1,0.24,0,1,1,1,0,0,0,1,0.24,0,1,1,1,0,0,0,1,0.24,0,1,1,1
23,2.59707,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1
24,2.77679,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1,0,0,0,1,0.25,0,1,1,1
25,2.96421,0,0,0,1,0.26,0,1,1,1,0,0,0,1,0.26,0,1,1,1,0,0,0,1,0.26,0,1,1,1,0,0,0,1,0.26,0,1,1,1,0,0,0,1,0.26,0,1,1,1,0,0,0,1,0.26,0,1,1,1,0,0,0,1,0.26,0,1,1,1,0,0,0,1,0.26,0,1,1,1,0,0,0,1,0.26,0,1,1,1
26,3.15966,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1
27,3.36347,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1,0,0,0,1,0.27,0,1,1,1
28,3.57601,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1
29,3.79766,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1,0,0,0,1,0.28,0,1,1,1
30,4.02879,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1
31,4.26982,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1
32,4.52117,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1
33,4.78329,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1
34,5.05663,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1,0,0,0,1,0.29,0,1,1,1
35,5.34167,0,0,0,0.99,0.29,0,1,1,0.98,0,0,0,0.99,0.29,0,1,1,0.98,0,0,0,0.99,0.29,0,1,1,0.98,0,0,0,0.99,0.29,0,1,1,0.98,0,0,0,0.99,0.29,0,1,1,0.98,0,0,0,0.99,0.29,0,1,1,0.98,0,0,0,0.99,0.29,0,1,1,0.98,0,0,0,0.99,0.29,0,1,1,0.98,0,0,0,0.99,0.29,0,1,1,0.98
36,5.63892,0,0,0,0.95,0.29,0,1,1,0.94,0,0,0,0.95,0.29,0,1,1,0.94,0,0,0,0.95,0.29,0,1,1,0.94,0,0,0,0.95,0.29,0,1,1,0.94,0,0,0,0.95,0.29,0,1,1,0.94,0,0,0,0.95,0.29,0,1,1,0.94,0,0,0,0.95,0.29,0,1,1,0.94,0,0,0,0.95,0.29,0,1,1,0.94,0,0,0,0.95,0.29,0,1,1,0.94
37,5.9489,0,0,0,0.92,0.28,0,1,1,0.91,0,0,0,0.92,0.28,0,1,1,0.91,0,0,0,0.92,0.28,0,1,1,0.91,0,0,0,0.92,0.28,0,1,1,0.91,0,0,0,0.92,0.28,0,1,1,0.91,0,0,0,0.92,0.28,0,1,1,0.91,0,0,0,0.92,0.28,0,1,1,0.91,0,0,0,0.92,0.28,0,1,1,0.91,0,0,0,0.92,0.28,0,1,1,0.91
38,6.27216,0,0,0,0.9,0.28,0,1,1,0.89,0,0,0,0.9,0.28,0,1,1,0.89,0,0,0,0.9,0.28,0,1,1,0.89,0,0,0,0.9,0.28,0,1,1,0.89,0,0,0,0.9,0.28,0,1,1,0.89,0,0,0,0.9,0.28,0,1,1,0.89,0,0,0,0.9,0.28,0,1,1,0.89,0,0,0,0.9,0.28,0,1,1,0.89,0,0,0,0.9,0.28,0,1,1,0.89
39,6.60925,0,0,0,0.87,0.28,0,1,1,0.87,0,0,0,0.87,0.28,0,1,1,0.87,0,0,0,0.87,0.28,0,1,1,0.87,0,0,0,0.87,0.28,0,1,1,0.87,0,0,0,0.87,0.28,0,1,1,0.87,0,0,0,0.87,0.28,0,1,1,0.87,0,0,0,0.87,0.28,0,1,1,0.87,0,0,0,0.87,0.28,0,1,1,0.87,0,0,0,0.87,0.28,0,1,1,0.87
40,6.96078,0,0,0,0.84,0.28,0,1,1,0.85,0,0,0,0.84,0.28,0,1,1,0.85,0,0,0,0.84,0.28,0,1,1,0.85,0,0,0,0.84,0.28,0,1,1,0.85,0,0,0,0.84,0.28,0,1,1,0.85,0,0,0,0.84,0.28,0,1,1,0.85,0,0,0,0.84,0.28,0,1,1,0.85,0,0,0,0.84,0.28,0,1,1,0.85,0,0,0,0.84,0.28,0,1,1,0.85
41,7.32736,0,0,0,0.82,0.28,0,1,1,0.82,0,0,0,0.82,0.28,0,1,1,0.82,0,0,0,0.82,0.28,0,1,1,0.82,0,0,0,0.82,0.28,0,1,1,0.82,0,0,0,0.82,0.28,0,1,1,0.82,0,0,0,0.82,0.28,0,1,1,0.82,0,0,0,0.82,0.28,0,1,1,0.82,0,0,0,0.82,0.28,0,1,1,0.82,0,0,0,0.82,0.28,0,1,1,0.82
42,7.70964,0,0,0,0.8,0.29,0,1,1,0.81,0,0,0,0.8,0.29,0,1,1,0.81,0,0,0,0.8,0.29,0,1,1,0.81,0,0,0,0.8,0.29,0,1,1,0.81,0,0,0,0.8,0.29,0,1,1,0.81,0,0,0,0.8,0.29,0,1,1,0.81,0,0,0,0.8,0.29,0,1,1,0.81,0,0,0,0.8,0.29,0,1,1,0.81,0,0,0,0.8,0.29,0,1,1,0.81
43,8.10829,0,0,0,0.79,0.29,0,1,1,0.8,0,0,0,0.79,0.29,0,1,1,0.8,0,0,0,0.79,0.29,0,1,1,0.8,0,0,0,0.79,0.29,0,1,1,0.8,0,0,0,0.79,0.29,0,1,1,0.8,0,0,0,0.79,0.29,0,1,1,0.8,0,0,0,0.79,0.29,0,1,1,0.8,0,0,0,0.79,0.29,0,1,1,0.8,0,0,0,0.79,0.29,0,1,1,0.8
44,8.52401,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79
45,8.95754,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79,0,0,0,0.79,0.29,0,1,1,0.79
46,9.40962,0,0,0,0.79,0.29,0,1,1,0.78,0,0,0,0.79,0.29,0,1,1,0.78,0,0,0,0.79,0.29,0,1,1,0.78,0,0,0,0.79,0.29,0,1,1,0.78,0,0,0,0.79,0.29,0,1,1,0.78,0,0,0,0.79,0.29,0,1,1,0.78,0,0,0,0.79,0.29,0,1,1,0.78,0,0,0,0.79,0.29,0,1,1,0.78,0,0,0,0.79,0.29,0,1,1,0.78
47,9.88107,0,0,0,0.77,0.29,0,1,0.97,0.77,0,0,0,0.77,0.29,0,1,0.97,0.77,0,0,0,0.77,0.29,0,1,0.97,0.77,0,0,0,0.77,0.29,0,1,0.97,0.77,0,0,0,0.77,0.29,0,1,0.97,0.77,0,0,0,0.77,0.29,0,1,0.97,0.77,0,0,0,0.77,0.29,0,1,0.97,0.77,0,0,0,0.77,0.29,0,1,0.97,0.77,0,0,0,0.77,0.29,0,1,0.97,0.77
48,10.3727,0,0,0,0.75,0.29,0,1,0.91,0.76,0,0,0,0.75,0.29,0,1,0.91,0.76,0,0,0,0.75,0.29,0,1,0.91,0.76,0,0,0,0.75,0.29,0,1,0.91,0.76,0,0,0,0.75,0.29,0,1,0.91,0.76,0,0,0,0.75,0.29,0,1,0.91,0.76,0,0,0,0.75,0.29,0,1,0.91,0.76,0,0,0,0.75,0.29,0,1,0.91,0.76,0,0,0,0.75,0.29,0,1,0.91,0.76
49,10.8854,0,0,0,0.73,0.29,0,1,0.87,0.75,0,0,0,0.73,0.29,0,1,0.87,0.75,0,0,0,0.73,0.29,0,1,0.87,0.75,0,0,0,0.73,0.29,0,1,0.87,0.75,0,0,0,0.73,0.29,0,1,0.87,0.75,0,0,0,0.73,0.29,0,1,0.87,0.75,0,0,0,0.73,0.29,0,1,0.87,0.75,0,0,0,0.73,0.29,0,1,0.87,0.75,0,0,0,0.73,0.29,0,1,0.87,0.75
50,11.42,0,0,0,0.68,0.29,0,1,0.86,0.74,0,0,0,0.68,0.29,0,1,0.86,0.74,0,0,0,0.68,0.29,0,1,0.86,0.74,0,0,0,0.68,0.29,0,1,0.86,0.74,0,0,0,0.68,0.29,0,1,0.86,0.74,0,0,0,0.68,0.29,0,1,0.86,0.74,0,0,0,0.68,0.29,0,1,0.86,0.74,0,0,0,0.68,0.29,0,1,0.86,0.74,0,0,0,0.68,0.29,0,1,0.86,0.74
51,11.9776,0,0,0,0.65,0.29,0,1,0.83,0.72,0,0,0,0.65,0.29,0,1,0.83,0.72,0,0,0,0.65,0.29,0,1,0.83,0.72,0,0,0,0.65,0.29,0,1,0.83,0.72,0,0,0,0.65,0.29,0,1,0.83,0.72,0,0,0,0.65,0.29,0,1,0.83,0.72,0,0,0,0.65,0.29,0,1,0.83,0.72,0,0,0,0.65,0.29,0,1,0.83,0.72,0,0,0,0.65,0.29,0,1,0.83,0.72
52,12.559,0,0,0,0.64,0.28,0,0.98,0.81,0.68,0,0,0,0.64,0.28,0,0.98,0.81,0.68,0,0,0,0.64,0.28,0,0.98,0.81,0.68,0,0,0,0.64,0.28,0,0.98,0.81,0.68,0,0,0,0.64,0.28,0,0.98,0.81,0.68,0,0,0,0.64,0.28,0,0.98,0.81,0.68,0,0,0,0.64,0.28,0,0.98,0.81,0.68,0,0,0,0.64,0.28,0,0.98,0.81,0.68,0,0,0,0.64,0.28,0,0.98,0.81,0.68
53,13.1653,0,0,0,0.61,0.28,0,0.94,0.81,0.65,0,0,0,0.61,0.28,0,0.94,0.81,0.65,0,0,0,0.61,0.28,0,0.94,0.81,0.65,0,0,0,0.61,0.28,0,0.94,0.81,0.65,0,0,0,0.61,0.28,0,0.94,0.81,0.65,0,0,0,0.61,0.28,0,0.94,0.81,0.65,0,0,0,0.61,0.28,0,0.94,0.81,0.65,0,0,0,0.61,0.28,0,0.94,0.81,0.65,0,0,0,0.61,0.28,0,0.94,0.81,0.65
54,13.7975,0,0,0,0.6,0.28,0,0.87,0.8,0.65,0,0,0,0.6,0.28,0,0.87,0.8,0.65,0,0,0,0.6,0.28,0,0.87,0.8,0.65,0,0,0,0.6,0.28,0,0.87,0.8,0.65,0,0,0,0.6,0.28,0,0.87,0.8,0.65,0,0,0,0.6,0.28,0,0.87,0.8,0.65,0,0,0,0.6,0.28,0,0.87,0.8,0.65,0,0,0,0.6,0.28,0,0.87,0.8,0.65,0,0,0,0.6,0.28,0,0.87,0.8,0.65
55,14.4569,0,0,0,0.59,0.28,0,0.86,0.79,0.64,0,0,0,0.59,0.28,0,0.86,0.79,0.64,0,0,0,0.59,0.28,0,0.86,0.79,0.64,0,0,0,0.59,0.28,0,0.86,0.79,0.64,0,0,0,0.59,0.28,0,0.86,0.79,0.64,0,0,0,0.59,0.28,0,0.86,0.79,0.64,0,0,0,0.59,0.28,0,0.86,0.79,0.64,0,0,0,0.59,0.28,0,0.86,0.79,0.64,0,0,0,0.59,0.28,0,0.86,0.79,0.64
56,15.1444,0,0,0,0.59,0.27,0,0.84,0.79,0.61,0,0,0,0.59,0.27,0,0.84,0.79,0.61,0,0,0,0.59,0.27,0,0.84,0.79,0.61,0,0,0,0.59,0.27,0,0.84,0.79,0.61,0,0,0,0.59,0.27,0,0.84,0.79,0.61,0,0,0,0.59,0.27,0,0.84,0.79,0.61,0,0,0,0.59,0.27,0,0.84,0.79,0.61,0,0,0,0.59,0.27,0,0.84,0.79,0.61,0,0,0,0.59,0.27,0,0.84,0.79,0.61
57,15.8615,0,0,0,0.59,0.27,0,0.82,0.76,0.6,0,0,0,0.59,0.27,0,0.82,0.76,0.6,0,0,0,0.59,0.27,0,0.82,0.76,0.6,0,0,0,0.59,0.27,0,0.82,0.76,0.6,0,0,0,0.59,0.27,0,0.82,0.76,0.6,0,0,0,0.59,0.27,0,0.82,0.76,0.6,0,0,0,0.59,0.27,0,0.82,0.76,0.6,0,0,0,0.59,0.27,0,0.82,0.76,0.6,0,0,0,0.59,0.27,0,0.82,0.76,0.6
