gridnumber,capital,Portfolio[0 0],Portfolio[1 0],Portfolio[2 0],Portfolio[3 0],Portfolio[4 0],Portfolio[5 0],Portfolio[6 0],Portfolio[0 1],Portfolio[1 1],Portfolio[2 1],Portfolio[3 1],Portfolio[4 1],Portfolio[5 1],Portfolio[6 1],Portfolio[0 2],Portfolio[1 2],Portfolio[2 2],Portfolio[3 2],Portfolio[4 2],Portfolio[5 2],Portfolio[6 2],Portfolio[0 3],Portfolio[1 3],Portfolio[2 3],Portfolio[3 3],Portfolio[4 3],Portfolio[5 3],Portfolio[6 3],Portfolio[0 4],Portfolio[1 4],Portfolio[2 4],Portfolio[3 4],Portfolio[4 4],Portfolio[5 4],Portfolio[6 4],Portfolio[0 5],Portfolio[1 5],Portfolio[2 5],Portfolio[3 5],Portfolio[4 5],Portfolio[5 5],Portfolio[6 5],Portfolio[0 6],Portfolio[1 6],Portfolio[2 6],Portfolio[3 6],Portfolio[4 6],Portfolio[5 6],Portfolio[6 6]
10,0.205331,0.49,0.47,0.46,0.45,0.45,0.45,0.44,0.49,0.47,0.46,0.45,0.45,0.45,0.44,0.49,0.47,0.46,0.45,0.45,0.45,0.44,0.49,0.47,0.46,0.45,0.45,0.45,0.44,0.49,0.47,0.46,0.45,0.45,0.45,0.44,0.49,0.47,0.46,0.45,0.45,0.45,0.44,0.49,0.47,0.46,0.45,0.45,0.45,0.44
11,0.226131,0.08,0.08,0.08,0.08,0.1,0.11,0.15,0.08,0.08,0.08,0.08,0.1,0.11,0.15,0.08,0.08,0.08,0.08,0.1,0.11,0.15,0.08,0.08,0.08,0.08,0.1,0.11,0.15,0.08,0.08,0.08,0.08,0.1,0.11,0.15,0.08,0.08,0.08,0.08,0.1,0.11,0.15,0.08,0.08,0.08,0.08,0.1,0.11,0.15
12,0.247171,0.32,0.37,0.41,0.44,0.44,0.44,0.43,0.32,0.37,0.41,0.44,0.44,0.44,0.43,0.32,0.37,0.41,0.44,0.44,0.44,0.43,0.32,0.37,0.41,0.44,0.44,0.44,0.43,0.32,0.37,0.41,0.44,0.44,0.44,0.43,0.32,0.37,0.41,0.44,0.44,0.44,0.43,0.32,0.37,0.41,0.44,0.44,0.44,0.43
13,0.268455,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
14,0.289985,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45
15,0.311765,0.45,0.46,0.46,0.46,0.45,0.45,0.44,0.45,0.46,0.46,0.46,0.45,0.45,0.44,0.45,0.46,0.46,0.46,0.45,0.45,0.44,0.45,0.46,0.46,0.46,0.45,0.45,0.44,0.45,0.46,0.46,0.46,0.45,0.45,0.44,0.45,0.46,0.46,0.46,0.45,0.45,0.44,0.45,0.46,0.46,0.46,0.45,0.45,0.44
16,0.333798,0.24,0.3,0.37,0.39,0.41,0.41,0.41,0.24,0.3,0.37,0.39,0.41,0.41,0.41,0.24,0.3,0.37,0.39,0.41,0.41,0.41,0.24,0.3,0.37,0.39,0.41,0.41,0.41,0.24,0.3,0.37,0.39,0.41,0.41,0.41,0.24,0.3,0.37,0.39,0.41,0.41,0.41,0.24,0.3,0.37,0.39,0.41,0.41,0.41
17,0.356085,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45
18,0.378631,0.28,0.25,0.25,0.25,0.25,0.26,0.29,0.28,0.25,0.25,0.25,0.25,0.26,0.29,0.28,0.25,0.25,0.25,0.25,0.26,0.29,0.28,0.25,0.25,0.25,0.25,0.26,0.29,0.28,0.25,0.25,0.25,0.25,0.26,0.29,0.28,0.25,0.25,0.25,0.25,0.26,0.29,0.28,0.25,0.25,0.25,0.25,0.26,0.29
19,0.401438,0.37,0.39,0.39,0.37,0.37,0.36,0.34,0.37,0.39,0.39,0.37,0.37,0.36,0.34,0.37,0.39,0.39,0.37,0.37,0.36,0.34,0.37,0.4,0.39,0.37,0.37,0.36,0.34,0.37,0.4,0.39,0.37,0.37,0.36,0.34,0.37,0.4,0.39,0.37,0.37,0.36,0.34,0.37,0.4,0.39,0.37,0.37,0.36,0.34
20,0.424509,0.37,0.39,0.41,0.43,0.44,0.45,0.45,0.37,0.39,0.41,0.43,0.44,0.45,0.45,0.37,0.39,0.41,0.43,0.44,0.45,0.45,0.37,0.39,0.41,0.43,0.44,0.45,0.45,0.37,0.39,0.41,0.43,0.44,0.45,0.45,0.37,0.39,0.41,0.43,0.44,0.45,0.45,0.37,0.39,0.41,0.43,0.44,0.45,0.45
21,0.447848,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
22,0.471456,0.36,0.34,0.34,0.36,0.37,0.38,0.4,0.36,0.34,0.34,0.36,0.37,0.38,0.4,0.36,0.34,0.34,0.36,0.37,0.38,0.4,0.36,0.34,0.34,0.36,0.37,0.38,0.4,0.36,0.34,0.34,0.36,0.37,0.38,0.4,0.36,0.34,0.34,0.36,0.37,0.38,0.4,0.36,0.34,0.34,0.36,0.37,0.38,0.4
23,0.495339,0.43,0.43,0.44,0.44,0.43,0.43,0.42,0.43,0.43,0.44,0.44,0.43,0.43,0.42,0.43,0.43,0.44,0.44,0.43,0.43,0.42,0.43,0.43,0.44,0.44,0.43,0.43,0.42,0.43,0.43,0.44,0.44,0.43,0.43,0.42,0.43,0.43,0.44,0.44,0.43,0.43,0.42,0.43,0.43,0.44,0.44,0.43,0.43,0.42
24,0.519498,0.41,0.43,0.44,0.45,0.45,0.46,0.46,0.41,0.43,0.44,0.45,0.45,0.46,0.46,0.41,0.43,0.44,0.45,0.45,0.46,0.46,0.41,0.43,0.44,0.45,0.45,0.46,0.46,0.41,0.43,0.44,0.45,0.45,0.46,0.46,0.41,0.43,0.44,0.45,0.45,0.46,0.46,0.41,0.43,0.44,0.45,0.45,0.46,0.46
25,0.543937,0.46,0.45,0.45,0.44,0.43,0.42,0.41,0.46,0.45,0.45,0.44,0.43,0.42,0.41,0.46,0.45,0.45,0.44,0.43,0.42,0.41,0.46,0.45,0.45,0.44,0.43,0.42,0.41,0.46,0.45,0.45,0.44,0.43,0.42,0.41,0.46,0.45,0.45,0.44,0.43,0.42,0.41,0.46,0.45,0.45,0.44,0.43,0.42,0.41
26,0.568659,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
27,0.593667,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.4,0.41,0.42,0.43,0.44,0.45,0.46
28,0.618966,0.42,0.44,0.45,0.45,0.45,0.45,0.45,0.42,0.44,0.45,0.45,0.45,0.45,0.45,0.42,0.44,0.45,0.45,0.45,0.45,0.45,0.42,0.44,0.45,0.45,0.45,0.45,0.45,0.42,0.44,0.45,0.45,0.45,0.45,0.45,0.42,0.44,0.45,0.45,0.45,0.45,0.45,0.42,0.44,0.45,0.45,0.45,0.45,0.45
29,0.644557,0.34,0.39,0.41,0.43,0.43,0.43,0.42,0.34,0.39,0.41,0.43,0.43,0.43,0.42,0.34,0.39,0.41,0.43,0.43,0.43,0.42,0.34,0.39,0.41,0.43,0.43,0.43,0.42,0.34,0.39,0.41,0.43,0.43,0.43,0.42,0.34,0.39,0.41,0.43,0.43,0.43,0.42,0.34,0.39,0.41,0.43,0.43,0.43,0.42
30,0.670445,0.4,0.39,0.38,0.37,0.38,0.39,0.4,0.4,0.39,0.38,0.37,0.38,0.39,0.4,0.4,0.39,0.38,0.37,0.38,0.39,0.4,0.4,0.39,0.38,0.37,0.38,0.39,0.4,0.4,0.39,0.38,0.37,0.38,0.39,0.4,0.4,0.39,0.38,0.37,0.38,0.39,0.4,0.4,0.39,0.38,0.37,0.38,0.39,0.4
31,0.696632,0.32,0.32,0.34,0.36,0.37,0.39,0.41,0.32,0.32,0.34,0.36,0.37,0.39,0.41,0.32,0.32,0.34,0.36,0.37,0.39,0.41,0.32,0.32,0.34,0.36,0.37,0.39,0.41,0.32,0.32,0.34,0.36,0.37,0.39,0.41,0.32,0.32,0.34,0.36,0.37,0.39,0.41,0.32,0.32,0.34,0.36,0.37,0.39,0.41
32,0.723123,0.43,0.43,0.44,0.44,0.44,0.45,0.45,0.43,0.43,0.44,0.44,0.44,0.45,0.45,0.43,0.43,0.44,0.44,0.44,0.45,0.45,0.43,0.43,0.44,0.44,0.44,0.45,0.45,0.43,0.43,0.44,0.44,0.44,0.45,0.45,0.43,0.43,0.44,0.44,0.44,0.45,0.45,0.43,0.43,0.44,0.44,0.44,0.45,0.45
33,0.749921,0.43,0.44,0.45,0.46,0.46,0.46,0.45,0.43,0.44,0.45,0.46,0.46,0.46,0.45,0.43,0.44,0.45,0.46,0.46,0.46,0.45,0.43,0.44,0.45,0.46,0.46,0.46,0.45,0.43,0.44,0.45,0.46,0.46,0.46,0.45,0.43,0.44,0.45,0.46,0.46,0.46,0.45,0.43,0.44,0.45,0.46,0.46,0.46,0.45
34,0.77703,0.35,0.38,0.4,0.42,0.43,0.44,0.44,0.35,0.38,0.4,0.42,0.43,0.44,0.44,0.35,0.38,0.4,0.42,0.43,0.44,0.44,0.35,0.38,0.4,0.42,0.43,0.44,0.44,0.35,0.38,0.4,0.42,0.43,0.44,0.44,0.35,0.38,0.4,0.42,0.43,0.44,0.44,0.35,0.38,0.4,0.42,0.43,0.44,0.44
35,0.804452,0.39,0.37,0.36,0.34,0.34,0.34,0.34,0.39,0.37,0.36,0.34,0.34,0.34,0.34,0.39,0.37,0.36,0.34,0.34,0.34,0.34,0.39,0.37,0.36,0.34,0.34,0.34,0.35,0.39,0.37,0.36,0.34,0.34,0.34,0.35,0.39,0.37,0.36,0.34,0.34,0.34,0.35,0.39,0.37,0.36,0.34,0.34,0.34,0.35
36,0.832192,0.39,0.41,0.41,0.44,0.45,0.45,0.46,0.39,0.41,0.41,0.44,0.45,0.45,0.46,0.39,0.41,0.41,0.44,0.45,0.45,0.46,0.39,0.41,0.41,0.44,0.45,0.45,0.46,0.39,0.41,0.41,0.44,0.45,0.45,0.46,0.39,0.41,0.41,0.44,0.45,0.45,0.46,0.39,0.41,0.41,0.44,0.45,0.45,0.46
37,0.860254,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
38,0.888641,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46
39,0.917356,0.39,0.41,0.42,0.44,0.44,0.44,0.45,0.39,0.41,0.42,0.44,0.44,0.44,0.45,0.39,0.41,0.42,0.44,0.44,0.44,0.45,0.39,0.41,0.42,0.44,0.44,0.44,0.45,0.39,0.41,0.42,0.44,0.44,0.45,0.45,0.39,0.41,0.42,0.44,0.44,0.45,0.45,0.39,0.41,0.42,0.44,0.44,0.45,0.45
40,0.946404,0.35,0.36,0.36,0.36,0.37,0.38,0.39,0.35,0.36,0.36,0.36,0.37,0.38,0.39,0.35,0.36,0.36,0.36,0.37,0.38,0.39,0.35,0.36,0.36,0.36,0.37,0.38,0.39,0.35,0.36,0.36,0.36,0.37,0.38,0.39,0.35,0.36,0.36,0.36,0.37,0.38,0.39,0.35,0.36,0.36,0.36,0.37,0.38,0.39
41,0.975789,0.4,0.41,0.42,0.44,0.44,0.44,0.44,0.4,0.41,0.42,0.44,0.44,0.44,0.44,0.4,0.41,0.42,0.44,0.44,0.44,0.44,0.4,0.41,0.42,0.44,0.44,0.44,0.44,0.4,0.41,0.42,0.44,0.44,0.44,0.44,0.4,0.41,0.42,0.44,0.44,0.44,0.44,0.4,0.41,0.42,0.44,0.44,0.44,0.44
42,1.00551,0.41,0.42,0.44,0.44,0.45,0.45,0.45,0.41,0.42,0.44,0.44,0.45,0.45,0.45,0.41,0.42,0.44,0.44,0.45,0.45,0.45,0.41,0.42,0.44,0.44,0.45,0.45,0.45,0.41,0.42,0.44,0.44,0.45,0.45,0.45,0.41,0.42,0.44,0.44,0.45,0.45,0.45,0.41,0.42,0.44,0.44,0.45,0.45,0.45
43,1.03558,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
44,1.066,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
45,1.09677,0.41,0.41,0.4,0.4,0.39,0.4,0.41,0.41,0.41,0.4,0.4,0.39,0.4,0.41,0.41,0.41,0.4,0.4,0.39,0.4,0.41,0.41,0.41,0.4,0.4,0.39,0.4,0.41,0.41,0.41,0.4,0.4,0.39,0.4,0.41,0.41,0.41,0.4,0.4,0.39,0.4,0.41,0.41,0.41,0.4,0.4,0.39,0.4,0.41
46,1.1279,0.41,0.43,0.44,0.44,0.45,0.45,0.44,0.41,0.43,0.44,0.44,0.45,0.45,0.44,0.41,0.43,0.44,0.44,0.45,0.45,0.44,0.41,0.43,0.44,0.44,0.45,0.45,0.44,0.41,0.43,0.44,0.44,0.45,0.45,0.44,0.41,0.43,0.44,0.44,0.45,0.45,0.44,0.41,0.43,0.44,0.44,0.45,0.45,0.44
47,1.15939,0.41,0.42,0.44,0.45,0.45,0.46,0.46,0.41,0.42,0.44,0.45,0.45,0.46,0.46,0.41,0.42,0.44,0.45,0.45,0.46,0.46,0.41,0.42,0.44,0.45,0.45,0.46,0.46,0.41,0.42,0.44,0.45,0.45,0.46,0.46,0.41,0.42,0.44,0.45,0.45,0.46,0.46,0.41,0.42,0.44,0.45,0.45,0.46,0.46
48,1.19124,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.44,0.44,0.45,0.45,0.46,0.46,0.47,0.44,0.44,0.45,0.45,0.46,0.46,0.47
49,1.22346,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
50,1.25605,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.46,0.46,0.45,0.45,0.44,0.44,0.44
51,1.28903,0.45,0.44,0.43,0.41,0.41,0.4,0.4,0.45,0.44,0.43,0.41,0.41,0.4,0.4,0.45,0.44,0.43,0.41,0.41,0.4,0.4,0.45,0.44,0.43,0.41,0.41,0.4,0.4,0.45,0.44,0.43,0.41,0.41,0.4,0.4,0.45,0.44,0.43,0.41,0.41,0.4,0.4,0.45,0.44,0.43,0.41,0.41,0.4,0.4
52,1.32238,0.45,0.44,0.44,0.44,0.44,0.44,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.45
53,1.35612,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.45,0.45,0.46,0.46,0.47,0.47,0.48,0.45,0.45,0.46,0.46,0.47,0.47,0.48
54,1.39025,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49
55,1.42478,0.45,0.45,0.46,0.46,0.47,0.47,0.47,0.45,0.45,0.46,0.46,0.47,0.47,0.47,0.45,0.45,0.46,0.46,0.47,0.47,0.47,0.45,0.45,0.46,0.46,0.47,0.47,0.47,0.45,0.45,0.46,0.46,0.47,0.47,0.47,0.45,0.45,0.46,0.46,0.47,0.47,0.47,0.45,0.45,0.46,0.46,0.47,0.47,0.47
56,1.45971,0.45,0.45,0.45,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.46,0.46,0.46,0.46
57,1.49504,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.46,0.46,0.45,0.45,0.45,0.45,0.44
58,1.53078,0.45,0.45,0.44,0.44,0.43,0.42,0.42,0.45,0.45,0.44,0.44,0.43,0.42,0.42,0.45,0.45,0.44,0.44,0.43,0.42,0.42,0.45,0.45,0.44,0.44,0.43,0.42,0.42,0.45,0.45,0.44,0.44,0.43,0.42,0.42,0.45,0.45,0.44,0.44,0.43,0.42,0.42,0.45,0.45,0.44,0.44,0.43,0.42,0.42
59,1.56693,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.45
60,1.60351,0.46,0.45,0.45,0.46,0.46,0.47,0.48,0.46,0.45,0.45,0.46,0.46,0.47,0.48,0.46,0.45,0.45,0.46,0.46,0.47,0.48,0.46,0.45,0.45,0.46,0.46,0.47,0.48,0.46,0.45,0.45,0.46,0.46,0.47,0.48,0.46,0.45,0.45,0.46,0.46,0.47,0.48,0.46,0.45,0.45,0.46,0.46,0.47,0.48
61,1.6405,0.48,0.48,0.48,0.48,0.49,0.5,0.5,0.48,0.48,0.48,0.48,0.49,0.5,0.5,0.48,0.48,0.48,0.48,0.49,0.5,0.5,0.48,0.48,0.48,0.48,0.49,0.5,0.5,0.48,0.48,0.48,0.48,0.49,0.5,0.5,0.48,0.48,0.48,0.48,0.49,0.5,0.5,0.48,0.48,0.48,0.48,0.49,0.5,0.5
62,1.67793,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.45,0.46,0.47,0.48,0.48,0.49,0.49,0.45,0.46,0.47,0.48,0.48,0.49,0.49
63,1.71579,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49,0.45,0.46,0.47,0.48,0.49,0.49,0.49
