gridnumber,capital,Portfolio[0 0 00],Portfolio[0 0 01],Portfolio[0 0 02],Portfolio[0 0 10],Portfolio[0 0 11],Portfolio[0 0 12],Portfolio[0 0 20],Portfolio[0 0 21],Portfolio[0 0 22],Portfolio[0 1 00],Portfolio[0 1 01],Portfolio[0 1 02],Portfolio[0 1 10],Portfolio[0 1 11],Portfolio[0 1 12],Portfolio[0 1 20],Portfolio[0 1 21],Portfolio[0 1 22],Portfolio[0 2 00],Portfolio[0 2 01],Portfolio[0 2 02],Portfolio[0 2 10],Portfolio[0 2 11],Portfolio[0 2 12],Portfolio[0 2 20],Portfolio[0 2 21],Portfolio[0 2 22],Portfolio[1 0 00],Portfolio[1 0 01],Portfolio[1 0 02],Portfolio[1 0 10],Portfolio[1 0 11],Portfolio[1 0 12],Portfolio[1 0 20],Portfolio[1 0 21],Portfolio[1 0 22],Portfolio[1 1 00],Portfolio[1 1 01],Portfolio[1 1 02],Portfolio[1 1 10],Portfolio[1 1 11],Portfolio[1 1 12],Portfolio[1 1 20],Portfolio[1 1 21],Portfolio[1 1 22],Portfolio[1 2 00],Portfolio[1 2 01],Portfolio[1 2 02],Portfolio[1 2 10],Portfolio[1 2 11],Portfolio[1 2 12],Portfolio[1 2 20],Portfolio[1 2 21],Portfolio[1 2 22],Portfolio[2 0 00],Portfolio[2 0 01],Portfolio[2 0 02],Portfolio[2 0 10],Portfolio[2 0 11],Portfolio[2 0 12],Portfolio[2 0 20],Portfolio[2 0 21],Portfolio[2 0 22],Portfolio[2 1 00],Portfolio[2 1 01],Portfolio[2 1 02],Portfolio[2 1 10],Portfolio[2 1 11],Portfolio[2 1 12],Portfolio[2 1 20],Portfolio[2 1 21],Portfolio[2 1 22],Portfolio[2 2 00],Portfolio[2 2 01],Portfolio[2 2 02],Portfolio[2 2 10],Portfolio[2 2 11],Portfolio[2 2 12],Portfolio[2 2 20],Portfolio[2 2 21],Portfolio[2 2 22]
10,0.674183,0,0,0,1,0,0,1,1,0.66,0,0,0,1,0,0,1,1,0.66,0,0,0,1,0,0,1,1,0.66,0,0,0,1,0,0,1,1,0.66,0,0,0,1,0,0,1,1,0.66,0,0,0,1,0,0,1,1,0.66,0,0,0,1,0,0,1,1,0.66,0,0,0,1,0,0,1,1,0.66,0,0,0,1,0,0,1,1,0.66
11,0.75557,0,0,0,1,0,0,1,1,0.68,0,0,0,1,0,0,1,1,0.68,0,0,0,1,0,0,1,1,0.68,0,0,0,1,0,0,1,1,0.68,0,0,0,1,0,0,1,1,0.68,0,0,0,1,0,0,1,1,0.68,0,0,0,1,0,0,1,1,0.68,0,0,0,1,0,0,1,1,0.68,0,0,0,1,0,0,1,1,0.68
12,0.839869,0,0,0,1,0,0,1,1,0.69,0,0,0,1,0,0,1,1,0.69,0,0,0,1,0,0,1,1,0.69,0,0,0,1,0,0,1,1,0.69,0,0,0,1,0,0,1,1,0.69,0,0,0,1,0,0,1,1,0.69,0,0,0,1,0,0,1,1,0.69,0,0,0,1,0,0,1,1,0.69,0,0,0,1,0,0,1,1,0.69
13,0.927185,0,0,0,1,0,0,1,1,0.7,0,0,0,1,0,0,1,1,0.7,0,0,0,1,0,0,1,1,0.7,0,0,0,1,0,0,1,1,0.7,0,0,0,1,0,0,1,1,0.7,0,0,0,1,0,0,1,1,0.7,0,0,0,1,0,0,1,1,0.7,0,0,0,1,0,0,1,1,0.7,0,0,0,1,0,0,1,1,0.7
14,1.01763,0,0,0,1,0,0,1,1,0.75,0,0,0,1,0,0,1,1,0.75,0,0,0,1,0,0,1,1,0.75,0,0,0,1,0,0,1,1,0.75,0,0,0,1,0,0,1,1,0.75,0,0,0,1,0,0,1,1,0.75,0,0,0,1,0,0,1,1,0.75,0,0,0,1,0,0,1,1,0.75,0,0,0,1,0,0,1,1,0.75
15,1.1113,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78
16,1.20833,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78,0,0,0,1,0,0,1,1,0.78
17,1.30884,0,0,0,0.99,0,0,1,1,0.79,0,0,0,0.99,0,0,1,1,0.79,0,0,0,0.99,0,0,1,1,0.79,0,0,0,0.99,0,0,1,1,0.79,0,0,0,0.99,0,0,1,1,0.79,0,0,0,0.99,0,0,1,1,0.79,0,0,0,0.99,0,0,1,1,0.79,0,0,0,0.99,0,0,1,1,0.79,0,0,0,0.99,0,0,1,1,0.79
18,1.41294,0,0,0,0.96,0,0,1,1,0.79,0,0,0,0.96,0,0,1,1,0.79,0,0,0,0.96,0,0,1,1,0.79,0,0,0,0.96,0,0,1,1,0.79,0,0,0,0.96,0,0,1,1,0.79,0,0,0,0.96,0,0,1,1,0.79,0,0,0,0.96,0,0,1,1,0.79,0,0,0,0.96,0,0,1,1,0.79,0,0,0,0.96,0,0,1,1,0.79
19,1.52076,0,0,0,0.94,0,0,1,1,0.79,0,0,0,0.94,0,0,1,1,0.79,0,0,0,0.94,0,0,1,1,0.79,0,0,0,0.94,0,0,1,1,0.79,0,0,0,0.94,0,0,1,1,0.79,0,0,0,0.94,0,0,1,1,0.79,0,0,0,0.94,0,0,1,1,0.79,0,0,0,0.94,0,0,1,1,0.79,0,0,0,0.94,0,0,1,1,0.79
20,1.63244,0,0,0,0.92,0,0,1,1,0.8,0,0,0,0.92,0,0,1,1,0.8,0,0,0,0.92,0,0,1,1,0.8,0,0,0,0.92,0,0,1,1,0.8,0,0,0,0.92,0,0,1,1,0.8,0,0,0,0.92,0,0,1,1,0.8,0,0,0,0.92,0,0,1,1,0.8,0,0,0,0.92,0,0,1,1,0.8,0,0,0,0.92,0,0,1,1,0.8
21,1.74812,0,0,0,0.89,0,0,1,1,0.8,0,0,0,0.89,0,0,1,1,0.8,0,0,0,0.89,0,0,1,1,0.8,0,0,0,0.89,0,0,1,1,0.8,0,0,0,0.89,0,0,1,1,0.8,0,0,0,0.89,0,0,1,1,0.8,0,0,0,0.89,0,0,1,1,0.8,0,0,0,0.89,0,0,1,1,0.8,0,0,0,0.89,0,0,1,1,0.8
22,1.86794,0,0,0,0.87,0,0,1,1,0.8,0,0,0,0.87,0,0,1,1,0.8,0,0,0,0.87,0,0,1,1,0.8,0,0,0,0.87,0,0,1,1,0.8,0,0,0,0.87,0,0,1,1,0.8,0,0,0,0.87,0,0,1,1,0.8,0,0,0,0.87,0,0,1,1,0.8,0,0,0,0.87,0,0,1,1,0.8,0,0,0,0.87,0,0,1,1,0.8
23,1.99205,0,0,0,0.85,0,0,1,1,0.78,0,0,0,0.85,0,0,1,1,0.78,0,0,0,0.85,0,0,1,1,0.78,0,0,0,0.85,0,0,1,1,0.78,0,0,0,0.85,0,0,1,1,0.78,0,0,0,0.85,0,0,1,1,0.78,0,0,0,0.85,0,0,1,1,0.78,0,0,0,0.85,0,0,1,1,0.78,0,0,0,0.85,0,0,1,1,0.78
24,2.1206,0,0,0,0.83,0,0,1,1,0.75,0,0,0,0.83,0,0,1,1,0.75,0,0,0,0.83,0,0,1,1,0.75,0,0,0,0.83,0,0,1,1,0.75,0,0,0,0.83,0,0,1,1,0.75,0,0,0,0.83,0,0,1,1,0.75,0,0,0,0.83,0,0,1,1,0.75,0,0,0,0.83,0,0,1,1,0.75,0,0,0,0.83,0,0,1,1,0.75
25,2.25375,0,0,0,0.81,0,0,1,1,0.74,0,0,0,0.81,0,0,1,1,0.74,0,0,0,0.81,0,0,1,1,0.74,0,0,0,0.81,0,0,1,1,0.74,0,0,0,0.81,0,0,1,1,0.74,0,0,0,0.81,0,0,1,1,0.74,0,0,0,0.81,0,0,1,1,0.74,0,0,0,0.81,0,0,1,1,0.74,0,0,0,0.81,0,0,1,1,0.74
26,2.39167,0,0,0,0.8,0,0,1,1,0.7,0,0,0,0.8,0,0,1,1,0.7,0,0,0,0.8,0,0,1,1,0.7,0,0,0,0.8,0,0,1,1,0.7,0,0,0,0.8,0,0,1,1,0.7,0,0,0,0.8,0,0,1,1,0.7,0,0,0,0.8,0,0,1,1,0.7,0,0,0,0.8,0,0,1,1,0.7,0,0,0,0.8,0,0,1,1,0.7
27,2.53452,0,0,0,0.75,0,0,1,1,0.7,0,0,0,0.75,0,0,1,1,0.7,0,0,0,0.75,0,0,1,1,0.7,0,0,0,0.75,0,0,1,1,0.7,0,0,0,0.75,0,0,1,1,0.7,0,0,0,0.75,0,0,1,1,0.7,0,0,0,0.75,0,0,1,1,0.7,0,0,0,0.75,0,0,1,1,0.7,0,0,0,0.75,0,0,1,1,0.7
28,2.68248,0,0,0,0.71,0,0,1,1,0.69,0,0,0,0.71,0,0,1,1,0.69,0,0,0,0.71,0,0,1,1,0.69,0,0,0,0.71,0,0,1,1,0.69,0,0,0,0.71,0,0,1,1,0.69,0,0,0,0.71,0,0,1,1,0.69,0,0,0,0.71,0,0,1,1,0.69,0,0,0,0.71,0,0,1,1,0.69,0,0,0,0.71,0,0,1,1,0.69
29,2.83574,0,0,0,0.7,0,0,1,1,0.68,0,0,0,0.7,0,0,1,1,0.68,0,0,0,0.7,0,0,1,1,0.68,0,0,0,0.7,0,0,1,1,0.68,0,0,0,0.7,0,0,1,1,0.68,0,0,0,0.7,0,0,1,1,0.68,0,0,0,0.7,0,0,1,1,0.68,0,0,0,0.7,0,0,1,1,0.68,0,0,0,0.7,0,0,1,1,0.68
30,2.99448,0,0,0,0.69,0,0,1,1,0.67,0,0,0,0.69,0,0,1,1,0.67,0,0,0,0.69,0,0,1,1,0.67,0,0,0,0.69,0,0,1,1,0.67,0,0,0,0.69,0,0,1,1,0.67,0,0,0,0.69,0,0,1,1,0.67,0,0,0,0.69,0,0,1,1,0.67,0,0,0,0.69,0,0,1,1,0.67,0,0,0,0.69,0,0,1,1,0.67
31,3.1589,0,0,0,0.67,0,0,1,1,0.66,0,0,0,0.67,0,0,1,1,0.66,0,0,0,0.67,0,0,1,1,0.66,0,0,0,0.67,0,0,1,1,0.66,0,0,0,0.67,0,0,1,1,0.66,0,0,0,0.67,0,0,1,1,0.66,0,0,0,0.67,0,0,1,1,0.66,0,0,0,0.67,0,0,1,1,0.66,0,0,0,0.67,0,0,1,1,0.66
32,3.32921,0,0,0,0.66,0,0,1,1,0.65,0,0,0,0.66,0,0,1,1,0.65,0,0,0,0.66,0,0,1,1,0.65,0,0,0,0.66,0,0,1,1,0.65,0,0,0,0.66,0,0,1,1,0.65,0,0,0,0.66,0,0,1,1,0.65,0,0,0,0.66,0,0,1,1,0.65,0,0,0,0.66,0,0,1,1,0.65,0,0,0,0.66,0,0,1,1,0.65
33,3.50561,0,0,0,0.64,0,0,1,1,0.63,0,0,0,0.64,0,0,1,1,0.63,0,0,0,0.64,0,0,1,1,0.63,0,0,0,0.64,0,0,1,1,0.63,0,0,0,0.64,0,0,1,1,0.63,0,0,0,0.64,0,0,1,1,0.63,0,0,0,0.64,0,0,1,1,0.63,0,0,0,0.64,0,0,1,1,0.63,0,0,0,0.64,0,0,1,1,0.63
34,3.68833,0,0,0,0.62,0,0,1,1,0.62,0,0,0,0.62,0,0,1,1,0.62,0,0,0,0.62,0,0,1,1,0.62,0,0,0,0.62,0,0,1,1,0.62,0,0,0,0.62,0,0,1,1,0.62,0,0,0,0.62,0,0,1,1,0.62,0,0,0,0.62,0,0,1,1,0.62,0,0,0,0.62,0,0,1,1,0.62,0,0,0,0.62,0,0,1,1,0.62
35,3.87758,0,0,0,0.61,0,0,1,1,0.6,0,0,0,0.61,0,0,1,1,0.6,0,0,0,0.61,0,0,1,1,0.6,0,0,0,0.61,0,0,1,1,0.6,0,0,0,0.61,0,0,1,1,0.6,0,0,0,0.61,0,0,1,1,0.6,0,0,0,0.61,0,0,1,1,0.6,0,0,0,0.61,0,0,1,1,0.6,0,0,0,0.61,0,0,1,1,0.6
36,4.07361,0,0,0,0.59,0,0,1,1,0.59,0,0,0,0.59,0,0,1,1,0.59,0,0,0,0.59,0,0,1,1,0.59,0,0,0,0.59,0,0,1,1,0.59,0,0,0,0.59,0,0,1,1,0.59,0,0,0,0.59,0,0,1,1,0.59,0,0,0,0.59,0,0,1,1,0.59,0,0,0,0.59,0,0,1,1,0.59,0,0,0,0.59,0,0,1,1,0.59
37,4.27665,0,0,0,0.58,0,0,1,1,0.58,0,0,0,0.58,0,0,1,1,0.58,0,0,0,0.58,0,0,1,1,0.58,0,0,0,0.58,0,0,1,1,0.58,0,0,0,0.58,0,0,1,1,0.58,0,0,0,0.58,0,0,1,1,0.58,0,0,0,0.58,0,0,1,1,0.58,0,0,0,0.58,0,0,1,1,0.58,0,0,0,0.58,0,0,1,1,0.58
38,4.48696,0,0,0,0.57,0,0,1,1,0.58,0,0,0,0.57,0,0,1,1,0.58,0,0,0,0.57,0,0,1,1,0.58,0,0,0,0.57,0,0,1,1,0.58,0,0,0,0.57,0,0,1,1,0.58,0,0,0,0.57,0,0,1,1,0.58,0,0,0,0.57,0,0,1,1,0.58,0,0,0,0.57,0,0,1,1,0.58,0,0,0,0.57,0,0,1,1,0.58
39,4.7048,0,0,0,0.56,0,0,1,1,0.57,0,0,0,0.56,0,0,1,1,0.57,0,0,0,0.56,0,0,1,1,0.57,0,0,0,0.56,0,0,1,1,0.57,0,0,0,0.56,0,0,1,1,0.57,0,0,0,0.56,0,0,1,1,0.57,0,0,0,0.56,0,0,1,1,0.57,0,0,0,0.56,0,0,1,1,0.57,0,0,0,0.56,0,0,1,1,0.57
40,4.93043,0,0,0,0.55,0,0,1,1,0.56,0,0,0,0.55,0,0,1,1,0.56,0,0,0,0.55,0,0,1,1,0.56,0,0,0,0.55,0,0,1,1,0.56,0,0,0,0.55,0,0,1,1,0.56,0,0,0,0.55,0,0,1,1,0.56,0,0,0,0.55,0,0,1,1,0.56,0,0,0,0.55,0,0,1,1,0.56,0,0,0,0.55,0,0,1,1,0.56
41,5.16414,0,0,0,0.54,0,0,1,1,0.55,0,0,0,0.54,0,0,1,1,0.55,0,0,0,0.54,0,0,1,1,0.55,0,0,0,0.54,0,0,1,1,0.55,0,0,0,0.54,0,0,1,1,0.55,0,0,0,0.54,0,0,1,1,0.55,0,0,0,0.54,0,0,1,1,0.55,0,0,0,0.54,0,0,1,1,0.55,0,0,0,0.54,0,0,1,1,0.55
42,5.40621,0,0,0,0.54,0,0,1,0.96,0.55,0,0,0,0.54,0,0,1,0.96,0.55,0,0,0,0.54,0,0,1,0.96,0.55,0,0,0,0.54,0,0,1,0.96,0.55,0,0,0,0.54,0,0,1,0.96,0.55,0,0,0,0.54,0,0,1,0.96,0.55,0,0,0,0.54,0,0,1,0.96,0.55,0,0,0,0.54,0,0,1,0.96,0.55,0,0,0,0.54,0,0,1,0.96,0.55
43,5.65694,0,0,0,0.54,0,0,0.96,0.95,0.54,0,0,0,0.54,0,0,0.96,0.95,0.54,0,0,0,0.54,0,0,0.96,0.95,0.54,0,0,0,0.54,0,0,0.96,0.95,0.54,0,0,0,0.54,0,0,0.96,0.95,0.54,0,0,0,0.54,0,0,0.96,0.95,0.54,0,0,0,0.54,0,0,0.96,0.95,0.54,0,0,0,0.54,0,0,0.96,0.95,0.54,0,0,0,0.54,0,0,0.96,0.95,0.54
44,5.91664,0,0,0,0.54,0,0,0.95,0.94,0.54,0,0,0,0.54,0,0,0.95,0.94,0.54,0,0,0,0.54,0,0,0.95,0.94,0.54,0,0,0,0.54,0,0,0.95,0.94,0.54,0,0,0,0.54,0,0,0.95,0.94,0.54,0,0,0,0.54,0,0,0.95,0.94,0.54,0,0,0,0.54,0,0,0.95,0.94,0.54,0,0,0,0.54,0,0,0.95,0.94,0.54,0,0,0,0.54,0,0,0.95,0.94,0.54
45,6.18564,0,0,0,0.53,0,0,0.94,0.93,0.54,0,0,0,0.53,0,0,0.94,0.93,0.54,0,0,0,0.53,0,0,0.94,0.93,0.54,0,0,0,0.53,0,0,0.94,0.93,0.54,0,0,0,0.53,0,0,0.94,0.93,0.54,0,0,0,0.53,0,0,0.94,0.93,0.54,0,0,0,0.53,0,0,0.94,0.93,0.54,0,0,0,0.53,0,0,0.94,0.93,0.54,0,0,0,0.53,0,0,0.94,0.93,0.54
46,6.46427,0,0,0,0.53,0,0,0.93,0.88,0.53,0,0,0,0.53,0,0,0.93,0.88,0.53,0,0,0,0.53,0,0,0.93,0.88,0.53,0,0,0,0.53,0,0,0.93,0.88,0.53,0,0,0,0.53,0,0,0.93,0.88,0.53,0,0,0,0.53,0,0,0.93,0.88,0.53,0,0,0,0.53,0,0,0.93,0.88,0.53,0,0,0,0.53,0,0,0.93,0.88,0.53,0,0,0,0.53,0,0,0.93,0.88,0.53
47,6.75287,0,0,0,0.49,0,0,0.89,0.85,0.52,0,0,0,0.49,0,0,0.89,0.85,0.52,0,0,0,0.49,0,0,0.89,0.85,0.52,0,0,0,0.49,0,0,0.89,0.85,0.52,0,0,0,0.49,0,0,0.89,0.85,0.52,0,0,0,0.49,0,0,0.89,0.85,0.52,0,0,0,0.49,0,0,0.89,0.85,0.52,0,0,0,0.49,0,0,0.89,0.85,0.52,0,0,0,0.49,0,0,0.89,0.85,0.52
48,7.05179,0,0,0,0.46,0,0,0.84,0.84,0.52,0,0,0,0.46,0,0,0.84,0.84,0.52,0,0,0,0.46,0,0,0.84,0.84,0.52,0,0,0,0.46,0,0,0.84,0.84,0.52,0,0,0,0.46,0,0,0.84,0.84,0.52,0,0,0,0.46,0,0,0.84,0.84,0.52,0,0,0,0.46,0,0,0.84,0.84,0.52,0,0,0,0.46,0,0,0.84,0.84,0.52,0,0,0,0.46,0,0,0.84,0.84,0.52
49,7.36142,0,0,0,0.44,0,0,0.83,0.8,0.51,0,0,0,0.44,0,0,0.83,0.8,0.51,0,0,0,0.44,0,0,0.83,0.8,0.51,0,0,0,0.44,0,0,0.83,0.8,0.51,0,0,0,0.44,0,0,0.83,0.8,0.51,0,0,0,0.44,0,0,0.83,0.8,0.51,0,0,0,0.44,0,0,0.83,0.8,0.51,0,0,0,0.44,0,0,0.83,0.8,0.51,0,0,0,0.44,0,0,0.83,0.8,0.51
50,7.68212,0,0,0,0.39,0,0,0.8,0.77,0.47,0,0,0,0.39,0,0,0.8,0.77,0.47,0,0,0,0.39,0,0,0.8,0.77,0.47,0,0,0,0.39,0,0,0.8,0.77,0.47,0,0,0,0.39,0,0,0.8,0.77,0.47,0,0,0,0.39,0,0,0.8,0.77,0.47,0,0,0,0.39,0,0,0.8,0.77,0.47,0,0,0,0.39,0,0,0.8,0.77,0.47,0,0,0,0.39,0,0,0.8,0.77,0.47
51,8.0143,0,0,0,0.38,0,0,0.77,0.76,0.47,0,0,0,0.38,0,0,0.77,0.76,0.47,0,0,0,0.38,0,0,0.77,0.76,0.47,0,0,0,0.38,0,0,0.77,0.76,0.47,0,0,0,0.38,0,0,0.77,0.76,0.47,0,0,0,0.38,0,0,0.77,0.76,0.47,0,0,0,0.38,0,0,0.77,0.76,0.47,0,0,0,0.38,0,0,0.77,0.76,0.47,0,0,0,0.38,0,0,0.77,0.76,0.47
52,8.35837,0,0,0,0.38,0,0,0.76,0.75,0.46,0,0,0,0.38,0,0,0.76,0.75,0.46,0,0,0,0.38,0,0,0.76,0.75,0.46,0,0,0,0.38,0,0,0.76,0.75,0.46,0,0,0,0.38,0,0,0.76,0.75,0.46,0,0,0,0.38,0,0,0.76,0.75,0.46,0,0,0,0.38,0,0,0.76,0.75,0.46,0,0,0,0.38,0,0,0.76,0.75,0.46,0,0,0,0.38,0,0,0.76,0.75,0.46
53,8.71476,0,0,0,0.37,0,0,0.75,0.75,0.42,0,0,0,0.37,0,0,0.75,0.75,0.42,0,0,0,0.37,0,0,0.75,0.75,0.42,0,0,0,0.37,0,0,0.75,0.75,0.42,0,0,0,0.37,0,0,0.75,0.75,0.42,0,0,0,0.37,0,0,0.75,0.75,0.42,0,0,0,0.37,0,0,0.75,0.75,0.42,0,0,0,0.37,0,0,0.75,0.75,0.42,0,0,0,0.37,0,0,0.75,0.75,0.42
54,9.08389,0,0,0,0.36,0,0,0.75,0.75,0.39,0,0,0,0.36,0,0,0.75,0.75,0.39,0,0,0,0.36,0,0,0.75,0.75,0.39,0,0,0,0.36,0,0,0.75,0.75,0.39,0,0,0,0.36,0,0,0.75,0.75,0.39,0,0,0,0.36,0,0,0.75,0.75,0.39,0,0,0,0.36,0,0,0.75,0.75,0.39,0,0,0,0.36,0,0,0.75,0.75,0.39,0,0,0,0.36,0,0,0.75,0.75,0.39
55,9.46624,0,0,0,0.36,0,0,0.75,0.73,0.39,0,0,0,0.36,0,0,0.75,0.73,0.39,0,0,0,0.36,0,0,0.75,0.73,0.39,0,0,0,0.36,0,0,0.75,0.73,0.39,0,0,0,0.36,0,0,0.75,0.73,0.39,0,0,0,0.36,0,0,0.75,0.73,0.39,0,0,0,0.36,0,0,0.75,0.73,0.39,0,0,0,0.36,0,0,0.75,0.73,0.39,0,0,0,0.36,0,0,0.75,0.73,0.39
56,9.86227,0,0,0,0.35,0,0,0.73,0.72,0.38,0,0,0,0.35,0,0,0.73,0.72,0.38,0,0,0,0.35,0,0,0.73,0.72,0.38,0,0,0,0.35,0,0,0.73,0.72,0.38,0,0,0,0.35,0,0,0.73,0.72,0.38,0,0,0,0.35,0,0,0.73,0.72,0.38,0,0,0,0.35,0,0,0.73,0.72,0.38,0,0,0,0.35,0,0,0.73,0.72,0.38,0,0,0,0.35,0,0,0.73,0.72,0.38
