gridnumber,capital,Port[0 0],Port[0 1],Port[0 2],Port[1 0],Port[1 1],Port[1 2],Port[2 0],Port[2 1],Port[2 2],Port[3 0],Port[3 1],Port[3 2],Port[4 0],Port[4 1],Port[4 2]
65,8.85861,0,0,0.18,0,0,0.18,0,0,0.2,0,0,0.16,0,0,0.1
66,9.16509,0,0,0.18,0,0,0.18,0,0,0.16,0,0,0.18,0,0,0.1
67,9.48056,0,0,0.18,0,0,0.18,0,0,0.14,0,0,0.16,0,0,0.12
68,9.80527,0,0,0.2,0,0,0.16,0,0,0.14,0,0,0.14,0,0,0.12
69,10.1395,0,0,0.2,0,0,0.16,0,0,0.14,0,0,0.16,0,0,0.12
70,10.4835,0,0,0.2,0,0,0.16,0,0,0.14,0,0,0.12,0,0,0.08
71,10.8376,0,0,0.2,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.12
72,11.2021,0,0,0.2,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.12
73,11.5773,0,0,0.2,0,0,0.14,0,0,0.16,0,0,0.14,0,0,0.12
74,11.9634,0,0,0.2,0,0,0.16,0,0,0.18,0,0,0.14,0,0,0.12
75,12.3609,0,0,0.2,0,0,0.16,0,0,0.18,0,0,0.14,0,0,0.12
76,12.77,0,0,0.2,0,0,0.16,0,0,0.18,0,0,0.14,0,0,0.12
77,13.1911,0,0,0.2,0,0,0.16,0,0,0.18,0,0,0.12,0,0,0.1
78,13.6246,0,0,0.2,0,0,0.18,0,0,0.16,0,0,0.12,0,0,0.1
79,14.0707,0,0,0.18,0,0,0.18,0,0,0.16,0,0,0.12,0,0,0.1
80,14.5299,0,0,0.18,0,0,0.18,0,0,0.16,0,0,0.12,0,0,0.1
81,15.0026,0,0,0.18,0,0,0.18,0,0,0.16,0,0,0.14,0,0,0.12
82,15.4891,0,0,0.18,0,0,0.18,0,0,0.14,0,0,0.14,0,0,0.12
83,15.9899,0,0,0.18,0,0,0.18,0,0,0.14,0,0,0.14,0,0,0.14
84,16.5054,0,0,0.18,0,0,0.2,0,0,0.14,0,0,0.16,0,0,0.14
85,17.036,0,0,0.18,0,0,0.2,0,0,0.14,0,0,0.16,0,0,0.14
86,17.5821,0,0,0.18,0,0,0.2,0,0,0.14,0,0,0.16,0,0,0.14
87,18.1442,0,0,0.16,0,0,0.18,0,0,0.16,0,0,0.16,0,0,0.12
88,18.7228,0,0,0.16,0,0,0.18,0,0,0.16,0,0,0.16,0,0,0.12
89,19.3184,0,0,0.16,0,0,0.18,0,0,0.16,0,0,0.16,0,0,0.12
90,19.9314,0,0,0.16,0,0,0.18,0,0,0.16,0,0,0.16,0,0,0.12
91,20.5623,0,0,0.16,0,0,0.18,0,0,0.16,0,0,0.14,0,0,0.12
92,21.2118,0,0,0.16,0,0,0.18,0,0,0.18,0,0,0.14,0,0,0.12
93,21.8803,0,0,0.16,0,0,0.18,0,0,0.18,0,0,0.14,0,0,0.14
94,22.5684,0,0,0.16,0,0,0.18,0,0,0.18,0,0,0.14,0,0,0.14
95,23.2766,0,0,0.16,0,0,0.16,0,0,0.18,0,0,0.14,0,0,0.14
96,24.0056,0,0,0.16,0,0,0.16,0,0,0.18,0,0,0.14,0,0,0.16
97,24.756,0,0,0.16,0,0,0.16,0,0,0.18,0,0,0.14,0,0,0.16
98,25.5283,0,0,0.16,0,0,0.16,0,0,0.18,0,0,0.14,0,0,0.16
99,26.3233,0,0,0.16,0,0,0.16,0,0,0.18,0,0,0.14,0,0,0.16
100,27.1416,0,0,0.16,0,0,0.16,0,0,0.18,0,0,0.14,0,0,0.14
101,27.9838,0,0,0.16,0,0,0.16,0,0,0.18,0,0,0.16,0,0,0.14
102,28.8508,0,0,0.16,0,0,0.16,0,0,0.16,0,0,0.16,0,0,0.14
103,29.7431,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.16,0,0,0.14
104,30.6616,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.16,0,0,0.14
105,31.607,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.14,0,0,0.12
106,32.5802,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.14,0,0,0.14
107,33.5818,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.12,0,0,0.14
108,34.6128,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.12,0,0,0.14
109,35.674,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.12,0,0,0.14
110,36.7663,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.12,0,0,0.14
111,37.8906,0,0,0.14,0,0,0.16,0,0,0.14,0,0,0.12,0,0,0.12
112,39.0479,0,0,0.14,0,0,0.16,0,0,0.16,0,0,0.12,0,0,0.12
113,40.239,0,0,0.14,0,0,0.16,0,0,0.16,0,0,0.12,0,0,0.12
114,41.4651,0,0,0.14,0,0,0.16,0,0,0.16,0,0,0.12,0,0,0.12
115,42.7271,0,0,0.14,0,0,0.16,0,0,0.16,0,0,0.12,0,0,0.12
116,44.0261,0,0,0.14,0,0,0.16,0,0,0.16,0,0,0.12,0,0,0.12
117,45.3631,0,0,0.14,0,0,0.16,0,0,0.16,0,0,0.14,0,0,0.12
118,46.7394,0,0,0.14,0,0,0.14,0,0,0.16,0,0,0.14,0,0,0.12
119,48.1559,0,0,0.14,0,0,0.14,0,0,0.16,0,0,0.14,0,0,0.1
120,49.614,0,0,0.14,0,0,0.14,0,0,0.16,0,0,0.14,0,0,0.1
121,51.1148,0,0,0.14,0,0,0.14,0,0,0.16,0,0,0.14,0,0,0.1
122,52.6596,0,0,0.14,0,0,0.14,0,0,0.16,0,0,0.14,0,0,0.1
123,54.2497,0,0,0.14,0,0,0.14,0,0,0.16,0,0,0.14,0,0,0.12
124,55.8863,0,0,0.14,0,0,0.14,0,0,0.16,0,0,0.14,0,0,0.12
125,57.5709,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.12
126,59.3049,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.12
127,61.0897,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.12
128,62.9268,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.12
129,64.8177,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.12
130,66.7641,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.16,0,0,0.14
131,68.7675,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.16,0,0,0.14
132,70.8295,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14
133,72.9521,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14
134,75.1368,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14
135,77.3855,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14
136,79.7002,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14
137,82.0826,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14,0,0,0.14
138,84.5349,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14
139,87.0591,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14
140,89.6572,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14
141,92.3314,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14
142,95.084,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14
143,97.9173,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14
144,100.834,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14,0,0,0.14
145,103.835,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14
146,106.925,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14
147,110.105,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14
148,113.379,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14
149,116.748,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14
150,120.216,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14
151,123.786,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14,0,0,0.14
152,127.461,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14
153,131.243,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14
154,135.136,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14
155,139.143,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14
156,143.267,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14
157,147.512,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14
158,151.882,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14
159,156.38,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.14
160,161.009,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
161,165.774,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
162,170.679,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
163,175.728,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
164,180.924,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
165,186.273,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
166,191.779,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
167,197.446,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
168,203.279,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
169,209.282,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
170,215.462,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
171,221.823,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
172,228.37,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
173,235.11,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
174,242.046,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
175,249.186,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
176,256.535,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
177,264.1,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
178,271.886,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
179,279.901,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
180,288.15,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
181,296.641,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
182,305.381,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
183,314.377,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
184,323.636,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
185,333.167,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
186,342.977,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
187,353.075,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
188,363.469,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
189,374.167,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
190,385.179,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
191,396.513,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
192,408.179,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
193,420.188,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
194,432.548,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
195,445.271,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
196,458.366,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12,0,0,0.12
197,471.845,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04
198,485.719,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04
199,500,0,0,0.12,0,0,0.12,0,0.04,0.12,0,0.02,0.12,0,0.04,0.12
