gridnumber,capital,Portfolio[0 0],Portfolio[1 0],Portfolio[2 0],Portfolio[3 0],Portfolio[4 0],Portfolio[5 0],Portfolio[6 0],Portfolio[0 1],Portfolio[1 1],Portfolio[2 1],Portfolio[3 1],Portfolio[4 1],Portfolio[5 1],Portfolio[6 1],Portfolio[0 2],Portfolio[1 2],Portfolio[2 2],Portfolio[3 2],Portfolio[4 2],Portfolio[5 2],Portfolio[6 2],Portfolio[0 3],Portfolio[1 3],Portfolio[2 3],Portfolio[3 3],Portfolio[4 3],Portfolio[5 3],Portfolio[6 3],Portfolio[0 4],Portfolio[1 4],Portfolio[2 4],Portfolio[3 4],Portfolio[4 4],Portfolio[5 4],Portfolio[6 4],Portfolio[0 5],Portfolio[1 5],Portfolio[2 5],Portfolio[3 5],Portfolio[4 5],Portfolio[5 5],Portfolio[6 5],Portfolio[0 6],Portfolio[1 6],Portfolio[2 6],Portfolio[3 6],Portfolio[4 6],Portfolio[5 6],Portfolio[6 6]
14,0.289985,0.37,0.43,0.46,0.48,0.49,0.49,0.5,0.37,0.43,0.46,0.48,0.49,0.49,0.5,0.37,0.43,0.46,0.48,0.49,0.49,0.5,0.37,0.43,0.46,0.48,0.49,0.49,0.5,0.37,0.43,0.46,0.48,0.49,0.49,0.5,0.37,0.43,0.46,0.48,0.49,0.49,0.5,0.37,0.43,0.46,0.48,0.49,0.49,0.5
15,0.311765,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.53,0.52,0.52,0.52,0.52,0.51,0.51
16,0.333798,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.52,0.52,0.51,0.51,0.51,0.5,0.5
17,0.356085,0.43,0.45,0.46,0.47,0.48,0.48,0.49,0.43,0.45,0.46,0.47,0.48,0.48,0.49,0.43,0.45,0.46,0.47,0.48,0.48,0.49,0.43,0.45,0.46,0.47,0.48,0.48,0.49,0.43,0.45,0.46,0.47,0.48,0.48,0.49,0.43,0.45,0.46,0.47,0.48,0.48,0.49,0.43,0.45,0.46,0.47,0.48,0.48,0.49
18,0.378631,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
19,0.401438,0.43,0.46,0.48,0.49,0.5,0.5,0.5,0.43,0.46,0.48,0.49,0.5,0.5,0.5,0.43,0.46,0.48,0.49,0.5,0.5,0.5,0.43,0.46,0.48,0.49,0.5,0.5,0.5,0.43,0.46,0.48,0.49,0.5,0.5,0.5,0.43,0.46,0.48,0.49,0.5,0.5,0.5,0.43,0.46,0.48,0.49,0.5,0.5,0.5
20,0.424509,0.5,0.49,0.49,0.48,0.46,0.45,0.44,0.5,0.49,0.49,0.48,0.46,0.45,0.44,0.5,0.49,0.49,0.48,0.46,0.45,0.44,0.5,0.49,0.49,0.48,0.46,0.45,0.44,0.5,0.49,0.49,0.48,0.46,0.45,0.44,0.5,0.49,0.49,0.48,0.46,0.45,0.44,0.5,0.49,0.49,0.48,0.46,0.45,0.44
21,0.447848,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5
22,0.471456,0.43,0.43,0.43,0.43,0.44,0.46,0.48,0.43,0.43,0.43,0.43,0.44,0.46,0.48,0.43,0.43,0.43,0.43,0.44,0.46,0.48,0.43,0.43,0.43,0.43,0.44,0.46,0.48,0.43,0.43,0.43,0.43,0.44,0.46,0.48,0.43,0.43,0.43,0.43,0.44,0.46,0.48,0.43,0.43,0.43,0.43,0.44,0.46,0.48
23,0.495339,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.46,0.46,0.47,0.47,0.48,0.48,0.49,0.46,0.46,0.47,0.47,0.48,0.48,0.49
24,0.519498,0.45,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.47,0.47,0.47,0.47,0.46,0.46
25,0.543937,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.5,0.5,0.49,0.49,0.49,0.49,0.48
26,0.568659,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0.5
27,0.593667,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
28,0.618966,0.38,0.38,0.38,0.4,0.42,0.43,0.44,0.38,0.38,0.38,0.4,0.42,0.43,0.44,0.38,0.38,0.38,0.4,0.42,0.43,0.44,0.38,0.38,0.38,0.4,0.42,0.43,0.44,0.38,0.38,0.38,0.4,0.42,0.43,0.44,0.38,0.38,0.38,0.4,0.42,0.43,0.44,0.38,0.38,0.38,0.4,0.42,0.43,0.44
29,0.644557,0.46,0.47,0.48,0.48,0.48,0.48,0.47,0.46,0.47,0.48,0.48,0.48,0.48,0.47,0.46,0.47,0.48,0.48,0.48,0.48,0.47,0.46,0.47,0.48,0.48,0.48,0.48,0.47,0.46,0.47,0.48,0.48,0.48,0.48,0.47,0.46,0.47,0.48,0.48,0.48,0.48,0.47,0.46,0.47,0.48,0.48,0.48,0.48,0.47
30,0.670445,0.47,0.48,0.48,0.48,0.47,0.46,0.45,0.47,0.48,0.48,0.48,0.47,0.46,0.45,0.47,0.48,0.48,0.48,0.47,0.46,0.45,0.47,0.48,0.48,0.48,0.47,0.46,0.45,0.47,0.48,0.48,0.48,0.47,0.46,0.45,0.47,0.48,0.48,0.48,0.47,0.46,0.45,0.47,0.48,0.48,0.48,0.47,0.46,0.45
31,0.696632,0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.47,0.48,0.49,0.49,0.49,0.49,0.49
32,0.723123,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
33,0.749921,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.49,0.48,0.48,0.48,0.48,0.47,0.47
34,0.77703,0.45,0.45,0.44,0.44,0.45,0.45,0.46,0.45,0.45,0.44,0.44,0.45,0.45,0.46,0.45,0.45,0.44,0.44,0.45,0.45,0.46,0.45,0.45,0.44,0.44,0.45,0.45,0.46,0.45,0.45,0.44,0.44,0.45,0.45,0.46,0.45,0.45,0.44,0.44,0.45,0.45,0.46,0.45,0.45,0.44,0.44,0.45,0.45,0.46
35,0.804452,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.44,0.44,0.44
36,0.832192,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
37,0.860254,0.48,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.48,0.48
38,0.888641,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48
39,0.917356,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47
40,0.946404,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.47,0.47,0.47
41,0.975789,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.43,0.43,0.43,0.43
42,1.00551,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.45
43,1.03558,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48
44,1.066,0.45,0.46,0.47,0.47,0.48,0.48,0.48,0.45,0.46,0.47,0.47,0.48,0.48,0.48,0.45,0.46,0.47,0.47,0.48,0.48,0.48,0.45,0.46,0.47,0.47,0.48,0.48,0.48,0.45,0.46,0.47,0.47,0.48,0.48,0.48,0.45,0.46,0.47,0.47,0.48,0.48,0.48,0.45,0.46,0.47,0.47,0.48,0.48,0.48
45,1.09677,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
46,1.1279,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48
47,1.15939,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46
48,1.19124,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.47,0.46
49,1.22346,0.45,0.44,0.43,0.42,0.41,0.41,0.42,0.45,0.44,0.43,0.42,0.41,0.41,0.42,0.45,0.44,0.43,0.42,0.41,0.41,0.42,0.45,0.44,0.43,0.42,0.41,0.41,0.42,0.45,0.44,0.43,0.42,0.41,0.41,0.42,0.45,0.44,0.43,0.42,0.41,0.41,0.42,0.45,0.44,0.43,0.42,0.41,0.41,0.42
50,1.25605,0.44,0.43,0.42,0.41,0.4,0.4,0.4,0.44,0.43,0.42,0.41,0.4,0.4,0.4,0.44,0.43,0.42,0.41,0.4,0.4,0.4,0.44,0.43,0.42,0.41,0.4,0.4,0.4,0.44,0.43,0.42,0.41,0.4,0.4,0.4,0.44,0.43,0.42,0.41,0.4,0.4,0.4,0.44,0.43,0.42,0.41,0.4,0.4,0.4
51,1.28903,0.43,0.44,0.45,0.45,0.45,0.45,0.45,0.43,0.44,0.45,0.45,0.45,0.45,0.45,0.43,0.44,0.45,0.45,0.45,0.45,0.45,0.43,0.44,0.45,0.45,0.45,0.45,0.45,0.43,0.44,0.45,0.45,0.45,0.45,0.45,0.43,0.44,0.45,0.45,0.45,0.45,0.45,0.43,0.44,0.45,0.45,0.45,0.45,0.45
52,1.32238,0.41,0.43,0.43,0.45,0.46,0.46,0.46,0.41,0.43,0.43,0.45,0.46,0.46,0.46,0.41,0.43,0.43,0.45,0.46,0.46,0.46,0.41,0.43,0.43,0.45,0.46,0.46,0.46,0.41,0.43,0.43,0.45,0.46,0.46,0.46,0.41,0.43,0.43,0.45,0.46,0.46,0.46,0.41,0.43,0.43,0.45,0.46,0.46,0.46
53,1.35612,0.43,0.45,0.46,0.46,0.47,0.48,0.48,0.43,0.45,0.46,0.46,0.47,0.48,0.48,0.43,0.45,0.46,0.46,0.47,0.48,0.48,0.43,0.45,0.46,0.46,0.47,0.48,0.48,0.43,0.45,0.46,0.46,0.47,0.48,0.48,0.43,0.45,0.46,0.46,0.47,0.48,0.48,0.43,0.45,0.46,0.46,0.47,0.48,0.48
54,1.39025,0.45,0.46,0.46,0.47,0.48,0.48,0.48,0.45,0.46,0.46,0.47,0.48,0.48,0.48,0.45,0.46,0.46,0.47,0.48,0.48,0.48,0.45,0.46,0.46,0.47,0.48,0.48,0.48,0.45,0.46,0.46,0.47,0.48,0.48,0.48,0.45,0.46,0.46,0.47,0.48,0.48,0.48,0.45,0.46,0.46,0.47,0.48,0.48,0.48
55,1.42478,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.47,0.47,0.47,0.47
56,1.45971,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
57,1.49504,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.47,0.47,0.46,0.46,0.46,0.46,0.45
58,1.53078,0.46,0.46,0.46,0.43,0.42,0.41,0.41,0.46,0.46,0.46,0.43,0.42,0.41,0.41,0.46,0.46,0.46,0.43,0.42,0.41,0.41,0.46,0.46,0.46,0.43,0.42,0.41,0.41,0.46,0.46,0.46,0.43,0.42,0.41,0.41,0.46,0.46,0.46,0.43,0.42,0.41,0.41,0.46,0.46,0.46,0.43,0.42,0.41,0.41
59,1.56693,0.46,0.46,0.45,0.43,0.41,0.41,0.41,0.46,0.46,0.45,0.43,0.41,0.41,0.41,0.46,0.46,0.45,0.43,0.41,0.41,0.41,0.46,0.46,0.45,0.43,0.41,0.41,0.41,0.46,0.46,0.45,0.43,0.41,0.41,0.41,0.46,0.46,0.45,0.43,0.41,0.41,0.41,0.46,0.46,0.45,0.43,0.41,0.41,0.41
60,1.60351,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45
61,1.6405,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.46
62,1.67793,0.45,0.46,0.46,0.46,0.46,0.47,0.48,0.45,0.46,0.46,0.46,0.46,0.47,0.48,0.45,0.46,0.46,0.46,0.46,0.47,0.48,0.45,0.46,0.46,0.46,0.46,0.47,0.48,0.45,0.46,0.46,0.46,0.46,0.47,0.48,0.45,0.46,0.46,0.46,0.46,0.47,0.48,0.45,0.46,0.46,0.46,0.46,0.47,0.48
63,1.71579,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.46,0.46,0.47,0.48,0.48,0.49,0.49
