gridnumber,capital,Portfolio[0 0],Portfolio[0 1],Portfolio[0 2],Portfolio[0 3],Portfolio[0 4],Portfolio[1 0],Portfolio[1 1],Portfolio[1 2],Portfolio[1 3],Portfolio[1 4],Portfolio[2 0],Portfolio[2 1],Portfolio[2 2],Portfolio[2 3],Portfolio[2 4],Portfolio[3 0],Portfolio[3 1],Portfolio[3 2],Portfolio[3 3],Portfolio[3 4],Portfolio[4 0],Portfolio[4 1],Portfolio[4 2],Portfolio[4 3],Portfolio[4 4]
23,0.485341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,0.5095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,0.533939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,0.558661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,0.58367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0.608968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0.634559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,0.660447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,0.686635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,0.713126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.739924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,0.767033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,0.794456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,0.822196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,0.850258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.878644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,0.90736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.936408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,0.965793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,0.995519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,1.02559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,1.05601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,1.08678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,1.1179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,1.14939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,1.18124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,1.21346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,1.24606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,1.27903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,1.31239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,1.34613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,1.38026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,1.41479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,1.44971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,1.48504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,1.52078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,1.55694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,1.59351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,1.63051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,1.66794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,1.7058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,1.7441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,1.78284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,1.82203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,1.86167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,1.90178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,1.94235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,1.98339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,2.0249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,2.0669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,2.10938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,2.15235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,2.19582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,2.2398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,2.28428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,2.32928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,2.37481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,2.42085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,2.46744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,2.51456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,2.56223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,2.61045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,2.65923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,2.70857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,2.75849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,2.80898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,2.86006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,2.91173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,2.964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,3.01688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,3.07036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,3.12447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,3.1792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,3.23457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,3.29058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,3.34724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,3.40456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,3.46253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,3.52119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,3.58052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,3.64053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,3.70125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,3.76266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,3.82479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,3.88764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,3.95121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,4.01552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,4.08058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,4.14639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,4.21297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,4.28031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,4.34843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,4.41735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,4.48706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,4.55758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,4.62892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,4.70108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,4.77408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,4.84793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,4.92263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,4.99819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,5.07463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,5.15196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,5.23019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,5.30931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,5.38936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,5.47033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,5.55225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,5.63511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,5.71893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,5.80372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,5.88949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,5.97626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
136,6.06403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,6.15282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,6.24264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,6.3335,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,6.42541,0.99,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,6.51839,0.98,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,6.61244,0.98,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143,6.70758,0.97,1,1,1,1,0.98,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1
144,6.80383,0.97,1,1,1,1,0.98,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,6.90119,0.96,1,1,1,1,0.98,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,6.99968,0.95,1,1,1,1,0.98,1,1,1,1,0.98,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1
147,7.0993,0.95,1,1,1,1,0.96,1,1,1,1,0.97,1,1,1,1,0.99,1,1,1,1,0.99,1,1,1,1
148,7.20009,0.95,1,1,1,1,0.95,1,1,1,1,0.97,1,1,1,1,0.99,1,1,1,1,0.99,1,1,1,1
149,7.30204,0.94,1,1,1,1,0.95,1,1,1,1,0.97,1,1,1,1,0.98,1,1,1,1,0.99,1,1,1,1
150,7.40517,0.94,1,1,1,1,0.94,1,1,1,1,0.97,1,1,1,1,0.97,1,1,1,1,0.99,1,1,1,1
151,7.5095,0.93,1,1,1,1,0.94,1,1,1,1,0.96,1,1,1,1,0.97,1,1,1,1,0.97,1,1,1,1
152,7.61503,0.93,1,1,1,1,0.93,1,1,1,1,0.95,1,1,1,1,0.96,1,1,1,1,0.97,1,1,1,1
153,7.72179,0.92,1,1,1,1,0.93,1,1,1,1,0.94,1,1,1,1,0.95,1,1,1,1,0.96,1,1,1,1
154,7.82979,0.92,1,1,1,1,0.93,1,1,1,1,0.94,1,1,1,1,0.95,1,1,1,1,0.96,1,1,1,1
155,7.93903,0.92,1,1,1,1,0.93,1,1,1,1,0.93,1,1,1,1,0.95,1,1,1,1,0.96,1,1,1,1
156,8.04955,0.91,1,1,1,1,0.93,1,1,1,1,0.93,1,1,1,1,0.95,1,1,1,1,0.96,1,1,1,1
157,8.16134,0.91,1,1,1,1,0.92,1,1,1,1,0.92,1,1,1,1,0.94,1,1,1,1,0.95,1,1,1,1
158,8.27443,0.91,1,1,1,1,0.91,1,1,1,1,0.92,1,1,1,1,0.93,1,1,1,1,0.94,1,1,1,1
159,8.38882,0.9,1,1,1,1,0.91,1,1,1,1,0.92,1,1,1,1,0.93,1,1,1,1,0.93,1,1,1,1
160,8.50455,0.9,1,1,1,1,0.91,1,1,1,1,0.92,1,1,1,1,0.92,1,1,1,1,0.93,1,1,1,1
161,8.62161,0.89,1,1,1,1,0.9,1,1,1,1,0.91,1,1,1,1,0.92,1,1,1,1,0.92,1,1,1,1
162,8.74003,0.88,1,1,1,1,0.89,1,1,1,1,0.91,1,1,1,1,0.91,1,1,1,1,0.92,1,1,1,1
163,8.85982,0.87,1,1,1,1,0.89,1,1,1,1,0.91,1,1,1,1,0.91,1,1,1,1,0.91,1,1,1,1
164,8.981,0.87,1,1,1,1,0.88,1,1,1,1,0.9,1,1,1,1,0.91,1,1,1,1,0.91,1,1,1,1
165,9.10358,0.87,1,1,1,1,0.88,1,1,1,1,0.89,1,1,1,1,0.9,1,1,1,1,0.9,1,1,1,1
166,9.22759,0.87,1,1,1,1,0.88,1,1,1,1,0.88,1,1,1,1,0.89,1,1,1,1,0.9,1,1,1,1
167,9.35303,0.87,1,1,1,1,0.88,1,1,1,1,0.88,1,1,1,1,0.89,1,1,1,1,0.89,1,1,1,1
168,9.47992,0.87,1,1,1,1,0.87,1,1,1,1,0.88,1,1,1,1,0.89,1,1,1,1,0.89,1,1,1,1
169,9.60828,0.86,1,1,1,1,0.87,1,1,1,1,0.88,1,1,1,1,0.88,1,1,1,1,0.9,1,1,1,1
170,9.73813,0.86,1,1,1,1,0.87,1,1,1,1,0.88,1,1,1,1,0.88,1,1,1,1,0.89,1,1,1,1
171,9.86949,0.86,1,1,1,1,0.87,1,1,1,1,0.87,1,1,1,1,0.87,1,1,1,1,0.88,1,1,1,1
172,10.0024,0.86,1,1,1,1,0.86,1,1,1,1,0.87,1,1,1,1,0.87,1,1,1,1,0.88,1,1,1,1
173,10.1368,0.85,1,1,1,1,0.86,1,1,1,1,0.87,1,1,1,1,0.87,1,1,1,1,0.87,1,1,1,1
174,10.2728,0.84,1,1,1,1,0.85,1,1,1,1,0.86,1,1,1,1,0.87,1,1,1,1,0.87,1,1,1,1
175,10.4103,0.83,1,1,1,1,0.85,1,1,1,1,0.85,1,1,1,1,0.86,1,1,1,1,0.86,1,1,1,1
176,10.5494,0.83,1,1,1,1,0.84,1,1,1,1,0.85,1,1,1,1,0.85,1,1,1,1,0.86,1,1,1,1
177,10.6902,0.83,1,1,1,1,0.84,1,1,1,1,0.84,1,1,1,1,0.85,1,1,1,1,0.86,1,1,1,1
178,10.8326,0.82,1,1,1,1,0.83,1,1,1,1,0.84,1,1,1,1,0.84,1,1,1,1,0.86,1,1,1,1
179,10.9766,0.82,1,1,1,1,0.83,1,1,1,1,0.84,1,1,1,1,0.84,1,1,1,1,0.85,1,1,1,1
180,11.1223,0.82,1,1,1,1,0.83,1,1,1,1,0.83,1,1,1,1,0.84,1,1,1,1,0.85,1,1,1,1
181,11.2697,0.82,1,1,1,1,0.83,1,1,1,1,0.83,1,1,1,1,0.83,1,1,1,1,0.84,1,1,1,1
182,11.4188,0.82,1,1,1,1,0.83,1,1,1,1,0.83,1,1,1,1,0.83,1,1,1,1,0.84,1,1,1,1
183,11.5696,0.81,1,1,1,1,0.82,1,1,1,1,0.82,1,1,1,1,0.83,1,1,1,1,0.83,1,1,1,1
184,11.7222,0.81,1,1,1,1,0.82,1,1,1,1,0.82,1,1,1,1,0.82,1,1,1,1,0.83,1,1,1,1
185,11.8766,0.8,1,1,1,1,0.81,1,1,1,1,0.81,1,1,1,1,0.82,1,1,1,1,0.82,1,1,1,1
186,12.0327,0.8,1,1,1,1,0.81,1,1,1,1,0.81,1,1,1,1,0.81,1,1,1,1,0.83,1,1,1,1
187,12.1906,0.8,1,1,1,1,0.8,1,1,1,1,0.8,1,1,1,1,0.81,1,1,1,1,0.82,1,1,1,1
188,12.3504,0.8,1,1,1,1,0.8,1,1,1,1,0.8,1,1,1,1,0.81,1,1,1,1,0.82,1,1,1,1
189,12.512,0.79,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1,0.8,1,1,1,1,0.81,1,1,1,1
190,12.6755,0.79,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1,0.8,1,1,1,1,0.81,1,1,1,1
191,12.8409,0.79,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1,0.8,1,1,1,1,0.8,1,1,1,1
192,13.0082,0.78,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1,0.8,1,1,1,1,0.8,1,1,1,1
193,13.1774,0.78,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1,0.8,1,1,1,1,0.8,1,1,1,1
194,13.3486,0.78,1,1,1,1,0.78,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1
195,13.5218,0.77,1,1,1,1,0.78,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1
196,13.697,0.77,1,1,1,1,0.77,1,1,1,1,0.78,1,1,1,1,0.79,1,1,1,1,0.79,1,1,1,1
197,13.8742,0.77,1,1,1,1,0.77,1,1,1,1,0.78,1,1,1,1,0.78,1,1,1,1,0.79,1,1,1,1
198,14.0535,0.77,1,1,1,1,0.77,1,1,1,1,0.78,1,1,1,1,0.78,1,1,1,1,0.78,1,1,1,1
199,14.2348,0.77,1,1,1,1,0.77,1,1,1,1,0.77,1,1,1,1,0.78,1,1,1,1,0.78,1,1,1,1
200,14.4183,0.76,1,1,1,1,0.77,1,1,1,1,0.77,1,1,1,1,0.77,1,1,1,1,0.78,1,1,1,1
201,14.6039,0.76,1,1,1,1,0.76,1,1,1,1,0.76,1,1,1,1,0.77,1,1,1,1,0.77,1,1,1,1
202,14.7916,0.76,1,1,1,1,0.76,1,1,1,1,0.75,1,1,1,1,0.76,1,1,1,1,0.77,1,1,1,1
203,14.9815,0.75,1,1,1,1,0.76,1,1,1,1,0.75,1,1,1,1,0.76,1,1,1,1,0.77,1,1,1,1
204,15.1736,0.75,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,0.76,1,1,1,1,0.76,1,1,1,1
205,15.3679,0.75,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,0.76,1,1,1,1,0.76,1,1,1,1
206,15.5645,0.74,1,1,1,1,0.74,1,1,1,1,0.75,1,1,1,1,0.76,1,1,1,1,0.76,1,1,1,1
207,15.7633,0.74,1,1,1,1,0.74,1,1,1,1,0.75,1,1,1,1,0.76,1,1,1,1,0.76,1,1,1,1
208,15.9645,0.74,1,1,1,1,0.74,1,1,1,1,0.75,1,1,1,1,0.76,1,1,1,1,0.76,1,1,1,1
209,16.168,0.74,1,1,1,1,0.74,1,1,1,1,0.74,1,1,1,1,0.75,1,1,1,1,0.76,1,1,1,1
210,16.3738,0.73,1,1,1,1,0.74,1,1,1,1,0.74,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1
211,16.5821,0.73,0.99,1,1,1,0.74,1,1,1,1,0.74,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1
212,16.7927,0.73,0.99,1,1,1,0.73,1,1,1,1,0.74,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1
213,17.0058,0.73,0.99,1,1,1,0.73,0.99,1,1,1,0.73,1,1,1,1,0.74,1,1,1,1,0.74,1,1,1,1
214,17.2213,0.72,0.99,1,1,1,0.73,0.99,1,1,1,0.73,0.99,1,1,1,0.74,1,1,1,1,0.74,1,1,1,1
215,17.4394,0.72,0.98,1,1,1,0.72,0.99,1,1,1,0.72,0.99,1,1,1,0.73,1,1,1,1,0.73,1,1,1,1
216,17.66,0.72,0.98,1,1,1,0.72,0.98,1,1,1,0.72,0.99,1,1,1,0.73,1,1,1,1,0.73,1,1,1,1
217,17.8831,0.72,0.97,1,1,1,0.72,0.98,1,1,1,0.72,0.99,1,1,1,0.73,0.99,1,1,1,0.73,1,1,1,1
218,18.1088,0.72,0.97,1,1,1,0.72,0.97,1,1,1,0.72,0.98,1,1,1,0.73,0.99,1,1,1,0.73,1,1,1,1
219,18.3372,0.72,0.96,1,1,1,0.72,0.97,1,1,1,0.72,0.98,1,1,1,0.73,0.99,1,1,1,0.73,0.99,1,1,1
220,18.5681,0.71,0.96,1,1,1,0.71,0.97,1,1,1,0.72,0.97,1,1,1,0.72,0.99,1,1,1,0.73,0.99,1,1,1
