gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[1 0],VF[1 1],VF[1 2],VF[2 0],VF[2 1],VF[2 2],VF[3 0],VF[3 1],VF[3 2],VF[4 0],VF[4 1],VF[4 2]
0,0,-21.6969,-21.6969,-21.6969,-20.912,-20.912,-20.912,-20.157,-20.157,-20.157,-19.4406,-19.4406,-19.4406,-18.763,-18.763,-18.763
1,0.0468873,-21.5675,-21.5675,-21.5675,-20.8258,-20.8258,-20.8258,-20.0977,-20.0977,-20.0977,-19.3977,-19.3977,-19.3977,-18.7302,-18.7302,-18.7302
2,0.0951487,-21.4508,-21.4508,-21.4508,-20.7445,-20.7445,-20.7445,-20.0394,-20.0394,-20.0394,-19.3555,-19.3555,-19.3555,-18.6971,-18.6971,-18.6971
3,0.144824,-21.3427,-21.3427,-21.3427,-20.6662,-20.6662,-20.6662,-19.9827,-19.9827,-19.9827,-19.3129,-19.3129,-19.3129,-18.6635,-18.6635,-18.6635
4,0.195956,-21.2412,-21.2412,-21.2412,-20.5908,-20.5908,-20.5908,-19.9271,-19.9271,-19.9271,-19.2702,-19.2702,-19.2702,-18.6293,-18.6293,-18.6293
5,0.248585,-21.1453,-21.1453,-21.1453,-20.5182,-20.5182,-20.5182,-19.8718,-19.8718,-19.8718,-19.2271,-19.2271,-19.2271,-18.5947,-18.5947,-18.5947
6,0.302757,-21.0539,-21.0539,-21.0539,-20.4471,-20.4471,-20.4471,-19.8169,-19.8169,-19.8169,-19.1837,-19.1837,-19.1837,-18.5595,-18.5595,-18.5595
7,0.358517,-20.9646,-20.9646,-20.9646,-20.3769,-20.3769,-20.3769,-19.7619,-19.7619,-19.7619,-19.14,-19.14,-19.14,-18.5238,-18.5238,-18.5238
8,0.41591,-20.8778,-20.8778,-20.8778,-20.3075,-20.3075,-20.3075,-19.7067,-19.7067,-19.7067,-19.0957,-19.0957,-19.0957,-18.4873,-18.4873,-18.4873
9,0.474986,-20.7925,-20.7925,-20.7925,-20.2391,-20.2391,-20.2391,-19.6516,-19.6516,-19.6516,-19.051,-19.051,-19.051,-18.4505,-18.4505,-18.4505
10,0.535792,-20.7086,-20.7086,-20.7086,-20.1708,-20.1708,-20.1708,-19.5964,-19.5964,-19.5964,-19.0059,-19.0059,-19.0059,-18.4128,-18.4128,-18.4128
11,0.598381,-20.6263,-20.6263,-20.6263,-20.1027,-20.1027,-20.1027,-19.5409,-19.5409,-19.5409,-18.96,-18.96,-18.96,-18.3748,-18.3748,-18.3748
12,0.662804,-20.545,-20.545,-20.545,-20.0349,-20.0349,-20.0349,-19.4851,-19.4851,-19.4851,-18.9139,-18.9139,-18.9139,-18.3359,-18.3359,-18.3359
13,0.729114,-20.4644,-20.4644,-20.4644,-19.9676,-19.9676,-19.9676,-19.4289,-19.4289,-19.4289,-18.8671,-18.8671,-18.8671,-18.2965,-18.2965,-18.2965
14,0.797368,-20.3844,-20.3844,-20.3844,-19.9001,-19.9001,-19.9001,-19.3725,-19.3725,-19.3725,-18.8197,-18.8197,-18.8197,-18.2564,-18.2564,-18.2564
15,0.867622,-20.3049,-20.3049,-20.3049,-19.8326,-19.8326,-19.8326,-19.3155,-19.3155,-19.3155,-18.7718,-18.7718,-18.7718,-18.2157,-18.2157,-18.2157
16,0.939934,-20.2258,-20.2258,-20.2258,-19.7649,-19.7649,-19.7649,-19.2581,-19.2581,-19.2581,-18.723,-18.723,-18.723,-18.1742,-18.1742,-18.1742
17,1.01437,-20.1473,-20.1473,-20.1473,-19.697,-19.697,-19.697,-19.2004,-19.2004,-19.2004,-18.6737,-18.6737,-18.6737,-18.132,-18.132,-18.132
18,1.09098,-20.069,-20.069,-20.069,-19.629,-19.629,-19.629,-19.142,-19.142,-19.142,-18.6239,-18.6239,-18.6239,-18.0891,-18.0891,-18.0891
19,1.16984,-19.9908,-19.9908,-19.9908,-19.5608,-19.5608,-19.5608,-19.0831,-19.0831,-19.0831,-18.5733,-18.5733,-18.5733,-18.0455,-18.0455,-18.0455
20,1.25101,-19.9127,-19.9127,-19.9127,-19.4923,-19.4923,-19.4923,-19.0238,-19.0238,-19.0238,-18.522,-18.522,-18.522,-18.0012,-18.0012,-18.0012
21,1.33455,-19.8344,-19.8344,-19.8344,-19.4234,-19.4234,-19.4234,-18.964,-18.964,-18.964,-18.4702,-18.4702,-18.4702,-17.9562,-17.9562,-17.9562
22,1.42055,-19.7562,-19.7562,-19.7561,-19.3542,-19.3542,-19.3542,-18.9035,-18.9035,-18.9035,-18.4176,-18.4176,-18.4176,-17.9104,-17.9104,-17.9104
23,1.50907,-19.6778,-19.6778,-19.6777,-19.2847,-19.2847,-19.2847,-18.8423,-18.8423,-18.8423,-18.3642,-18.3642,-18.3642,-17.8639,-17.8639,-17.8639
24,1.60018,-19.5994,-19.5994,-19.5993,-19.2149,-19.2149,-19.2149,-18.7807,-18.7807,-18.7807,-18.3101,-18.3101,-18.3101,-17.8166,-17.8166,-17.8166
25,1.69396,-19.5209,-19.5209,-19.5208,-19.1446,-19.1446,-19.1445,-18.7185,-18.7185,-18.7185,-18.2555,-18.2555,-18.2555,-17.7685,-17.7685,-17.7685
26,1.79048,-19.4421,-19.4421,-19.442,-19.0738,-19.0738,-19.0737,-18.6556,-18.6556,-18.6556,-18.2001,-18.2001,-18.2001,-17.7198,-17.7198,-17.7198
27,1.88984,-19.363,-19.363,-19.363,-19.0024,-19.0024,-19.0024,-18.5922,-18.5922,-18.5922,-18.1438,-18.1438,-18.1438,-17.6702,-17.6702,-17.6702
28,1.99211,-19.2838,-19.2838,-19.2836,-18.9305,-18.9305,-18.9305,-18.528,-18.528,-18.528,-18.0869,-18.0869,-18.0869,-17.6197,-17.6197,-17.6197
29,2.09737,-19.2042,-19.2042,-19.2039,-18.8583,-18.8583,-18.8583,-18.4632,-18.4632,-18.4632,-18.0293,-18.0293,-18.0293,-17.5687,-17.5687,-17.5687
30,2.20572,-19.1243,-19.1243,-19.1239,-18.7857,-18.7857,-18.7855,-18.3977,-18.3977,-18.3977,-17.9707,-17.9707,-17.9707,-17.5168,-17.5168,-17.5168
31,2.31725,-19.0439,-19.0439,-19.0435,-18.7124,-18.7124,-18.7122,-18.3316,-18.3316,-18.3316,-17.9115,-17.9115,-17.9115,-17.464,-17.464,-17.464
32,2.43204,-18.9632,-18.9632,-18.9627,-18.6386,-18.6386,-18.6383,-18.2648,-18.2648,-18.2648,-17.8517,-17.8517,-17.8517,-17.4105,-17.4105,-17.4105
33,2.5502,-18.8821,-18.8821,-18.8815,-18.5641,-18.5641,-18.5639,-18.1973,-18.1973,-18.1972,-17.791,-17.791,-17.791,-17.3562,-17.3562,-17.3562
34,2.67182,-18.8006,-18.8006,-18.8,-18.4891,-18.4891,-18.4888,-18.129,-18.129,-18.1289,-17.7294,-17.7294,-17.7294,-17.301,-17.301,-17.301
35,2.797,-18.7187,-18.7187,-18.7181,-18.4135,-18.4135,-18.4131,-18.0602,-18.0602,-18.0601,-17.6671,-17.6671,-17.6671,-17.245,-17.245,-17.245
36,2.92586,-18.6364,-18.6364,-18.6357,-18.3373,-18.3373,-18.3369,-17.9906,-17.9906,-17.9904,-17.604,-17.604,-17.604,-17.1882,-17.1882,-17.1882
37,3.05848,-18.5536,-18.5536,-18.5527,-18.2606,-18.2606,-18.2601,-17.9203,-17.9203,-17.9201,-17.5402,-17.5402,-17.5402,-17.1306,-17.1306,-17.1306
38,3.195,-18.4702,-18.4702,-18.4693,-18.1832,-18.1832,-18.1827,-17.8492,-17.8492,-17.849,-17.4756,-17.4756,-17.4756,-17.072,-17.072,-17.072
39,3.33551,-18.3863,-18.3863,-18.3854,-18.1052,-18.1052,-18.1046,-17.7774,-17.7774,-17.7772,-17.4102,-17.4102,-17.4101,-17.0128,-17.0128,-17.0128
40,3.48015,-18.3019,-18.3019,-18.301,-18.0265,-18.0265,-18.0259,-17.7048,-17.7048,-17.7046,-17.3438,-17.3438,-17.3437,-16.9527,-16.9527,-16.9527
41,3.62902,-18.2169,-18.2169,-18.216,-17.9473,-17.9473,-17.9466,-17.6317,-17.6317,-17.6313,-17.2768,-17.2768,-17.2767,-16.8917,-16.8917,-16.8917
42,3.78225,-18.1315,-18.1315,-18.1305,-17.8673,-17.8673,-17.8667,-17.5577,-17.5577,-17.5573,-17.209,-17.209,-17.2089,-16.8297,-16.8297,-16.8297
