gridnumber,capital,Portfolio[0 0],Portfolio[1 0],Portfolio[2 0],Portfolio[3 0],Portfolio[4 0],Portfolio[5 0],Portfolio[6 0],Portfolio[0 1],Portfolio[1 1],Portfolio[2 1],Portfolio[3 1],Portfolio[4 1],Portfolio[5 1],Portfolio[6 1],Portfolio[0 2],Portfolio[1 2],Portfolio[2 2],Portfolio[3 2],Portfolio[4 2],Portfolio[5 2],Portfolio[6 2],Portfolio[0 3],Portfolio[1 3],Portfolio[2 3],Portfolio[3 3],Portfolio[4 3],Portfolio[5 3],Portfolio[6 3],Portfolio[0 4],Portfolio[1 4],Portfolio[2 4],Portfolio[3 4],Portfolio[4 4],Portfolio[5 4],Portfolio[6 4],Portfolio[0 5],Portfolio[1 5],Portfolio[2 5],Portfolio[3 5],Portfolio[4 5],Portfolio[5 5],Portfolio[6 5],Portfolio[0 6],Portfolio[1 6],Portfolio[2 6],Portfolio[3 6],Portfolio[4 6],Portfolio[5 6],Portfolio[6 6]
25,0.533939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,0.558661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,0.58367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0.608968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0.634559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,0.660447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,0.686635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,0.713126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.739924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,0.767033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,0.794456,1,1,1,1,0.99,0.99,0.99,1,1,1,1,0.99,0.99,0.99,1,1,1,1,0.99,0.99,0.99,1,1,1,1,0.99,0.99,0.99,1,1,1,1,0.99,0.99,0.99,1,1,1,1,0.99,0.99,0.99,1,1,1,1,0.99,0.99,0.99
36,0.822196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,0.850258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.878644,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99
39,0.90736,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.98,0.98
40,0.936408,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
41,0.965793,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
42,0.995519,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
43,1.02559,0.96,0.95,0.95,0.95,0.95,0.95,0.94,0.96,0.95,0.95,0.95,0.95,0.95,0.94,0.96,0.95,0.95,0.95,0.95,0.95,0.94,0.96,0.95,0.95,0.95,0.95,0.95,0.94,0.96,0.95,0.95,0.95,0.95,0.95,0.94,0.96,0.95,0.95,0.95,0.95,0.95,0.94,0.96,0.95,0.95,0.95,0.95,0.95,0.94
44,1.05601,0.93,0.92,0.91,0.89,0.88,0.86,0.85,0.93,0.92,0.91,0.89,0.88,0.86,0.85,0.93,0.92,0.91,0.89,0.88,0.86,0.85,0.93,0.92,0.91,0.89,0.88,0.86,0.85,0.93,0.92,0.91,0.89,0.88,0.86,0.85,0.93,0.92,0.91,0.89,0.88,0.86,0.85,0.93,0.92,0.91,0.89,0.88,0.86,0.85
45,1.08678,0.92,0.91,0.88,0.87,0.85,0.84,0.82,0.92,0.91,0.88,0.87,0.85,0.84,0.82,0.92,0.91,0.88,0.87,0.85,0.84,0.82,0.92,0.91,0.88,0.87,0.85,0.84,0.82,0.92,0.91,0.88,0.87,0.85,0.84,0.82,0.92,0.91,0.88,0.87,0.85,0.84,0.82,0.92,0.91,0.88,0.87,0.85,0.84,0.82
46,1.1179,0.9,0.88,0.86,0.85,0.82,0.82,0.81,0.9,0.88,0.86,0.85,0.82,0.82,0.81,0.9,0.88,0.86,0.85,0.82,0.82,0.81,0.9,0.88,0.86,0.85,0.82,0.82,0.81,0.9,0.88,0.86,0.85,0.82,0.82,0.81,0.9,0.88,0.86,0.85,0.82,0.82,0.81,0.9,0.88,0.86,0.85,0.82,0.82,0.81
47,1.14939,0.88,0.86,0.85,0.82,0.81,0.81,0.79,0.88,0.86,0.85,0.82,0.81,0.81,0.79,0.88,0.86,0.85,0.82,0.81,0.81,0.79,0.88,0.86,0.85,0.82,0.81,0.81,0.79,0.88,0.86,0.85,0.82,0.81,0.81,0.79,0.88,0.86,0.85,0.82,0.81,0.81,0.79,0.88,0.86,0.85,0.82,0.81,0.81,0.79
48,1.18124,0.86,0.83,0.82,0.81,0.81,0.81,0.81,0.86,0.83,0.82,0.81,0.81,0.81,0.81,0.86,0.83,0.82,0.81,0.81,0.81,0.81,0.86,0.83,0.82,0.81,0.81,0.81,0.81,0.86,0.83,0.82,0.81,0.81,0.81,0.81,0.86,0.83,0.82,0.81,0.81,0.81,0.81,0.86,0.83,0.82,0.81,0.81,0.81,0.81
49,1.21346,0.83,0.82,0.81,0.8,0.79,0.79,0.79,0.83,0.82,0.81,0.8,0.79,0.79,0.79,0.83,0.82,0.81,0.8,0.79,0.79,0.79,0.83,0.82,0.81,0.8,0.79,0.79,0.79,0.83,0.82,0.81,0.8,0.79,0.79,0.79,0.83,0.82,0.81,0.8,0.79,0.79,0.79,0.83,0.82,0.81,0.8,0.79,0.79,0.79
50,1.24606,0.81,0.81,0.79,0.77,0.77,0.77,0.77,0.81,0.81,0.79,0.77,0.77,0.77,0.77,0.81,0.81,0.79,0.77,0.77,0.77,0.77,0.81,0.81,0.79,0.77,0.77,0.77,0.77,0.81,0.81,0.79,0.77,0.77,0.77,0.77,0.81,0.81,0.79,0.77,0.77,0.77,0.77,0.81,0.81,0.79,0.77,0.77,0.77,0.77
51,1.27903,0.8,0.78,0.76,0.74,0.73,0.73,0.73,0.8,0.78,0.76,0.74,0.73,0.73,0.73,0.8,0.78,0.76,0.74,0.73,0.73,0.73,0.8,0.78,0.76,0.74,0.73,0.73,0.73,0.8,0.78,0.76,0.74,0.73,0.73,0.73,0.8,0.78,0.76,0.74,0.73,0.73,0.73,0.8,0.78,0.76,0.74,0.73,0.73,0.73
52,1.31239,0.79,0.77,0.73,0.72,0.71,0.71,0.71,0.79,0.77,0.73,0.72,0.71,0.71,0.71,0.79,0.77,0.73,0.72,0.71,0.71,0.71,0.79,0.77,0.73,0.72,0.71,0.71,0.71,0.79,0.77,0.73,0.72,0.71,0.71,0.71,0.79,0.77,0.73,0.72,0.71,0.71,0.71,0.79,0.77,0.73,0.72,0.71,0.71,0.71
53,1.34613,0.77,0.73,0.72,0.7,0.69,0.69,0.69,0.77,0.73,0.72,0.7,0.69,0.69,0.69,0.77,0.73,0.72,0.7,0.69,0.69,0.69,0.77,0.73,0.72,0.7,0.69,0.69,0.69,0.77,0.73,0.72,0.7,0.69,0.69,0.69,0.77,0.73,0.72,0.7,0.69,0.69,0.69,0.77,0.73,0.72,0.7,0.69,0.69,0.69
54,1.38026,0.74,0.73,0.7,0.69,0.68,0.68,0.69,0.74,0.73,0.7,0.69,0.68,0.68,0.69,0.74,0.73,0.7,0.69,0.68,0.68,0.69,0.74,0.73,0.7,0.69,0.68,0.68,0.69,0.74,0.73,0.7,0.69,0.68,0.68,0.69,0.74,0.73,0.7,0.69,0.68,0.68,0.69,0.74,0.73,0.7,0.69,0.68,0.68,0.69
55,1.41479,0.73,0.7,0.68,0.67,0.67,0.67,0.67,0.73,0.7,0.68,0.67,0.67,0.67,0.67,0.73,0.7,0.68,0.67,0.67,0.67,0.67,0.73,0.7,0.68,0.67,0.67,0.67,0.67,0.73,0.7,0.68,0.67,0.67,0.67,0.67,0.73,0.7,0.68,0.67,0.67,0.67,0.67,0.73,0.7,0.68,0.67,0.67,0.67,0.67
56,1.44971,0.7,0.69,0.69,0.69,0.68,0.68,0.68,0.7,0.69,0.69,0.69,0.68,0.68,0.68,0.7,0.69,0.69,0.69,0.68,0.68,0.68,0.71,0.69,0.69,0.69,0.68,0.68,0.68,0.71,0.69,0.69,0.69,0.68,0.68,0.68,0.71,0.69,0.69,0.69,0.68,0.68,0.68,0.71,0.69,0.69,0.69,0.68,0.68,0.68
57,1.48504,0.71,0.71,0.7,0.7,0.69,0.69,0.69,0.71,0.71,0.7,0.7,0.69,0.69,0.69,0.71,0.71,0.7,0.7,0.69,0.69,0.69,0.71,0.71,0.7,0.7,0.69,0.69,0.69,0.71,0.71,0.7,0.7,0.69,0.69,0.69,0.71,0.71,0.7,0.7,0.69,0.69,0.69,0.71,0.71,0.7,0.7,0.69,0.69,0.69
58,1.52078,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.72,0.72,0.71,0.71,0.71,0.71,0.71
59,1.55694,0.7,0.7,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.71,0.71,0.71,0.71,0.71
60,1.59351,0.69,0.69,0.7,0.71,0.72,0.72,0.72,0.69,0.69,0.7,0.71,0.72,0.72,0.72,0.69,0.69,0.7,0.71,0.72,0.72,0.72,0.69,0.69,0.7,0.71,0.72,0.72,0.72,0.69,0.69,0.7,0.71,0.72,0.72,0.72,0.69,0.69,0.7,0.71,0.72,0.72,0.72,0.69,0.69,0.7,0.71,0.72,0.72,0.72
61,1.63051,0.69,0.69,0.7,0.71,0.72,0.72,0.73,0.69,0.69,0.7,0.71,0.72,0.72,0.73,0.69,0.69,0.7,0.71,0.72,0.72,0.73,0.69,0.69,0.7,0.71,0.72,0.72,0.73,0.69,0.69,0.7,0.71,0.72,0.72,0.73,0.69,0.69,0.7,0.71,0.72,0.72,0.73,0.69,0.69,0.7,0.71,0.72,0.72,0.73
62,1.66794,0.69,0.69,0.7,0.71,0.71,0.71,0.71,0.69,0.69,0.7,0.71,0.71,0.71,0.71,0.69,0.69,0.7,0.71,0.71,0.71,0.71,0.69,0.69,0.7,0.71,0.71,0.71,0.71,0.69,0.69,0.7,0.71,0.71,0.71,0.71,0.69,0.69,0.7,0.71,0.71,0.71,0.71,0.69,0.69,0.7,0.71,0.71,0.71,0.71
63,1.7058,0.69,0.69,0.7,0.71,0.71,0.72,0.72,0.69,0.69,0.7,0.71,0.71,0.72,0.72,0.69,0.69,0.7,0.71,0.71,0.72,0.72,0.69,0.69,0.7,0.71,0.71,0.72,0.72,0.69,0.69,0.7,0.71,0.71,0.72,0.72,0.69,0.69,0.7,0.71,0.71,0.72,0.72,0.69,0.69,0.7,0.71,0.71,0.72,0.72
64,1.7441,0.69,0.7,0.71,0.71,0.72,0.72,0.72,0.69,0.7,0.71,0.71,0.72,0.72,0.72,0.69,0.7,0.71,0.71,0.72,0.72,0.72,0.69,0.7,0.71,0.71,0.72,0.72,0.72,0.69,0.7,0.71,0.71,0.72,0.72,0.72,0.69,0.7,0.71,0.71,0.72,0.72,0.72,0.69,0.7,0.71,0.71,0.72,0.72,0.72
65,1.78284,0.69,0.7,0.71,0.72,0.73,0.73,0.73,0.69,0.7,0.71,0.72,0.73,0.73,0.73,0.69,0.7,0.71,0.72,0.73,0.73,0.73,0.69,0.7,0.71,0.72,0.73,0.73,0.73,0.69,0.7,0.71,0.72,0.73,0.73,0.73,0.69,0.7,0.71,0.72,0.73,0.73,0.73,0.69,0.7,0.71,0.72,0.73,0.73,0.73
66,1.82203,0.69,0.69,0.7,0.71,0.71,0.71,0.72,0.69,0.69,0.7,0.71,0.71,0.71,0.72,0.69,0.69,0.7,0.71,0.71,0.71,0.72,0.69,0.69,0.7,0.71,0.71,0.71,0.72,0.69,0.69,0.7,0.71,0.71,0.71,0.72,0.69,0.69,0.7,0.71,0.71,0.71,0.72,0.69,0.69,0.7,0.71,0.71,0.71,0.72
67,1.86167,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.68,0.69,0.69,0.7,0.7,0.71,0.71,0.68,0.69,0.69,0.7,0.7,0.71,0.71
68,1.90178,0.68,0.69,0.69,0.69,0.7,0.71,0.71,0.68,0.69,0.69,0.69,0.7,0.71,0.71,0.68,0.69,0.69,0.69,0.7,0.71,0.71,0.68,0.69,0.69,0.69,0.7,0.71,0.71,0.68,0.69,0.69,0.69,0.7,0.71,0.71,0.68,0.69,0.69,0.69,0.7,0.71,0.71,0.68,0.69,0.69,0.69,0.7,0.71,0.71
69,1.94235,0.68,0.68,0.69,0.69,0.7,0.7,0.71,0.68,0.68,0.69,0.69,0.7,0.7,0.71,0.68,0.68,0.69,0.69,0.7,0.7,0.71,0.68,0.68,0.69,0.69,0.7,0.7,0.71,0.68,0.68,0.69,0.69,0.7,0.7,0.71,0.68,0.68,0.69,0.69,0.7,0.7,0.71,0.68,0.68,0.69,0.69,0.7,0.7,0.71
70,1.98339,0.68,0.69,0.69,0.7,0.7,0.7,0.7,0.68,0.69,0.69,0.7,0.7,0.7,0.7,0.68,0.69,0.69,0.7,0.7,0.7,0.7,0.68,0.69,0.69,0.7,0.7,0.7,0.7,0.68,0.69,0.69,0.7,0.7,0.7,0.7,0.68,0.69,0.69,0.7,0.7,0.7,0.7,0.68,0.69,0.69,0.7,0.7,0.7,0.7
71,2.0249,0.68,0.69,0.69,0.7,0.71,0.71,0.71,0.68,0.69,0.69,0.7,0.71,0.71,0.71,0.68,0.69,0.69,0.7,0.71,0.71,0.71,0.68,0.69,0.69,0.7,0.71,0.71,0.71,0.68,0.69,0.69,0.7,0.71,0.71,0.71,0.68,0.69,0.69,0.7,0.71,0.71,0.71,0.68,0.69,0.69,0.7,0.71,0.71,0.71
72,2.0669,0.68,0.68,0.69,0.69,0.7,0.7,0.7,0.68,0.68,0.69,0.69,0.7,0.7,0.7,0.68,0.68,0.69,0.69,0.7,0.7,0.7,0.68,0.68,0.69,0.69,0.7,0.7,0.7,0.68,0.68,0.69,0.69,0.7,0.7,0.7,0.68,0.68,0.69,0.69,0.7,0.7,0.7,0.68,0.68,0.69,0.69,0.7,0.7,0.7
73,2.10938,0.67,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.68,0.68,0.68,0.68,0.68,0.68
74,2.15235,0.67,0.67,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.68,0.68,0.68,0.68,0.68
75,2.19582,0.67,0.67,0.67,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.68,0.68,0.67,0.67
76,2.2398,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.67,0.67,0.67,0.67,0.67,0.67,0.66
77,2.28428,0.66,0.66,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.67,0.67,0.66,0.66,0.66
78,2.32928,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.65
79,2.37481,0.65,0.65,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.66,0.66,0.65,0.65,0.65
80,2.42085,0.64,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.64
