gridnumber,capital,Portfolio[0 0 00],Portfolio[0 0 01],Portfolio[0 0 02],Portfolio[0 0 10],Portfolio[0 0 11],Portfolio[0 0 12],Portfolio[0 0 20],Portfolio[0 0 21],Portfolio[0 0 22],Portfolio[0 1 00],Portfolio[0 1 01],Portfolio[0 1 02],Portfolio[0 1 10],Portfolio[0 1 11],Portfolio[0 1 12],Portfolio[0 1 20],Portfolio[0 1 21],Portfolio[0 1 22],Portfolio[0 2 00],Portfolio[0 2 01],Portfolio[0 2 02],Portfolio[0 2 10],Portfolio[0 2 11],Portfolio[0 2 12],Portfolio[0 2 20],Portfolio[0 2 21],Portfolio[0 2 22],Portfolio[1 0 00],Portfolio[1 0 01],Portfolio[1 0 02],Portfolio[1 0 10],Portfolio[1 0 11],Portfolio[1 0 12],Portfolio[1 0 20],Portfolio[1 0 21],Portfolio[1 0 22],Portfolio[1 1 00],Portfolio[1 1 01],Portfolio[1 1 02],Portfolio[1 1 10],Portfolio[1 1 11],Portfolio[1 1 12],Portfolio[1 1 20],Portfolio[1 1 21],Portfolio[1 1 22],Portfolio[1 2 00],Portfolio[1 2 01],Portfolio[1 2 02],Portfolio[1 2 10],Portfolio[1 2 11],Portfolio[1 2 12],Portfolio[1 2 20],Portfolio[1 2 21],Portfolio[1 2 22],Portfolio[2 0 00],Portfolio[2 0 01],Portfolio[2 0 02],Portfolio[2 0 10],Portfolio[2 0 11],Portfolio[2 0 12],Portfolio[2 0 20],Portfolio[2 0 21],Portfolio[2 0 22],Portfolio[2 1 00],Portfolio[2 1 01],Portfolio[2 1 02],Portfolio[2 1 10],Portfolio[2 1 11],Portfolio[2 1 12],Portfolio[2 1 20],Portfolio[2 1 21],Portfolio[2 1 22],Portfolio[2 2 00],Portfolio[2 2 01],Portfolio[2 2 02],Portfolio[2 2 10],Portfolio[2 2 11],Portfolio[2 2 12],Portfolio[2 2 20],Portfolio[2 2 21],Portfolio[2 2 22]
10,0.833427,0,0,0,1,0,0,1,1,0.97,0,0,0,1,0,0,1,1,0.97,0,0,0,1,0,0,1,1,0.97,0,0,0,1,0,0,1,1,0.97,0,0,0,1,0,0,1,1,0.97,0,0,0,1,0,0,1,1,0.97,0,0,0,1,0,0,1,1,0.97,0,0,0,1,0,0,1,1,0.97,0,0,0,1,0,0,1,1,0.97
11,0.937629,0,0,0,0.97,0,0,1,1,0.97,0,0,0,0.97,0,0,1,1,0.97,0,0,0,0.97,0,0,1,1,0.97,0,0,0,0.97,0,0,1,1,0.97,0,0,0,0.97,0,0,1,1,0.97,0,0,0,0.97,0,0,1,1,0.97,0,0,0,0.97,0,0,1,1,0.97,0,0,0,0.97,0,0,1,1,0.97,0,0,0,0.97,0,0,1,1,0.97
12,1.04629,0,0,0,0.93,0,0,1,1,1,0,0,0,0.93,0,0,1,1,1,0,0,0,0.93,0,0,1,1,1,0,0,0,0.93,0,0,1,1,1,0,0,0,0.93,0,0,1,1,1,0,0,0,0.93,0,0,1,1,1,0,0,0,0.93,0,0,1,1,1,0,0,0,0.93,0,0,1,1,1,0,0,0,0.93,0,0,1,1,1
13,1.15961,0,0,0,0.89,0,0,1,1,0.92,0,0,0,0.89,0,0,1,1,0.92,0,0,0,0.89,0,0,1,1,0.92,0,0,0,0.89,0,0,1,1,0.92,0,0,0,0.89,0,0,1,1,0.92,0,0,0,0.89,0,0,1,1,0.92,0,0,0,0.89,0,0,1,1,0.92,0,0,0,0.89,0,0,1,1,0.92,0,0,0,0.89,0,0,1,1,0.92
14,1.27778,0,0,0,0.85,0,0,1,1,0.92,0,0,0,0.85,0,0,1,1,0.92,0,0,0,0.85,0,0,1,1,0.92,0,0,0,0.85,0,0,1,1,0.92,0,0,0,0.85,0,0,1,1,0.92,0,0,0,0.85,0,0,1,1,0.92,0,0,0,0.85,0,0,1,1,0.92,0,0,0,0.85,0,0,1,1,0.92,0,0,0,0.85,0,0,1,1,0.92
15,1.40101,0,0,0,0.82,0,0,1,1,0.91,0,0,0,0.82,0,0,1,1,0.91,0,0,0,0.82,0,0,1,1,0.91,0,0,0,0.82,0,0,1,1,0.91,0,0,0,0.82,0,0,1,1,0.91,0,0,0,0.82,0,0,1,1,0.91,0,0,0,0.82,0,0,1,1,0.91,0,0,0,0.82,0,0,1,1,0.91,0,0,0,0.82,0,0,1,1,0.91
16,1.52952,0,0,0,0.79,0,0,1,1,0.9,0,0,0,0.79,0,0,1,1,0.9,0,0,0,0.79,0,0,1,1,0.9,0,0,0,0.79,0,0,1,1,0.9,0,0,0,0.79,0,0,1,1,0.9,0,0,0,0.79,0,0,1,1,0.9,0,0,0,0.79,0,0,1,1,0.9,0,0,0,0.79,0,0,1,1,0.9,0,0,0,0.79,0,0,1,1,0.9
17,1.66353,0,0,0,0.78,0,0,1,1,0.89,0,0,0,0.78,0,0,1,1,0.89,0,0,0,0.78,0,0,1,1,0.89,0,0,0,0.78,0,0,1,1,0.89,0,0,0,0.78,0,0,1,1,0.89,0,0,0,0.78,0,0,1,1,0.89,0,0,0,0.78,0,0,1,1,0.89,0,0,0,0.78,0,0,1,1,0.89,0,0,0,0.78,0,0,1,1,0.89
18,1.80327,0,0,0,0.76,0,0,1,1,0.87,0,0,0,0.76,0,0,1,1,0.87,0,0,0,0.76,0,0,1,1,0.87,0,0,0,0.76,0,0,1,1,0.87,0,0,0,0.76,0,0,1,1,0.87,0,0,0,0.76,0,0,1,1,0.87,0,0,0,0.76,0,0,1,1,0.87,0,0,0,0.76,0,0,1,1,0.87,0,0,0,0.76,0,0,1,1,0.87
19,1.94901,0,0,0,0.75,0,0,1,1,0.84,0,0,0,0.75,0,0,1,1,0.84,0,0,0,0.75,0,0,1,1,0.84,0,0,0,0.75,0,0,1,1,0.84,0,0,0,0.75,0,0,1,1,0.84,0,0,0,0.75,0,0,1,1,0.84,0,0,0,0.75,0,0,1,1,0.84,0,0,0,0.75,0,0,1,1,0.84,0,0,0,0.75,0,0,1,1,0.84
20,2.10098,0,0,0,0.74,0,0,1,1,0.81,0,0,0,0.74,0,0,1,1,0.81,0,0,0,0.74,0,0,1,1,0.81,0,0,0,0.74,0,0,1,1,0.81,0,0,0,0.74,0,0,1,1,0.81,0,0,0,0.74,0,0,1,1,0.81,0,0,0,0.74,0,0,1,1,0.81,0,0,0,0.74,0,0,1,1,0.81,0,0,0,0.74,0,0,1,1,0.81
21,2.25946,0,0,0,0.74,0.04,0,1,1,0.79,0,0,0,0.74,0.04,0,1,1,0.79,0,0,0,0.74,0.04,0,1,1,0.79,0,0,0,0.74,0.04,0,1,1,0.79,0,0,0,0.74,0.04,0,1,1,0.79,0,0,0,0.74,0.04,0,1,1,0.79,0,0,0,0.74,0.04,0,1,1,0.79,0,0,0,0.74,0.04,0,1,1,0.79,0,0,0,0.74,0.04,0,1,1,0.79
22,2.42473,0,0,0,0.73,0.09,0,1,1,0.76,0,0,0,0.73,0.09,0,1,1,0.76,0,0,0,0.73,0.09,0,1,1,0.76,0,0,0,0.73,0.09,0,1,1,0.76,0,0,0,0.73,0.09,0,1,1,0.76,0,0,0,0.73,0.09,0,1,1,0.76,0,0,0,0.73,0.09,0,1,1,0.76,0,0,0,0.73,0.09,0,1,1,0.76,0,0,0,0.73,0.09,0,1,1,0.76
23,2.59707,0,0,0,0.71,0.09,0,1,1,0.75,0,0,0,0.71,0.09,0,1,1,0.75,0,0,0,0.71,0.09,0,1,1,0.75,0,0,0,0.71,0.09,0,1,1,0.75,0,0,0,0.71,0.09,0,1,1,0.75,0,0,0,0.71,0.09,0,1,1,0.75,0,0,0,0.71,0.09,0,1,1,0.75,0,0,0,0.71,0.09,0,1,1,0.75,0,0,0,0.71,0.09,0,1,1,0.75
24,2.77679,0,0,0,0.7,0.09,0,1,1,0.73,0,0,0,0.7,0.09,0,1,1,0.73,0,0,0,0.7,0.09,0,1,1,0.73,0,0,0,0.7,0.09,0,1,1,0.73,0,0,0,0.7,0.09,0,1,1,0.73,0,0,0,0.7,0.09,0,1,1,0.73,0,0,0,0.7,0.09,0,1,1,0.73,0,0,0,0.7,0.09,0,1,1,0.73,0,0,0,0.7,0.09,0,1,1,0.73
25,2.96421,0,0,0,0.68,0.09,0,1,1,0.72,0,0,0,0.68,0.09,0,1,1,0.72,0,0,0,0.68,0.09,0,1,1,0.72,0,0,0,0.68,0.09,0,1,1,0.72,0,0,0,0.68,0.09,0,1,1,0.72,0,0,0,0.68,0.09,0,1,1,0.72,0,0,0,0.68,0.09,0,1,1,0.72,0,0,0,0.68,0.09,0,1,1,0.72,0,0,0,0.68,0.09,0,1,1,0.72
26,3.15966,0,0,0,0.67,0.09,0,1,1,0.7,0,0,0,0.67,0.09,0,1,1,0.7,0,0,0,0.67,0.09,0,1,1,0.7,0,0,0,0.67,0.09,0,1,1,0.7,0,0,0,0.67,0.09,0,1,1,0.7,0,0,0,0.67,0.09,0,1,1,0.7,0,0,0,0.67,0.09,0,1,1,0.7,0,0,0,0.67,0.09,0,1,1,0.7,0,0,0,0.67,0.09,0,1,1,0.7
27,3.36347,0,0,0,0.65,0.09,0,1,1,0.68,0,0,0,0.65,0.09,0,1,1,0.68,0,0,0,0.65,0.09,0,1,1,0.68,0,0,0,0.65,0.09,0,1,1,0.68,0,0,0,0.65,0.09,0,1,1,0.68,0,0,0,0.65,0.09,0,1,1,0.68,0,0,0,0.65,0.09,0,1,1,0.68,0,0,0,0.65,0.09,0,1,1,0.68,0,0,0,0.65,0.09,0,1,1,0.68
28,3.57601,0,0,0,0.63,0.1,0,1,0.97,0.67,0,0,0,0.63,0.1,0,1,0.97,0.67,0,0,0,0.63,0.1,0,1,0.97,0.67,0,0,0,0.63,0.1,0,1,0.97,0.67,0,0,0,0.63,0.1,0,1,0.97,0.67,0,0,0,0.63,0.1,0,1,0.97,0.67,0,0,0,0.63,0.1,0,1,0.97,0.67,0,0,0,0.63,0.1,0,1,0.97,0.67,0,0,0,0.63,0.1,0,1,0.97,0.67
29,3.79766,0,0,0,0.61,0.1,0,1,0.95,0.65,0,0,0,0.61,0.1,0,1,0.95,0.65,0,0,0,0.61,0.1,0,1,0.95,0.65,0,0,0,0.61,0.1,0,1,0.95,0.65,0,0,0,0.61,0.1,0,1,0.95,0.65,0,0,0,0.61,0.1,0,1,0.95,0.65,0,0,0,0.61,0.1,0,1,0.95,0.65,0,0,0,0.61,0.1,0,1,0.95,0.65,0,0,0,0.61,0.1,0,1,0.95,0.65
30,4.02879,0,0,0,0.59,0.1,0,1,0.92,0.64,0,0,0,0.59,0.1,0,1,0.92,0.64,0,0,0,0.59,0.1,0,1,0.92,0.64,0,0,0,0.59,0.1,0,1,0.92,0.64,0,0,0,0.59,0.1,0,1,0.92,0.64,0,0,0,0.59,0.1,0,1,0.92,0.64,0,0,0,0.59,0.1,0,1,0.92,0.64,0,0,0,0.59,0.1,0,1,0.92,0.64,0,0,0,0.59,0.1,0,1,0.92,0.64
31,4.26982,0,0,0,0.56,0.1,0,1,0.89,0.62,0,0,0,0.56,0.1,0,1,0.89,0.62,0,0,0,0.56,0.1,0,1,0.89,0.62,0,0,0,0.56,0.1,0,1,0.89,0.62,0,0,0,0.56,0.1,0,1,0.89,0.62,0,0,0,0.56,0.1,0,1,0.89,0.62,0,0,0,0.56,0.1,0,1,0.89,0.62,0,0,0,0.56,0.1,0,1,0.89,0.62,0,0,0,0.56,0.1,0,1,0.89,0.62
32,4.52117,0,0,0,0.53,0.11,0,1,0.86,0.61,0,0,0,0.53,0.11,0,1,0.86,0.61,0,0,0,0.53,0.11,0,1,0.86,0.61,0,0,0,0.53,0.11,0,1,0.86,0.61,0,0,0,0.53,0.11,0,1,0.86,0.61,0,0,0,0.53,0.11,0,1,0.86,0.61,0,0,0,0.53,0.11,0,1,0.86,0.61,0,0,0,0.53,0.11,0,1,0.86,0.61,0,0,0,0.53,0.11,0,1,0.86,0.61
33,4.78329,0,0,0,0.51,0.11,0,1,0.83,0.6,0,0,0,0.51,0.11,0,1,0.83,0.6,0,0,0,0.51,0.11,0,1,0.83,0.6,0,0,0,0.51,0.11,0,1,0.83,0.6,0,0,0,0.51,0.11,0,1,0.83,0.6,0,0,0,0.51,0.11,0,1,0.83,0.6,0,0,0,0.51,0.11,0,1,0.83,0.6,0,0,0,0.51,0.11,0,1,0.83,0.6,0,0,0,0.51,0.11,0,1,0.83,0.6
34,5.05663,0,0,0,0.51,0.11,0,0.99,0.8,0.59,0,0,0,0.51,0.11,0,0.99,0.8,0.59,0,0,0,0.51,0.11,0,0.99,0.8,0.59,0,0,0,0.51,0.11,0,0.99,0.8,0.59,0,0,0,0.51,0.11,0,0.99,0.8,0.59,0,0,0,0.51,0.11,0,0.99,0.8,0.59,0,0,0,0.51,0.11,0,0.99,0.8,0.59,0,0,0,0.51,0.11,0,0.99,0.8,0.59,0,0,0,0.51,0.11,0,0.99,0.8,0.59
35,5.34167,0,0,0,0.51,0.12,0,0.96,0.78,0.58,0,0,0,0.51,0.12,0,0.96,0.78,0.58,0,0,0,0.51,0.12,0,0.96,0.78,0.58,0,0,0,0.51,0.12,0,0.96,0.78,0.58,0,0,0,0.51,0.12,0,0.96,0.78,0.58,0,0,0,0.51,0.12,0,0.96,0.78,0.58,0,0,0,0.51,0.12,0,0.96,0.78,0.58,0,0,0,0.51,0.12,0,0.96,0.78,0.58,0,0,0,0.51,0.12,0,0.96,0.78,0.58
36,5.63892,0,0,0,0.5,0.12,0,0.92,0.77,0.57,0,0,0,0.5,0.12,0,0.92,0.77,0.57,0,0,0,0.5,0.12,0,0.92,0.77,0.57,0,0,0,0.5,0.12,0,0.92,0.77,0.57,0,0,0,0.5,0.12,0,0.92,0.77,0.57,0,0,0,0.5,0.12,0,0.92,0.77,0.57,0,0,0,0.5,0.12,0,0.92,0.77,0.57,0,0,0,0.5,0.12,0,0.92,0.77,0.57,0,0,0,0.5,0.12,0,0.92,0.77,0.57
37,5.9489,0,0,0,0.5,0.12,0,0.89,0.76,0.55,0,0,0,0.5,0.12,0,0.89,0.76,0.55,0,0,0,0.5,0.12,0,0.89,0.76,0.55,0,0,0,0.5,0.12,0,0.89,0.76,0.55,0,0,0,0.5,0.12,0,0.89,0.76,0.55,0,0,0,0.5,0.12,0,0.89,0.76,0.55,0,0,0,0.5,0.12,0,0.89,0.76,0.55,0,0,0,0.5,0.12,0,0.89,0.76,0.55,0,0,0,0.5,0.12,0,0.89,0.76,0.55
38,6.27216,0,0,0,0.5,0.13,0,0.87,0.75,0.53,0,0,0,0.5,0.13,0,0.87,0.75,0.53,0,0,0,0.5,0.13,0,0.87,0.75,0.53,0,0,0,0.5,0.13,0,0.87,0.75,0.53,0,0,0,0.5,0.13,0,0.87,0.75,0.53,0,0,0,0.5,0.13,0,0.87,0.75,0.53,0,0,0,0.5,0.13,0,0.87,0.75,0.53,0,0,0,0.5,0.13,0,0.87,0.75,0.53,0,0,0,0.5,0.13,0,0.87,0.75,0.53
39,6.60925,0,0,0,0.49,0.13,0,0.86,0.72,0.52,0,0,0,0.49,0.13,0,0.86,0.72,0.52,0,0,0,0.49,0.13,0,0.86,0.72,0.52,0,0,0,0.49,0.13,0,0.86,0.72,0.52,0,0,0,0.49,0.13,0,0.86,0.72,0.52,0,0,0,0.49,0.13,0,0.86,0.72,0.52,0,0,0,0.49,0.13,0,0.86,0.72,0.52,0,0,0,0.49,0.13,0,0.86,0.72,0.52,0,0,0,0.49,0.13,0,0.86,0.72,0.52
40,6.96078,0,0,0,0.45,0.13,0,0.85,0.68,0.52,0,0,0,0.45,0.13,0,0.85,0.68,0.52,0,0,0,0.45,0.13,0,0.85,0.68,0.52,0,0,0,0.45,0.13,0,0.85,0.68,0.52,0,0,0,0.45,0.13,0,0.85,0.68,0.52,0,0,0,0.45,0.13,0,0.85,0.68,0.52,0,0,0,0.45,0.13,0,0.85,0.68,0.52,0,0,0,0.45,0.13,0,0.85,0.68,0.52,0,0,0,0.45,0.13,0,0.85,0.68,0.52
41,7.32736,0,0,0,0.42,0.13,0,0.84,0.65,0.51,0,0,0,0.42,0.13,0,0.84,0.65,0.51,0,0,0,0.42,0.13,0,0.84,0.65,0.51,0,0,0,0.42,0.13,0,0.84,0.65,0.51,0,0,0,0.42,0.13,0,0.84,0.65,0.51,0,0,0,0.42,0.13,0,0.84,0.65,0.51,0,0,0,0.42,0.13,0,0.84,0.65,0.51,0,0,0,0.42,0.13,0,0.84,0.65,0.51,0,0,0,0.42,0.13,0,0.84,0.65,0.51
42,7.70964,0,0,0,0.4,0.13,0,0.82,0.63,0.51,0,0,0,0.4,0.13,0,0.82,0.63,0.51,0,0,0,0.4,0.13,0,0.82,0.63,0.51,0,0,0,0.4,0.13,0,0.82,0.63,0.51,0,0,0,0.4,0.13,0,0.82,0.63,0.51,0,0,0,0.4,0.13,0,0.82,0.63,0.51,0,0,0,0.4,0.13,0,0.82,0.63,0.51,0,0,0,0.4,0.13,0,0.82,0.63,0.51,0,0,0,0.4,0.13,0,0.82,0.63,0.51
43,8.10829,0,0,0,0.39,0.13,0,0.79,0.63,0.5,0,0,0,0.39,0.13,0,0.79,0.63,0.5,0,0,0,0.39,0.13,0,0.79,0.63,0.5,0,0,0,0.39,0.13,0,0.79,0.63,0.5,0,0,0,0.39,0.13,0,0.79,0.63,0.5,0,0,0,0.39,0.13,0,0.79,0.63,0.5,0,0,0,0.39,0.13,0,0.79,0.63,0.5,0,0,0,0.39,0.13,0,0.79,0.63,0.5,0,0,0,0.39,0.13,0,0.79,0.63,0.5
44,8.52401,0,0,0,0.39,0.12,0,0.77,0.61,0.5,0,0,0,0.39,0.12,0,0.77,0.61,0.5,0,0,0,0.39,0.12,0,0.77,0.61,0.5,0,0,0,0.39,0.12,0,0.77,0.61,0.5,0,0,0,0.39,0.12,0,0.77,0.61,0.5,0,0,0,0.39,0.12,0,0.77,0.61,0.5,0,0,0,0.39,0.12,0,0.77,0.61,0.5,0,0,0,0.39,0.12,0,0.77,0.61,0.5,0,0,0,0.39,0.12,0,0.77,0.61,0.5
45,8.95754,0,0,0,0.39,0.12,0,0.77,0.58,0.49,0,0,0,0.39,0.12,0,0.77,0.58,0.49,0,0,0,0.39,0.12,0,0.77,0.58,0.49,0,0,0,0.39,0.12,0,0.77,0.58,0.49,0,0,0,0.39,0.12,0,0.77,0.58,0.49,0,0,0,0.39,0.12,0,0.77,0.58,0.49,0,0,0,0.39,0.12,0,0.77,0.58,0.49,0,0,0,0.39,0.12,0,0.77,0.58,0.49,0,0,0,0.39,0.12,0,0.77,0.58,0.49
46,9.40962,0,0,0,0.38,0.12,0,0.76,0.56,0.47,0,0,0,0.38,0.12,0,0.76,0.56,0.47,0,0,0,0.38,0.12,0,0.76,0.56,0.47,0,0,0,0.38,0.12,0,0.76,0.56,0.47,0,0,0,0.38,0.12,0,0.76,0.56,0.47,0,0,0,0.38,0.12,0,0.76,0.56,0.47,0,0,0,0.38,0.12,0,0.76,0.56,0.47,0,0,0,0.38,0.12,0,0.76,0.56,0.47,0,0,0,0.38,0.12,0,0.76,0.56,0.47
47,9.88107,0,0,0,0.36,0.12,0,0.75,0.55,0.42,0,0,0,0.36,0.12,0,0.75,0.55,0.42,0,0,0,0.36,0.12,0,0.75,0.55,0.42,0,0,0,0.36,0.12,0,0.75,0.55,0.42,0,0,0,0.36,0.12,0,0.75,0.55,0.42,0,0,0,0.36,0.12,0,0.75,0.55,0.42,0,0,0,0.36,0.12,0,0.75,0.55,0.42,0,0,0,0.36,0.12,0,0.75,0.55,0.42,0,0,0,0.36,0.12,0,0.75,0.55,0.42
48,10.3727,0,0,0,0.34,0.12,0,0.71,0.54,0.4,0,0,0,0.34,0.12,0,0.71,0.54,0.4,0,0,0,0.34,0.12,0,0.71,0.54,0.4,0,0,0,0.34,0.12,0,0.71,0.54,0.4,0,0,0,0.34,0.12,0,0.71,0.54,0.4,0,0,0,0.34,0.12,0,0.71,0.54,0.4,0,0,0,0.34,0.12,0,0.71,0.54,0.4,0,0,0,0.34,0.12,0,0.71,0.54,0.4,0,0,0,0.34,0.12,0,0.71,0.54,0.4
49,10.8854,0,0,0,0.33,0.11,0,0.68,0.53,0.4,0,0,0,0.33,0.11,0,0.68,0.53,0.4,0,0,0,0.33,0.11,0,0.68,0.53,0.4,0,0,0,0.33,0.11,0,0.68,0.53,0.4,0,0,0,0.33,0.11,0,0.68,0.53,0.4,0,0,0,0.33,0.11,0,0.68,0.53,0.4,0,0,0,0.33,0.11,0,0.68,0.53,0.4,0,0,0,0.33,0.11,0,0.68,0.53,0.4,0,0,0,0.33,0.11,0,0.68,0.53,0.4
50,11.42,0,0,0,0.33,0.11,0,0.63,0.52,0.39,0,0,0,0.33,0.11,0,0.63,0.52,0.39,0,0,0,0.33,0.11,0,0.63,0.52,0.39,0,0,0,0.33,0.11,0,0.63,0.52,0.39,0,0,0,0.33,0.11,0,0.63,0.52,0.39,0,0,0,0.33,0.11,0,0.63,0.52,0.39,0,0,0,0.33,0.11,0,0.63,0.52,0.39,0,0,0,0.33,0.11,0,0.63,0.52,0.39,0,0,0,0.33,0.11,0,0.63,0.52,0.39
51,11.9776,0,0,0,0.32,0.11,0,0.63,0.51,0.39,0,0,0,0.32,0.11,0,0.63,0.51,0.39,0,0,0,0.32,0.11,0,0.63,0.51,0.39,0,0,0,0.32,0.11,0,0.63,0.51,0.39,0,0,0,0.32,0.11,0,0.63,0.51,0.39,0,0,0,0.32,0.11,0,0.63,0.51,0.39,0,0,0,0.32,0.11,0,0.63,0.51,0.39,0,0,0,0.32,0.11,0,0.63,0.51,0.39,0,0,0,0.32,0.11,0,0.63,0.51,0.39
