gridnumber,capital,Portfolio[0 0],Portfolio[1 0],Portfolio[2 0],Portfolio[3 0],Portfolio[4 0],Portfolio[5 0],Portfolio[6 0],Portfolio[0 1],Portfolio[1 1],Portfolio[2 1],Portfolio[3 1],Portfolio[4 1],Portfolio[5 1],Portfolio[6 1],Portfolio[0 2],Portfolio[1 2],Portfolio[2 2],Portfolio[3 2],Portfolio[4 2],Portfolio[5 2],Portfolio[6 2],Portfolio[0 3],Portfolio[1 3],Portfolio[2 3],Portfolio[3 3],Portfolio[4 3],Portfolio[5 3],Portfolio[6 3],Portfolio[0 4],Portfolio[1 4],Portfolio[2 4],Portfolio[3 4],Portfolio[4 4],Portfolio[5 4],Portfolio[6 4],Portfolio[0 5],Portfolio[1 5],Portfolio[2 5],Portfolio[3 5],Portfolio[4 5],Portfolio[5 5],Portfolio[6 5],Portfolio[0 6],Portfolio[1 6],Portfolio[2 6],Portfolio[3 6],Portfolio[4 6],Portfolio[5 6],Portfolio[6 6]
10,0.195332,0.61,0.62,0.64,0.66,0.66,0.68,0.68,0.61,0.62,0.64,0.66,0.66,0.68,0.68,0.61,0.62,0.64,0.66,0.66,0.68,0.68,0.61,0.62,0.64,0.66,0.66,0.68,0.68,0.61,0.62,0.64,0.66,0.66,0.68,0.68,0.61,0.62,0.64,0.66,0.66,0.68,0.68,0.61,0.62,0.64,0.66,0.66,0.68,0.68
11,0.216131,0.7,0.69,0.68,0.68,0.68,0.68,0.67,0.7,0.69,0.68,0.68,0.68,0.68,0.67,0.7,0.69,0.68,0.68,0.68,0.68,0.67,0.7,0.69,0.68,0.68,0.68,0.68,0.67,0.7,0.69,0.68,0.68,0.68,0.68,0.67,0.7,0.69,0.68,0.68,0.68,0.68,0.67,0.7,0.69,0.68,0.68,0.68,0.68,0.67
12,0.237172,0.66,0.65,0.65,0.65,0.65,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.66,0.66
13,0.258456,0.65,0.67,0.69,0.69,0.69,0.69,0.68,0.65,0.67,0.69,0.69,0.69,0.69,0.68,0.65,0.67,0.69,0.69,0.69,0.69,0.68,0.65,0.67,0.69,0.69,0.69,0.69,0.68,0.65,0.67,0.69,0.69,0.69,0.69,0.68,0.65,0.67,0.69,0.69,0.69,0.69,0.68,0.65,0.67,0.69,0.69,0.69,0.69,0.68
14,0.279986,0.68,0.71,0.72,0.72,0.71,0.69,0.67,0.68,0.71,0.72,0.72,0.71,0.69,0.67,0.68,0.71,0.72,0.72,0.71,0.69,0.68,0.68,0.71,0.72,0.72,0.71,0.69,0.68,0.68,0.71,0.72,0.72,0.71,0.69,0.68,0.68,0.71,0.72,0.72,0.71,0.69,0.68,0.68,0.71,0.72,0.72,0.71,0.69,0.68
15,0.301766,0.81,0.8,0.74,0.72,0.71,0.7,0.68,0.81,0.8,0.74,0.72,0.71,0.7,0.68,0.81,0.8,0.74,0.72,0.71,0.7,0.68,0.81,0.8,0.74,0.72,0.71,0.7,0.68,0.81,0.8,0.74,0.72,0.71,0.7,0.68,0.81,0.8,0.74,0.72,0.71,0.7,0.68,0.81,0.8,0.74,0.72,0.71,0.7,0.68
16,0.323799,0.63,0.64,0.65,0.66,0.68,0.68,0.68,0.63,0.64,0.65,0.66,0.68,0.68,0.68,0.63,0.64,0.65,0.66,0.68,0.68,0.68,0.63,0.64,0.65,0.66,0.68,0.68,0.68,0.63,0.64,0.65,0.66,0.68,0.68,0.68,0.63,0.64,0.65,0.66,0.68,0.68,0.68,0.63,0.64,0.65,0.66,0.68,0.68,0.68
17,0.346087,0.68,0.67,0.68,0.68,0.68,0.69,0.68,0.68,0.67,0.68,0.68,0.69,0.69,0.68,0.68,0.67,0.68,0.68,0.69,0.69,0.68,0.68,0.67,0.68,0.68,0.69,0.69,0.68,0.68,0.67,0.68,0.68,0.69,0.69,0.68,0.68,0.67,0.68,0.68,0.69,0.69,0.68,0.68,0.67,0.68,0.68,0.69,0.69,0.68
18,0.368632,0.71,0.71,0.69,0.68,0.68,0.67,0.67,0.71,0.71,0.69,0.68,0.68,0.67,0.67,0.71,0.71,0.69,0.68,0.68,0.67,0.67,0.71,0.71,0.69,0.68,0.68,0.67,0.67,0.71,0.71,0.69,0.68,0.68,0.67,0.67,0.71,0.71,0.69,0.68,0.68,0.67,0.67,0.71,0.71,0.69,0.68,0.68,0.67,0.67
19,0.391439,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
20,0.414511,0.66,0.66,0.65,0.65,0.64,0.63,0.62,0.66,0.66,0.65,0.65,0.64,0.63,0.62,0.66,0.66,0.65,0.65,0.64,0.63,0.62,0.66,0.66,0.65,0.65,0.64,0.63,0.62,0.66,0.66,0.65,0.65,0.64,0.63,0.62,0.66,0.66,0.65,0.65,0.64,0.63,0.62,0.66,0.66,0.65,0.65,0.64,0.63,0.62
21,0.437849,0.66,0.65,0.64,0.63,0.62,0.61,0.6,0.66,0.65,0.64,0.63,0.62,0.61,0.6,0.66,0.65,0.64,0.63,0.62,0.61,0.6,0.66,0.65,0.64,0.63,0.62,0.61,0.6,0.66,0.65,0.64,0.63,0.62,0.61,0.6,0.66,0.65,0.64,0.63,0.62,0.61,0.6,0.66,0.65,0.64,0.63,0.62,0.61,0.6
22,0.461458,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.64,0.64
23,0.485341,0.65,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.66,0.66,0.66,0.66,0.66,0.65
24,0.5095,0.68,0.68,0.68,0.67,0.66,0.66,0.66,0.68,0.68,0.68,0.67,0.66,0.66,0.66,0.68,0.68,0.68,0.67,0.66,0.66,0.66,0.68,0.68,0.68,0.68,0.66,0.66,0.66,0.68,0.68,0.68,0.68,0.66,0.66,0.66,0.68,0.68,0.68,0.68,0.66,0.66,0.66,0.68,0.68,0.68,0.68,0.66,0.66,0.66
25,0.533939,0.66,0.67,0.69,0.7,0.69,0.68,0.66,0.66,0.67,0.69,0.7,0.69,0.68,0.66,0.66,0.67,0.69,0.7,0.69,0.68,0.66,0.66,0.67,0.69,0.7,0.69,0.68,0.66,0.66,0.67,0.69,0.7,0.69,0.68,0.66,0.66,0.67,0.69,0.7,0.69,0.68,0.66,0.66,0.67,0.69,0.7,0.69,0.68,0.66
26,0.558661,0.62,0.65,0.66,0.67,0.66,0.66,0.65,0.62,0.65,0.66,0.67,0.66,0.66,0.65,0.62,0.65,0.66,0.67,0.66,0.66,0.65,0.62,0.65,0.66,0.67,0.66,0.66,0.65,0.62,0.65,0.66,0.67,0.66,0.66,0.65,0.62,0.65,0.66,0.67,0.66,0.66,0.65,0.62,0.65,0.66,0.67,0.66,0.66,0.65
27,0.58367,0.69,0.69,0.69,0.68,0.66,0.65,0.62,0.69,0.69,0.69,0.68,0.66,0.65,0.62,0.69,0.69,0.69,0.68,0.66,0.65,0.62,0.69,0.69,0.69,0.68,0.66,0.65,0.62,0.69,0.69,0.69,0.68,0.66,0.65,0.62,0.69,0.69,0.69,0.68,0.66,0.65,0.62,0.69,0.69,0.69,0.68,0.66,0.65,0.62
28,0.608968,0.63,0.65,0.65,0.65,0.65,0.64,0.62,0.63,0.65,0.65,0.65,0.65,0.64,0.62,0.63,0.65,0.65,0.65,0.65,0.64,0.62,0.63,0.65,0.65,0.65,0.65,0.64,0.62,0.63,0.65,0.65,0.65,0.65,0.64,0.62,0.63,0.65,0.65,0.65,0.65,0.64,0.62,0.63,0.65,0.65,0.65,0.65,0.64,0.62
29,0.634559,0.59,0.62,0.62,0.62,0.61,0.58,0.57,0.59,0.62,0.62,0.62,0.61,0.58,0.57,0.59,0.62,0.62,0.62,0.61,0.58,0.57,0.59,0.62,0.62,0.62,0.61,0.58,0.57,0.59,0.62,0.62,0.62,0.61,0.58,0.57,0.59,0.62,0.62,0.62,0.61,0.58,0.57,0.59,0.62,0.62,0.62,0.61,0.58,0.57
30,0.660447,0.62,0.62,0.61,0.6,0.59,0.57,0.55,0.62,0.62,0.61,0.6,0.59,0.57,0.55,0.62,0.62,0.61,0.6,0.59,0.57,0.55,0.62,0.62,0.61,0.6,0.59,0.57,0.55,0.62,0.62,0.61,0.6,0.59,0.57,0.55,0.62,0.62,0.61,0.6,0.59,0.57,0.55,0.62,0.62,0.61,0.6,0.59,0.57,0.55
31,0.686635,0.57,0.59,0.6,0.59,0.57,0.56,0.56,0.57,0.59,0.6,0.59,0.57,0.56,0.56,0.57,0.59,0.6,0.59,0.57,0.56,0.56,0.57,0.59,0.6,0.59,0.57,0.56,0.56,0.57,0.59,0.6,0.59,0.57,0.56,0.56,0.57,0.59,0.6,0.59,0.57,0.56,0.56,0.57,0.59,0.6,0.59,0.57,0.56,0.56
32,0.713126,0.55,0.56,0.55,0.53,0.5,0.49,0.49,0.55,0.56,0.55,0.53,0.5,0.49,0.49,0.55,0.56,0.55,0.53,0.5,0.49,0.49,0.55,0.56,0.55,0.53,0.5,0.49,0.49,0.55,0.56,0.55,0.53,0.5,0.49,0.49,0.55,0.56,0.55,0.53,0.5,0.49,0.49,0.55,0.56,0.55,0.53,0.5,0.49,0.49
33,0.739924,0.55,0.55,0.54,0.53,0.5,0.5,0.49,0.55,0.55,0.54,0.53,0.5,0.5,0.49,0.55,0.55,0.54,0.53,0.5,0.5,0.49,0.55,0.55,0.54,0.53,0.5,0.5,0.49,0.55,0.55,0.54,0.53,0.5,0.5,0.49,0.55,0.55,0.54,0.53,0.5,0.5,0.49,0.55,0.55,0.54,0.53,0.5,0.5,0.49
34,0.767033,0.56,0.56,0.55,0.53,0.5,0.49,0.49,0.56,0.56,0.55,0.53,0.5,0.49,0.49,0.56,0.56,0.55,0.53,0.5,0.49,0.49,0.56,0.56,0.55,0.53,0.5,0.49,0.49,0.56,0.56,0.55,0.53,0.5,0.49,0.49,0.56,0.56,0.55,0.53,0.5,0.49,0.49,0.56,0.56,0.55,0.53,0.5,0.49,0.49
35,0.794456,0.46,0.47,0.48,0.48,0.48,0.49,0.48,0.46,0.47,0.48,0.48,0.48,0.49,0.48,0.46,0.47,0.48,0.48,0.48,0.49,0.48,0.46,0.47,0.48,0.48,0.48,0.49,0.48,0.46,0.47,0.48,0.48,0.48,0.49,0.48,0.46,0.47,0.48,0.48,0.48,0.49,0.48,0.46,0.47,0.48,0.48,0.48,0.49,0.48
36,0.822196,0.49,0.49,0.49,0.49,0.49,0.49,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.5
37,0.850258,0.53,0.5,0.49,0.49,0.49,0.49,0.49,0.53,0.5,0.49,0.49,0.49,0.49,0.49,0.53,0.5,0.49,0.49,0.49,0.49,0.49,0.53,0.5,0.49,0.49,0.49,0.49,0.49,0.53,0.5,0.49,0.49,0.49,0.49,0.49,0.53,0.5,0.49,0.49,0.49,0.49,0.49,0.53,0.5,0.49,0.49,0.49,0.49,0.49
38,0.878644,0.45,0.45,0.45,0.45,0.46,0.46,0.47,0.45,0.45,0.45,0.45,0.46,0.46,0.47,0.45,0.45,0.45,0.45,0.46,0.46,0.47,0.45,0.45,0.45,0.45,0.46,0.46,0.47,0.45,0.45,0.45,0.45,0.46,0.46,0.47,0.45,0.45,0.45,0.45,0.46,0.46,0.47,0.45,0.45,0.45,0.45,0.46,0.46,0.47
39,0.90736,0.44,0.44,0.44,0.44,0.44,0.46,0.47,0.44,0.44,0.44,0.44,0.44,0.46,0.47,0.44,0.44,0.44,0.44,0.44,0.46,0.47,0.44,0.44,0.44,0.44,0.44,0.46,0.47,0.44,0.44,0.44,0.44,0.44,0.46,0.47,0.44,0.44,0.44,0.44,0.44,0.46,0.47,0.44,0.44,0.44,0.44,0.44,0.46,0.47
40,0.936408,0.48,0.46,0.44,0.44,0.43,0.43,0.44,0.48,0.46,0.44,0.44,0.43,0.43,0.44,0.48,0.46,0.44,0.44,0.43,0.43,0.44,0.48,0.46,0.44,0.44,0.43,0.43,0.44,0.48,0.46,0.44,0.44,0.43,0.43,0.44,0.48,0.46,0.44,0.44,0.43,0.43,0.44,0.48,0.46,0.44,0.44,0.43,0.43,0.44
41,0.965793,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.44,0.44,0.44,0.43,0.43,0.42,0.42
42,0.995519,0.42,0.42,0.42,0.42,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.43,0.43,0.43
43,1.02559,0.48,0.47,0.45,0.44,0.44,0.44,0.44,0.48,0.47,0.45,0.44,0.44,0.44,0.44,0.48,0.47,0.45,0.44,0.44,0.44,0.44,0.48,0.47,0.45,0.44,0.44,0.44,0.44,0.48,0.47,0.45,0.44,0.44,0.44,0.44,0.48,0.47,0.45,0.44,0.44,0.44,0.44,0.48,0.47,0.45,0.44,0.44,0.44,0.44
44,1.05601,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.44
45,1.08678,0.42,0.42,0.42,0.43,0.44,0.44,0.45,0.42,0.42,0.42,0.43,0.44,0.44,0.45,0.42,0.42,0.42,0.43,0.44,0.44,0.45,0.42,0.42,0.42,0.43,0.44,0.44,0.45,0.42,0.42,0.42,0.43,0.44,0.44,0.45,0.42,0.42,0.42,0.43,0.44,0.44,0.45,0.42,0.42,0.42,0.43,0.44,0.44,0.45
46,1.1179,0.44,0.44,0.45,0.47,0.48,0.49,0.49,0.44,0.44,0.45,0.47,0.48,0.49,0.49,0.44,0.44,0.45,0.47,0.48,0.49,0.49,0.44,0.44,0.45,0.47,0.48,0.49,0.49,0.44,0.44,0.45,0.47,0.48,0.49,0.49,0.44,0.44,0.45,0.47,0.48,0.49,0.49,0.44,0.44,0.45,0.47,0.48,0.49,0.49
47,1.14939,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.44,0.44,0.45,0.46,0.47,0.48,0.48
48,1.18124,0.44,0.44,0.44,0.44,0.45,0.47,0.48,0.44,0.44,0.44,0.44,0.45,0.47,0.48,0.44,0.44,0.44,0.44,0.45,0.47,0.48,0.44,0.44,0.44,0.44,0.45,0.47,0.48,0.44,0.44,0.44,0.44,0.45,0.47,0.48,0.44,0.44,0.44,0.44,0.45,0.47,0.48,0.44,0.44,0.44,0.44,0.45,0.47,0.48
49,1.21346,0.43,0.44,0.45,0.46,0.46,0.47,0.47,0.43,0.44,0.45,0.46,0.46,0.47,0.47,0.43,0.44,0.45,0.46,0.46,0.47,0.47,0.43,0.44,0.45,0.46,0.46,0.47,0.47,0.43,0.44,0.45,0.46,0.46,0.47,0.47,0.43,0.44,0.45,0.46,0.46,0.47,0.47,0.43,0.44,0.45,0.46,0.46,0.47,0.47
50,1.24606,0.44,0.46,0.48,0.49,0.49,0.49,0.49,0.44,0.46,0.48,0.49,0.49,0.49,0.49,0.44,0.46,0.48,0.49,0.49,0.49,0.49,0.44,0.46,0.48,0.49,0.49,0.49,0.49,0.44,0.46,0.48,0.49,0.49,0.49,0.49,0.44,0.46,0.48,0.49,0.49,0.49,0.49,0.44,0.46,0.48,0.49,0.49,0.49,0.49
51,1.27903,0.46,0.47,0.48,0.48,0.48,0.48,0.48,0.46,0.47,0.48,0.48,0.48,0.48,0.48,0.46,0.47,0.48,0.48,0.48,0.48,0.48,0.46,0.47,0.48,0.48,0.48,0.48,0.48,0.46,0.47,0.48,0.48,0.48,0.48,0.48,0.46,0.47,0.48,0.48,0.48,0.48,0.48,0.46,0.47,0.48,0.48,0.48,0.48,0.48
52,1.31239,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48
53,1.34613,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.47
54,1.38026,0.47,0.47,0.48,0.48,0.47,0.47,0.46,0.47,0.47,0.48,0.48,0.47,0.47,0.46,0.47,0.47,0.48,0.48,0.47,0.47,0.46,0.47,0.47,0.48,0.48,0.47,0.47,0.46,0.47,0.47,0.48,0.48,0.47,0.47,0.46,0.47,0.47,0.48,0.48,0.47,0.47,0.46,0.47,0.47,0.48,0.48,0.47,0.47,0.46
55,1.41479,0.47,0.46,0.45,0.44,0.44,0.44,0.44,0.47,0.46,0.45,0.44,0.44,0.44,0.44,0.47,0.46,0.45,0.44,0.44,0.44,0.44,0.47,0.46,0.45,0.44,0.44,0.44,0.44,0.47,0.46,0.45,0.44,0.44,0.44,0.44,0.47,0.46,0.45,0.44,0.44,0.44,0.44,0.47,0.46,0.45,0.44,0.44,0.44,0.44
56,1.44971,0.48,0.48,0.47,0.46,0.45,0.45,0.45,0.48,0.48,0.47,0.46,0.45,0.45,0.45,0.48,0.48,0.47,0.46,0.45,0.45,0.45,0.48,0.48,0.47,0.46,0.45,0.45,0.45,0.48,0.48,0.47,0.46,0.45,0.45,0.45,0.48,0.48,0.47,0.46,0.45,0.45,0.45,0.48,0.48,0.47,0.46,0.45,0.45,0.45
57,1.48504,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
58,1.52078,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.45,0.45,0.45,0.44
59,1.55694,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.44,0.44,0.44,0.44
60,1.59351,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.43,0.43
61,1.63051,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.45,0.45,0.45,0.44,0.44,0.44,0.43
62,1.66794,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43
63,1.7058,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.43
